WATERSHED,SAMPLE_DATE,SITE_NAME,SITE_TYPE,MEDIUM,PARAM_TYPE,PARAMETER,RESULT,UNIT,FILTER,SAMPLE_ID,SAMPLE_SITE_NO,METHOD,QC_FLAG,PROJECT,Location,DATA_REF_NO,LAT_DD_WGS84,LON_DD_WGS84,SAMPLE_REF_NO,TIME_NULL,QC_TYPE
Walnut Creek,06/26/2013 09:37:00 AM,ISMP Walnut Creek Park 22,Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,8775--Canopy,8775,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056941,,,433059,false,
Walnut Creek,06/26/2013 09:37:00 AM,ISMP Walnut Creek Park 22,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,8775--Canopy,8775,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056942,,,433059,false,
Walnut Creek,06/26/2013 09:37:00 AM,ISMP Walnut Creek Park 22,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,8775--Canopy,8775,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056943,,,433059,false,
Walnut Creek,06/26/2013 09:37:00 AM,ISMP Walnut Creek Park 22,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,8775--Canopy,8775,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056944,,,433059,false,
Walnut Creek,06/26/2013 09:37:00 AM,ISMP Walnut Creek Park 22,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,8775--Canopy,8775,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056945,,,433059,false,
Walnut Creek,06/26/2013 09:37:00 AM,ISMP Walnut Creek Park 22,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,100,(%) Percent,Total,8775--Canopy,8775,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056946,,,433059,false,
Walnut Creek,06/26/2013 09:37:00 AM,ISMP Walnut Creek Park 22,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,0,Count,Total,8775--Canopy,8775,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056947,,,433059,false,
Walnut Creek,06/26/2013 09:37:00 AM,ISMP Walnut Creek Park 22,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,8775--Understory,8775,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056948,,,433051,false,
Walnut Creek,06/26/2013 09:37:00 AM,ISMP Walnut Creek Park 22,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,8775--Understory,8775,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056949,,,433051,false,
Walnut Creek,06/26/2013 09:37:00 AM,ISMP Walnut Creek Park 22,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,8775--Understory,8775,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056950,,,433051,false,
Walnut Creek,06/26/2013 09:37:00 AM,ISMP Walnut Creek Park 22,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,8775--Understory,8775,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056951,,,433051,false,
Walnut Creek,06/26/2013 09:37:00 AM,ISMP Walnut Creek Park 22,Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,8775--Understory,8775,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056952,,,433051,false,
Walnut Creek,06/26/2013 09:37:00 AM,ISMP Walnut Creek Park 22,Non-spatial or Protected Location,Habitat,Riparian Vegetation,SOHA SORGHUM HALEPENSE,0,(%) Percent,Total,8775--Understory,8775,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056953,,,433051,false,
Walnut Creek,06/26/2013 09:37:00 AM,ISMP Walnut Creek Park 22,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,8775--Understory,8775,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056954,,,433051,false,
Walnut Creek,06/26/2013 08:52:00 AM,ISMP Walnut Creek Park 93,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,62.5,(%) Percent,Total,8846--Understory,8846,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056955,,,433039,false,
Walnut Creek,06/26/2013 09:53:00 AM,ISMP Walnut Creek Park 83,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,8836--Groundcover,8836,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056956,,,433159,false,
Walnut Creek,06/26/2013 09:53:00 AM,ISMP Walnut Creek Park 83,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,8836--Groundcover,8836,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056957,,,433159,false,
Walnut Creek,06/26/2013 09:53:00 AM,ISMP Walnut Creek Park 83,Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,8836--Groundcover,8836,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056958,,,433159,false,
Walnut Creek,06/26/2013 09:53:00 AM,ISMP Walnut Creek Park 83,Non-spatial or Protected Location,Habitat,Riparian Vegetation,SOHA SORGHUM HALEPENSE,0,(%) Percent,Total,8836--Groundcover,8836,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056959,,,433159,false,
Walnut Creek,06/26/2013 09:53:00 AM,ISMP Walnut Creek Park 83,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,8836--Groundcover,8836,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056960,,,433159,false,
Walnut Creek,06/26/2013 09:53:00 AM,ISMP Walnut Creek Park 83,Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,8836--Groundcover,8836,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056961,,,433159,false,
Walnut Creek,06/26/2013 09:53:00 AM,ISMP Walnut Creek Park 83,Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,8836--Groundcover,8836,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056962,,,433159,false,
Walnut Creek,06/26/2013 09:53:00 AM,ISMP Walnut Creek Park 83,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,8836--Groundcover,8836,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056963,,,433159,false,
Walnut Creek,06/26/2013 09:53:00 AM,ISMP Walnut Creek Park 83,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,NADO NANDINA DOMESTICA,0,(%) Percent,Total,8836--Groundcover,8836,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056964,,,433159,false,
Slaughter Creek,07/10/2013 09:57:00 AM,ISMP South Park Meadows 20,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,100,(%) Percent,Total,8322--Canopy,8322,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056965,,,435701,false,
Slaughter Creek,07/10/2013 09:57:00 AM,ISMP South Park Meadows 20,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,0,Count,Total,8322--Canopy,8322,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056966,,,435701,false,
Slaughter Creek,07/10/2013 09:57:00 AM,ISMP South Park Meadows 20,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,8322--Understory,8322,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056967,,,435702,false,
Slaughter Creek,07/10/2013 09:57:00 AM,ISMP South Park Meadows 20,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,8322--Understory,8322,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056968,,,435702,false,
Slaughter Creek,07/10/2013 09:57:00 AM,ISMP South Park Meadows 20,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,8322--Understory,8322,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056969,,,435702,false,
Slaughter Creek,07/10/2013 09:57:00 AM,ISMP South Park Meadows 20,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,8322--Understory,8322,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056970,,,435702,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,7274--Understory,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056971,,,435679,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,7274--Understory,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056972,,,435679,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,7274--Understory,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056973,,,435679,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,7274--Understory,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056974,,,435679,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Riparian Tree - Small,NADO NANDINA DOMESTICA,0,(%) Percent,Total,7274--Understory,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056975,,,435679,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,50,(%) Percent,Total,7897--Canopy,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056976,,,435647,false,
Slaughter Creek,07/10/2013 09:57:00 AM,ISMP South Park Meadows 20,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,8322--Canopy,8322,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056977,,,435701,false,
Slaughter Creek,07/10/2013 09:57:00 AM,ISMP South Park Meadows 20,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,8322--Canopy,8322,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056978,,,435701,false,
Slaughter Creek,07/10/2013 09:57:00 AM,ISMP South Park Meadows 20,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,8322--Canopy,8322,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056979,,,435701,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,2,Count,Total,7897--Canopy,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056980,,,435647,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,7897--Understory,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056981,,,435703,false,
Not Applicable,01/06/2005 12:00:00 AM,Sed-Tox: CONTROL,Non-spatial or Protected Location,Sediment,PAHs,ACENAPHTHENE,51,UG/KG,Total,TIME 1,3677,EPA 8270C,U,PAH Biological Effects Study,,1187784,,,269151,true,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,7897--Understory,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056982,,,435703,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,7897--Understory,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056983,,,435703,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,7897--Understory,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056984,,,435703,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,7897--Understory,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056985,,,435703,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Riparian Vegetation,SOHA SORGHUM HALEPENSE,0,(%) Percent,Total,7897--Understory,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056986,,,435703,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,7897--Understory,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056987,,,435703,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,7897--Understory,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056988,,,435703,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,7897--Understory,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056989,,,435703,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,7897--Understory,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056990,,,435703,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,NADO NANDINA DOMESTICA,0,(%) Percent,Total,7897--Understory,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056991,,,435703,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,7897--Understory,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056992,,,435703,false,
Slaughter Creek,07/14/2013 11:31:00 AM,ISMP Mary Moore Searight 443,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,7918--Groundcover,7918,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056993,,,435659,false,
Slaughter Creek,07/14/2013 11:31:00 AM,ISMP Mary Moore Searight 443,Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,7918--Groundcover,7918,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056994,,,435659,false,
Slaughter Creek,07/14/2013 11:31:00 AM,ISMP Mary Moore Searight 443,Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,7918--Groundcover,7918,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056995,,,435659,false,
Slaughter Creek,07/14/2013 11:31:00 AM,ISMP Mary Moore Searight 443,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,7918--Groundcover,7918,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056996,,,435659,false,
Slaughter Creek,07/14/2013 11:31:00 AM,ISMP Mary Moore Searight 443,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,NADO NANDINA DOMESTICA,0,(%) Percent,Total,7918--Groundcover,7918,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056997,,,435659,false,
Slaughter Creek,07/14/2013 11:31:00 AM,ISMP Mary Moore Searight 443,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,7918--Groundcover,7918,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056998,,,435659,false,
Slaughter Creek,07/14/2013 11:31:00 AM,ISMP Mary Moore Searight 443,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,1,(%) Percent,Total,7918--Groundcover,7918,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2056999,,,435659,false,
Slaughter Creek,07/14/2013 11:31:00 AM,ISMP Mary Moore Searight 443,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,7918--Groundcover,7918,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057000,,,435659,false,
Slaughter Creek,07/14/2013 11:31:00 AM,ISMP Mary Moore Searight 443,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,45,(%) Percent,Total,7918--Groundcover,7918,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057001,,,435659,false,
Slaughter Creek,07/10/2013 11:19:00 AM,ISMP South Park Meadows 14,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,8316--Canopy,8316,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057002,,,435698,false,
Slaughter Creek,07/10/2013 11:19:00 AM,ISMP South Park Meadows 14,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,8316--Canopy,8316,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057003,,,435698,false,
Slaughter Creek,07/10/2013 11:19:00 AM,ISMP South Park Meadows 14,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,8316--Canopy,8316,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057004,,,435698,false,
Slaughter Creek,07/10/2013 11:19:00 AM,ISMP South Park Meadows 14,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,8316--Canopy,8316,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057005,,,435698,false,
Slaughter Creek,07/10/2013 11:19:00 AM,ISMP South Park Meadows 14,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,70,(%) Percent,Total,8316--Canopy,8316,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057006,,,435698,false,
Slaughter Creek,07/10/2013 11:19:00 AM,ISMP South Park Meadows 14,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,3,Count,Total,8316--Canopy,8316,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057007,,,435698,false,
Slaughter Creek,07/10/2013 11:19:00 AM,ISMP South Park Meadows 14,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,8316--Understory,8316,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057008,,,435704,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,7294--Understory,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057009,,,435705,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,7294--Understory,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057010,,,435705,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,7294--Understory,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057011,,,435705,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,7294--Understory,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057012,,,435705,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,7294--Understory,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057013,,,435705,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Riparian Vegetation,SOHA SORGHUM HALEPENSE,0,(%) Percent,Total,7294--Understory,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057014,,,435705,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,7294--Understory,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057015,,,435705,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,7294--Understory,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057016,,,435705,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,7294--Understory,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057017,,,435705,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,7294--Understory,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057018,,,435705,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Riparian Tree - Small,NADO NANDINA DOMESTICA,0,(%) Percent,Total,7294--Understory,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057019,,,435705,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,7294--Understory,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057020,,,435705,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,7294--Understory,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057021,,,435705,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,7294--Understory,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057022,,,435705,false,
Slaughter Creek,07/10/2013 11:59:00 AM,ISMP South Park Meadows 37,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,8339--Canopy,8339,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057023,,,435706,false,
Slaughter Creek,07/10/2013 11:59:00 AM,ISMP South Park Meadows 37,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,8339--Canopy,8339,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057024,,,435706,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,7332--Canopy,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057025,,,435678,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,7332--Canopy,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057026,,,435678,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,7332--Canopy,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057027,,,435678,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,7332--Canopy,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057028,,,435678,false,
