INTERSECTIONID,ONST,CRST,QUAD,INSPECTOR,DATE,EVNT_LAT,EVNT_LON,EVNT_MAP,EVNT_TYPE,PED_SIGNAL_PRES,CPL_SIZE,CPL_FORCE,CPL_OP,CPL_CTRST,CPL_VIS,CPL_AUD,CMNT_1,CPL_LDG,CPL_PROX,CPL_PLACE,CPL_SEP,CPL_HGT,CPL_CW_1,CPL_CW_2,CMNT_2,OA_CMNT,Mapped Location
4380,White Bridge pk,Post pl,Northeast,Mark Lee,05/13/2019 12:00:00 AM,36.128162,-86.852028,10315,PED_SIGNAL,true,false,true,false,true,false,false,Push button is 53” high from landing.cannot push button with fist. Push button has no visual or audible indication. Push button is black with yellow housing.,true,true,true,false,53,6,11,Push button is 53” high from landing,Push button is 53” high from landing. Push button is smaller than 2”. Push button cannot be pushed with fist. Pedestrian signal is there and in good working order with no other issues.,POINT (-86.852028 36.128162)
1230,Broadway,4th Avenue N,Northwest,Jeff Pedine,05/22/2019 12:00:00 AM,36.161022,-86.777367,9306,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.777367 36.161022)
2800,Shelby Avenue,S 6th Street,Northeast,Jeff Pedine,05/06/2019 12:00:00 AM,36.168518,-86.760048,9304,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.760048 36.168518)
0,6th Avenue S,Division Street,Southeast,Jeff Pedine,05/20/2019 12:00:00 AM,36.151176,-86.774094,9314,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,42,10,10,"The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.","The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.",POINT (-86.774094 36.151176)
1165,Korean Veterans Boulevard,3rd Avenue S,Southwest,Jeff Pedine,05/21/2019 12:00:00 AM,36.157406,-86.773331,9310,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.773331 36.157406)
3313,Donelson pk,Old Elm Hill pk,Southeast,Mark Lee,05/21/2019 12:00:00 AM,36.150684,-86.666649,9613,PED_SIGNAL,true,true,true,true,true,true,true,Push button is chrome with yellow housing.,true,true,true,false,48,7,1,"Push button is 48” high from landing.
There are two buttons on one pole at this location.","Push button is 48” high from landing.
There is a pedestrian signal in good working order with no other issues.",POINT (-86.666649 36.150684)
2421,Jefferson St,21st Ave N,Northeast,Greg Roddy,05/10/2019 12:00:00 AM,36.169209,-86.809547,9203,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.809547 36.169209)
4377,24th Avenue N,Rosa L Parks Boulevard,Southwest,Jeff Pedine,04/30/2019 12:00:00 AM,36.192265,-86.815788,7014,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,true,42,7,5,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.815788 36.192265)
2519,City Blvd,28th/31st Ave Connector,Northwest,Greg Roddy,05/08/2019 12:00:00 AM,36.152676,-86.818535,9210,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a black housing.,true,false,true,true,42,17,7,The push button is 42” from the landing.,The push button is 42” from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.818535 36.152676)
1110,2nd Avenue S,Lafayette Street,Northwest,Jeff Pedine,05/16/2019 12:00:00 AM,36.150879,-86.768188,9315,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,47,12,8,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.768188 36.150879)
2228,18th Ave N,Church St,Northeast,Greg Roddy,05/14/2019 12:00:00 AM,36.155186,-86.797455,9212,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.797455 36.155186)
3092,Unnamed,Charlotte,Northeast,Mark Lee,05/13/2019 12:00:00 AM,36.13604,-86.88517,10211,PED_SIGNAL,true,true,true,true,true,true,true,The Pedestrian push button is aluminum with a black housing.,true,true,true,true,42,15,17,,There is a pedestrian push button and pedestrian signals that are in good working order with no other issues.,POINT (-86.88517 36.13604)
2600,37th Ave N,Charlotte Ave,Southwest,Greg Roddy,05/08/2019 12:00:00 AM,36.15276,-86.828262,9213,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,true,39,4,17,The push button is only 39” high from the landing.,The push button is only 39” high from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.828262 36.15276)
2500,25th Ave S,Elliston Place,Southeast,Greg Roddy,05/06/2019 12:00:00 AM,36.147362,-86.808311,10403,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a black housing.,true,true,true,true,42,8,7,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.808311 36.147362)
2485,Jess Neely Blvd,Natchez Trace,Northwest,Greg Roddy,05/01/2019 12:00:00 AM,36.143185,-86.810226,10403,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,true,42,7,10,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.810226 36.143185)
2030,Broadway,George L Davis Blvd,Northwest,Greg Roddy,05/22/2019 12:00:00 AM,36.156078,-86.789093,9309,PED_SIGNAL,true,true,true,true,true,false,false,The push button is chrome with a yellow housing. The visual and audible indicators do not work.,true,false,true,false,40,8,4,The push button is only 40” high from the sidewalk and is 32” away from the landing.,The push button is only 40” high from the sidewalk and is 32” away from the landing. The visual and audible indicators do not work.,POINT (-86.789093 36.156078)
2280,19th Ave S,Broadway,Northwest,Greg Roddy,05/20/2019 12:00:00 AM,36.151047,-86.796593,9216,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.796593 36.151047)
4895,E. Trinity ln,Unnamed,Northwest,Mark Lee,05/10/2019 12:00:00 AM,36.204792,-86.749809,7205,NA,false,,,,,,,,,,,,,,,,No pedestrian push button. Pedestrian signal is there and in good working order with no other issues. Unnamed street is northbound Entrance to Ellington pky,POINT (-86.749809 36.204792)
2520,Clarksville Pike,Rosa L Parks Boulevard,Northeast,Jeff Pedine,05/01/2019 12:00:00 AM,36.188046,-86.821442,8102,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,true,35,4,0,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.821442 36.188046)
4,Greenfield,Gallatin Pike,Southeast,Mark Lee,05/08/2019 12:00:00 AM,36.210796,-86.732971,7202,PED_SIGNAL,true,true,true,true,true,true,true,The push button is has an aluminum arrow enclosed by a black and yellow housing.,true,true,true,false,43,8.5,1,The push button height is 43” high from landing. The landing is greater than 2%.,The pedestrian push button is 43” from landing. The landing is greater than 2%. The pedestrian push button and pedestrian signal are both in good working order with no other issues.,POINT (-86.732971 36.210796)
2410,21st Ave S,Grand Ave,Southeast,Greg Roddy,04/30/2019 12:00:00 AM,36.147354,-86.799248,10404,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.799248 36.147354)
2228,Church St,18th Ave N,Southeast,Greg Roddy,05/14/2019 12:00:00 AM,36.155056,-86.797302,9212,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.797302 36.155056)
2225,18th Ave N,Charlotte Ave,Southwest,Greg Roddy,05/13/2019 12:00:00 AM,36.15789,-86.800018,9212,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a black housing.,true,true,true,true,42,9,10,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.800018 36.15789)
2421,Jefferson St,21st Ave N,Southwest,Greg Roddy,05/10/2019 12:00:00 AM,36.169003,-86.809677,9203,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.809677 36.169003)
2565,31st Ave N,Charlotte Pk,Northeast,Greg Roddy,05/08/2019 12:00:00 AM,36.153568,-86.820786,9210,PED_SIGNAL,true,true,true,true,true,true,true,The push button is black with a yellow housing.,true,true,true,true,44,7,2,The push button is 44” high from the landing.,The push button is 44” high from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.820786 36.153568)
4000,Decatur Street,Hermitage Avenue,Northwest,Jeff Pedine,05/15/2019 12:00:00 AM,36.153679,-86.753677,9312,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,42,9,9,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.753677 36.153679)
1075,2nd Avenue S,Demonbreun Street,Southwest,Jeff Pedine,05/22/2019 12:00:00 AM,36.159851,-86.773979,9306,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.773979 36.159851)
3190,Cowan Street,Jefferson Street,Southwest,Jeff Pedine,05/03/2019 12:00:00 AM,36.176701,-86.77639,8210,PED_SIGNAL,true,false,true,false,true,false,false,The push button is small and has no visible or audible indicators.,true,true,true,false,54,4,3,The push button is separated from the adjacent button by only 1’.,The push button is small and has no visible or audible indicators. It is also separated from the adjacent button by only 1’.,POINT (-86.77639 36.176701)
2405,21st Ave S,Dixie Place,Northwest,Greg Roddy,04/30/2019 12:00:00 AM,36.140816,-86.80043,10408,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.80043 36.140816)
1700,8th Avenue S,Division Street,Southwest,Jeff Pedine,05/20/2019 12:00:00 AM,36.149612,-86.779343,9314,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,42,7,8,"The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.","The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.",POINT (-86.779343 36.149612)
2007,Kirkwood,12th Ave,Northeast,Mark Lee,05/17/2019 12:00:00 AM,36.120907,-86.790497,18801,PED_SIGNAL,true,true,true,true,true,false,false,The Pedestrian push button is chrome with a yellow housing.,true,true,true,false,40,6,0,The Pedestrian push button is mounted 40” above landing. There is only one button at this location. There are no visual or audio features.,The Pedestrian push button is mounted 40” above landing. There are no visual or audio features at this location. There is a pedestrian signal in good working order with no other issues.,POINT (-86.790497 36.120907)
2568,31st Ave,Burch Ave,Northeast,Greg Roddy,05/06/2019 12:00:00 AM,36.146515,-86.816269,10402,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.816269 36.146515)
2200,Jo Johnston Ave,17th Ave N,Southeast,Greg Roddy,05/13/2019 12:00:00 AM,36.161358,-86.799805,9208,PED_SIGNAL,true,true,true,true,true,false,false,The push button is chrome with a yellow housing. There is no visual or audible indicator.,true,true,true,false,42,11,8,,There is no visual or audible indicators. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.799805 36.161358)
2515,28th Ave N,Albion St,Southwest,Greg Roddy,05/08/2019 12:00:00 AM,36.164185,-86.820023,9202,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.820023 36.164185)
4205,Claiborne Street,Lafayette Street,Northeast,Jeff Pedine,05/16/2019 12:00:00 AM,36.148483,-86.76107,9316,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,42,12,7,"The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.","The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.",POINT (-86.76107 36.148483)
4920,Bowling Ave,West End Ave,Northwest,Greg Roddy,05/07/2019 12:00:00 AM,36.13467,-86.825394,10409,PED_SIGNAL,true,true,true,true,true,true,true,The push button is black with a yellow housing and a chrome arrow.,true,true,true,true,42,9,10,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.825394 36.13467)
3845,South Perimeter Park Drive,Harding Place,Southeast,Mark Lee,05/21/2019 12:00:00 AM,36.086746,-86.695801,13414,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a black housing.,false,false,false,false,42,4,9,There is no landing at this location. There is 9’ from the button to the edge of crosswalk.,There is no landing at this location. There is 9’ from the button to the edge of crosswalk. There is a pedestrian signal that is in good working order with no other issues.,POINT (-86.695801 36.086746)
2465,Elliston Pl,23rd Ave N,Southwest,Greg Roddy,05/14/2019 12:00:00 AM,36.149963,-86.805565,9215,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.805565 36.149963)
2110,15th Ave N,Church St,Southwest,Greg Roddy,05/14/2019 12:00:00 AM,36.157261,-86.792747,9212,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.792747 36.157261)
3442,French Landing Drive,Vantage Way,Southwest,Jeff Pedine,05/01/2019 12:00:00 AM,36.19101,-86.797363,8104,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.797363 36.19101)
2410,Grand Ave,21st Ave S,Northwest,Greg Roddy,04/30/2019 12:00:00 AM,36.147346,-86.799568,10404,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,true,41,6,8,The push button is only 41” high from the landing.,The push button is only 41” high from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.799568 36.147346)
1225,Ash Street,4th Avenue S,Southeast,Jeff Pedine,05/17/2019 12:00:00 AM,36.152359,-86.771446,9315,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,42,7,4,"The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.","The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.",POINT (-86.771446 36.152359)
3970,Harding,North Kenner,Northeast,Mark Lee,05/14/2019 12:00:00 AM,36.125893,-86.846596,10315,NA,false,,,,,,,,,,,,,,,,There is no Pedestrian push button or pedestrian signals at this location.,POINT (-86.846596 36.125893)
2151,Wedgewood Ave,Magnolia Blvd,Southwest,Greg Roddy,04/29/2019 12:00:00 AM,36.136532,-86.795319,10412,PED_SIGNAL,true,true,true,true,true,false,false,The push button is black with a black housing and a chrome arrow. The visual and audible indicators do not work.,true,false,true,false,38,8,3,The push button is only 38” high and 14” from the landing.,The visual and audible indicators do not work. The push button is only 38” high and 14” from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.795319 36.136532)
2518,Charlotte Ave,28th Ave N,Northwest,Greg Roddy,05/08/2019 12:00:00 AM,36.154026,-86.818321,9210,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.818321 36.154026)
2131,Jo Johnston Ave,16th Ave N,Northwest,Greg Roddy,05/13/2019 12:00:00 AM,36.162224,-86.798164,9208,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.798164 36.162224)
2519,City Blvd,28th/31st Ave Connector,Southwest,Greg Roddy,05/08/2019 12:00:00 AM,36.152424,-86.81868,9210,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,false,true,true,42,18,4,The push button is 20” from the landing.,The push button is 20” from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.81868 36.152424)
4835,Thompson,Foster,Northwest,Mark Lee,05/16/2019 12:00:00 AM,36.110947,-86.743034,11909,NA,false,,,,,,,,,,,,,,,,There is no Pedestrian push button however there is a pedestrian signal that is in good working order with no other issues.,POINT (-86.743034 36.110947)
3200,DB Todd Blvd,Jackson St,Northeast,Greg Roddy,05/09/2019 12:00:00 AM,36.165951,-86.805107,9203,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.805107 36.165951)
1760,Rosa L Parks Boulevard,Jefferson Street,Northwest,Jeff Pedine,05/14/2019 12:00:00 AM,36.173351,-86.791611,8213,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.791611 36.173351)
2188,17th Ave S,Grand Ave,Southwest,Greg Roddy,04/30/2019 12:00:00 AM,36.146835,-86.793861,10404,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.793861 36.146835)
1735,Rosa L Parks Boulevard,65 on ramp,Northeast,Jeff Pedine,05/02/2019 12:00:00 AM,36.18399,-86.797852,8108,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.797852 36.18399)
3145,Westboro,Charlotte,Northeast,Mark Lee,05/13/2019 12:00:00 AM,36.14624,-86.870804,10301,PED_SIGNAL,true,true,true,true,true,true,true,The Pedestrian push button is aluminum with a yellow and black housing.,false,false,true,false,45,19,3,The Pedestrian push button is mounted 45” from landing. The landing is located more than 10” from landing. The slope is greater than 2%  at the landing.,The Pedestrian push button is mounted 45” from landing. The button is located more than 10” from landing. The slope is greater than 2%  at the landing. The Pedestrian push button is mounted to an electric box tied in to the adjacent utility pole. There is is a pedestrian signal in good working order. There are no other issues to report.,POINT (-86.870804 36.14624)
2150,Wedgewood Ave,Magnolia Blvd,Southwest,Greg Roddy,04/29/2019 12:00:00 AM,36.136829,-86.795937,10408,PED_SIGNAL,true,true,true,true,true,false,false,The push button is chrome with a black housing. The visual and audible indicators do not work.,true,false,true,false,48,20,2,The push button is 48” high and 32” from the landing.,The visual and audible indicators do not work. The push button is 48” high and 32” from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.795937 36.136829)
3130,Annex ave,Charlotte pk,Northwest,Mark Lee,05/10/2019 12:00:00 AM,36.139111,-86.880821,10208,PED_SIGNAL,true,true,true,true,true,true,true,Pedestrian push button is chrome with yellow housing,true,true,true,false,42,7,13,,Pedestrian push button and Pedestrian signal is there and in good working order with no other issues,POINT (-86.880821 36.139111)
2007,Kirkwood,12th,Southeast,Mark Lee,05/17/2019 12:00:00 AM,36.120697,-86.790504,11801,PED_SIGNAL,true,true,true,true,true,true,true,The Pedestrian push button is chrome with a black housing.,true,true,true,false,42,12,0,There is only one push button at this location.,Everything is in good condition with no issues.,POINT (-86.790504 36.120697)
2534,Ed Temple Boulevard,Schrader Lane,Northwest,Jeff Pedine,05/02/2019 12:00:00 AM,36.168575,-86.820908,8114,PED_SIGNAL,true,false,true,false,true,false,false,The push button is small and has no visible or audible indicators.,true,true,true,false,49,11,0,The push button is separated from the adjacent button by only 1.5’.,The push button is small and has no visible or audible indicators. It is also separated from the adjacent button by only 1.5’.,POINT (-86.820908 36.168575)
4200,Jones Avenue,E Trinity Lane,Southeast,Jeff Pedine,04/29/2019 12:00:00 AM,36.205063,-86.757545,7108,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,true,42,8,0,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.757545 36.205063)
4330,Stewart’s Ferry Pike,Lebanon Pike,Southeast,Mark Lee,05/20/2019 12:00:00 AM,36.168335,-86.656693,9602,PED_SIGNAL,true,true,true,true,true,true,true,The Pedestrian push button is chrome with a black housing.,true,true,true,false,47,9,4,The Pedestrian push button is mounted 47” above landing.,The Pedestrian push button is mounted 47” above landing. There is a pedestrian signal that is in good working order with no issues.,POINT (-86.656693 36.168335)
4050,Hermitage Avenue,Peabody Street,Northeast,Jeff Pedine,05/14/2019 12:00:00 AM,36.157639,-86.770576,9311,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.770576 36.157639)
4980,Post pl,White Bridge pk,Northeast,Mark Lee,05/13/2019 12:00:00 AM,36.128128,-86.852013,10315,PED_SIGNAL,true,true,true,true,true,true,true,Push button is chrome with black housing and is 53” high from landing,true,true,true,false,53,12,9,Push button is 53” high from landing,Push button is 53” high from landing. pedestrian signal is there and in good working order with no other issues,POINT (-86.852013 36.128128)
2491,Children’s Way,25th Ave S,Northeast,Greg Roddy,05/01/2019 12:00:00 AM,36.139328,-86.806908,10407,PED_SIGNAL,true,true,true,true,true,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,false,51,10,8,The push button is 51” high from the landing.,The push button is 51” high from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.806908 36.139328)
0,Division Street,6th Avenue S,Southeast,Jeff Pedine,05/20/2019 12:00:00 AM,36.151157,-86.774155,9314,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,42,9,8,"The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.","The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.",POINT (-86.774155 36.151157)
1295,4th Avenue S,Korean Veterans Boulevard,Southwest,Jeff Pedine,05/21/2019 12:00:00 AM,36.156952,-86.774597,9310,PED_SIGNAL,true,false,false,false,false,false,false,The push button is currently inaccessible due to construction.,false,false,false,false,,,,,The push button is currently inaccessible due to construction.,POINT (-86.774597 36.156952)
2340,Blair Blvd,21st Ave S,Northeast,Greg Roddy,04/30/2019 12:00:00 AM,36.130394,-86.801842,10416,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,false,false,true,true,40,6,1,There is no landing at this push button. The push button is only 40” high from the sidewalk.,There is no landing at this push button. The push button is only 40” high from the sidewalk. The Ped signal light is in good working condition.,POINT (-86.801842 36.130394)
2245,DB Todd Blvd,Jo Johnston Ave,Southwest,Greg Roddy,05/13/2019 12:00:00 AM,36.160412,-86.80188,9208,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a black housing. There is no signage at this push button.,false,false,false,false,42,15,4,The push button is 42” high from the sidewalk. There is no landing and the push button is only 28” away from the curb.,The push button is 42” high from the sidewalk and is only 28” away from the curb. There is no signage and no landing at this push button. The Ped signal light is in good working condition.,POINT (-86.80188 36.160412)
2430,West End Ave,21st Ave N,Northwest,Greg Roddy,05/15/2019 12:00:00 AM,36.15057,-86.801422,9216,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.801422 36.15057)
2780,Shelby Avenue,S 5th Street,Southeast,Jeff Pedine,05/06/2019 12:00:00 AM,36.167545,-86.762039,9304,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.762039 36.167545)
4360,Joyner,Nolensville,Southeast,Mark Lee,05/16/2019 12:00:00 AM,36.11644,-86.747833,19903,PED_SIGNAL,true,true,true,true,true,false,false,The Pedestrian push button is chrome with black housing. There are no visual or audio features at this location.,true,true,true,false,42,9,0,,The Pedestrian push button has no visual or audio features. There is a pedestrian signal that is in good working order. There is one button at this location. There are no other issues to report.,POINT (-86.747833 36.11644)
1110,2nd Avenue S,Lafayette Street,Northeast,Jeff Pedine,05/16/2019 12:00:00 AM,36.150784,-86.767815,9315,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.767815 36.150784)
4205,Lafayette Street,Claiborne Street,Southwest,Jeff Pedine,05/16/2019 12:00:00 AM,36.148624,-86.761154,9316,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,42,7,11,"The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.","The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.",POINT (-86.761154 36.148624)
1430,5th Avenue S,Korean Veterans Boulevard,Southwest,Jeff Pedine,05/21/2019 12:00:00 AM,36.156487,-86.775887,9310,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,42,14,4,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.775887 36.156487)
2170,Charlotte Ave,17th Ave N,Southeast,Greg Roddy,05/13/2019 12:00:00 AM,36.158775,-86.797974,9208,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.797974 36.158775)
1950,Dr. Martin L King Jr Blvd,11th Ave N,Southwest,Greg Roddy,05/22/2019 12:00:00 AM,36.161987,-86.790634,9305,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.790634 36.161987)
2750,Korean Veterans Boulevard,S 2nd Street,Northwest,Jeff Pedine,05/06/2019 12:00:00 AM,36.164967,-86.768158,9303,PED_SIGNAL,true,true,false,false,true,false,false,The push button is broken (unable to be pushed) and has no visible or audible indicators.,true,true,true,true,43,9,2,,The push button is broken (unable to be pushed) and has no visible or audible indicators.,POINT (-86.768158 36.164967)
1430,Korean Veterans Boulevard,5th Avenue S,Northeast,Jeff Pedine,05/21/2019 12:00:00 AM,36.156879,-86.775742,9310,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.775742 36.156879)
2474,24th Ave S,Childrens Way,Southwest,Greg Roddy,05/01/2019 12:00:00 AM,36.139042,-86.805183,10407,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,false,42,5,11,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.805183 36.139042)
2160,Broadway,17th Ave S,Northeast,Greg Roddy,05/20/2019 12:00:00 AM,36.153389,-86.794006,9212,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.794006 36.153389)
2534,W Heiman Street,Ed Temple Boulevard,Southeast,Jeff Pedine,05/02/2019 12:00:00 AM,36.169533,-86.821136,8114,PED_SIGNAL,true,false,true,false,true,false,false,The push button is small and has no visible or audible indicators.,true,true,true,false,42,8,8,The push button is separated from the adjacent button by only 1.5’.,The push button is small and has no visible or audible indicators. It is also separated from the adjacent button by only 1.5’.,POINT (-86.821136 36.169533)
4360,Nolensville,Joyner,Southeast,Mark Lee,05/16/2019 12:00:00 AM,36.116421,-86.747879,19903,NA,false,,,,,,,,,,,,,,,,There is no Pedestrian push button however there is a pedestrian signal that is in good working order with no other issues.,POINT (-86.747879 36.116421)
2184,Horton Ave,17th Ave S,Northeast,Greg Roddy,04/29/2019 12:00:00 AM,36.140976,-86.794785,10408,PED_SIGNAL,true,true,true,true,true,true,true,The push button is black with a yellow housing and a chrome arrow.,true,true,true,true,42,10,7,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.794785 36.140976)
1330,4th Avenue S,Lafayette Street,Northwest,Jeff Pedine,05/17/2019 12:00:00 AM,36.151714,-86.77124,9315,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.77124 36.151714)
2184,Horton Ave,17th Ave S,Southwest,Greg Roddy,04/29/2019 12:00:00 AM,36.140823,-86.795029,10408,PED_SIGNAL,true,true,true,true,true,true,true,The push button is black with a yellow housing and a chrome arrow.,true,true,true,true,42,7,6,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.795029 36.140823)
3442,French Landing Drive,Vantage Way,Southeast,Jeff Pedine,05/01/2019 12:00:00 AM,36.191036,-86.797073,8104,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.797073 36.191036)
