Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
100 1st Av S,Aid Response,05/24/2019 06:54:00 PM,47.601722,-122.334179,POINT (-122.334179 47.601722),F190052871
Nw 100th Pl / 6th Av Nw,Aid Response,05/24/2019 06:56:00 PM,47.702746,-122.363403,POINT (-122.363403 47.702746),F190052872
Nw 100th Pl / 7th Av Nw,Medic Response- 7 per Rule,07/02/2019 04:50:00 PM,47.702503,-122.363849,POINT (-122.363849 47.702503),F190069432
10545 Aurora Av N,Rescue Extrication,07/02/2019 04:53:00 PM,47.705383,-122.3447,POINT (-122.3447 47.705383),F190069434
3000 S Alaska St,Natural Gas Odor,05/24/2019 07:13:00 PM,47.560817,-122.293379,POINT (-122.293379 47.560817),F190052873
7007 Woodlawn Av Ne,Trans to AMR,07/02/2019 04:58:00 PM,47.678792,-122.324969,POINT (-122.324969 47.678792),F190069436
2209 1st Av,Aid Response,05/04/2019 04:07:00 AM,47.612669,-122.345319,POINT (-122.345319 47.612669),F190044866
2301 3rd Av,Medic Response,05/24/2019 08:18:00 PM,47.614705,-122.344794,POINT (-122.344794 47.614705),F190052885
1501 7th Av,Auto Fire Alarm,07/12/2019 12:40:00 AM,47.611606,-122.333354,POINT (-122.333354 47.611606),F190073322
Sw Morgan St / 35th Av Sw,Trans to AMR,07/12/2019 12:43:00 AM,47.544683,-122.376445,POINT (-122.376445 47.544683),F190073324
4727 California Av Sw,Aid Response,07/12/2019 12:43:00 AM,47.560615,-122.386792,POINT (-122.386792 47.560615),F190073323
1753 Nw 56th St,Aid Response,12/27/2019 11:03:00 PM,47.669446,-122.37945,POINT (-122.37945 47.669446),F190136602
12532 Greenwood Av N,Triaged Incident,03/15/2020 09:31:00 PM,47.719885,-122.35554,POINT (-122.35554 47.719885),F200026769
6004 31st Av Sw,Trans to AMR,07/02/2019 02:36:00 PM,47.548281,-122.37207,POINT (-122.37207 47.548281),F190069389
4750 16th Av Ne,Medic Response,05/16/2019 11:57:00 PM,47.663372,-122.310825,POINT (-122.310825 47.663372),F190049942
4435 35th Av Sw,Aid Response,07/02/2019 02:37:00 PM,47.563869,-122.376191,POINT (-122.376191 47.563869),F190069390
1127 N 85th St,Aid Response,06/16/2020 04:48:00 PM,47.690558,-122.343918,POINT (-122.343918 47.690558),F200059152
53 S Dawson St,Aid Response,07/31/2019 10:45:00 AM,47.555754,-122.336741,POINT (-122.336741 47.555754),F190081036
3642 33rd Av S,Trans to AMR,12/27/2019 11:08:00 PM,47.571233,-122.291003,POINT (-122.291003 47.571233),F190136604
E Republican St / 18th Av E,Aid Response,06/22/2019 01:29:00 AM,47.623245,-122.308693,POINT (-122.308693 47.623245),F190065114
8334 Rainier Ave S,Auto Fire Alarm,01/07/2020 04:51:00 PM,47.529392,-122.269988,POINT (-122.269988 47.529392),F200002387
1202 S Donovan St,Aid Response,10/12/2019 06:25:00 PM,47.5256,-122.317569,POINT (-122.317569 47.5256),F190109176
Surber Dr Ne / Ne 38th St,Aid Response,07/02/2019 02:47:00 PM,47.656572,-122.286261,POINT (-122.286261 47.656572),F190069392
5045 11th Av Ne,Aid Response,07/02/2019 02:49:00 PM,47.666174,-122.316319,POINT (-122.316319 47.666174),F190069393
800 Fairview Av N,Aid Response,09/11/2020 09:54:00 PM,47.625969,-122.334344,POINT (-122.334344 47.625969),F200090924
5600 Kirkwood Pl N,Auto Fire Alarm,07/02/2019 02:54:00 PM,47.66901,-122.331734,POINT (-122.331734 47.66901),F190069394
5450 Leary Av Nw,AFA4 - Auto Alarm 2 + 1 + 1,07/02/2019 02:56:00 PM,47.667823,-122.383486,POINT (-122.383486 47.667823),F190069396
4530 46th Av Ne,Auto Fire Alarm,07/02/2019 02:57:00 PM,47.661555,-122.278344,POINT (-122.278344 47.661555),F190069397
1401 2nd Av,Aid Response,07/02/2019 02:59:00 PM,47.608292,-122.337995,POINT (-122.337995 47.608292),F190069398
1101 Madison St,Medic Response- 7 per Rule,07/02/2019 03:10:00 PM,47.609343,-122.325128,POINT (-122.325128 47.609343),F190069400
120 6th Av S,Aid Response,07/02/2019 03:11:00 PM,47.601539,-122.326352,POINT (-122.326352 47.601539),F190069401
26th Av Sw / Sw Barton St,MVI - Motor Vehicle Incident,07/02/2019 03:15:00 PM,47.521022,-122.365894,POINT (-122.365894 47.521022),F190069402
2701 Montlake Blvd E,Trans to AMR,05/04/2019 06:17:00 AM,47.644683,-122.304491,POINT (-122.304491 47.644683),F190044879
1617 Yale Av,Aid Response,07/02/2019 04:19:00 PM,47.615985,-122.32815,POINT (-122.32815 47.615985),F190069421
510 Minor Av N,Aid Response,07/02/2019 04:21:00 PM,47.623222,-122.333001,POINT (-122.333001 47.623222),F190069423
4435 35th Av Sw,Trans to AMR,07/02/2019 04:34:00 PM,47.563869,-122.376191,POINT (-122.376191 47.563869),F190069426
1408 34th Av,Aid Response,07/02/2019 04:36:00 PM,47.612971,-122.289304,POINT (-122.289304 47.612971),F190069427
5034 Fauntleroy Way Sw,MVI - Motor Vehicle Incident,07/02/2019 06:07:00 PM,47.557146,-122.381473,POINT (-122.381473 47.557146),F190069462
1407 Broadway,Aid Response,07/02/2019 06:09:00 PM,47.613031,-122.320763,POINT (-122.320763 47.613031),F190069463
3920 Sw Othello St,Aid Response,07/02/2019 06:12:00 PM,47.537507,-122.382287,POINT (-122.382287 47.537507),F190069464
13737 30th Av Ne,Medic Response- 7 per Rule,04/26/2019 12:44:00 PM,47.72818,-122.296431,POINT (-122.296431 47.72818),F190041806
2600 42ND AVE SW,Fuel Spill,12/12/2020 03:46:00 PM,47.581186,-122.385173,POINT (-122.385173 47.581186),F200121436
4529 University Way Ne,Aid Response,06/22/2019 01:33:00 AM,47.661527,-122.313126,POINT (-122.313126 47.661527),F190065115
3637 38th Ave W,Aid Response,06/12/2020 05:59:00 AM,47.652661,-122.40574,POINT (-122.40574 47.652661),F200057714
2427 Sw Holden St,Aid Response,12/05/2019 09:55:00 AM,47.533699,-122.36353,POINT (-122.36353 47.533699),F190128493
Nw 56th St / 22nd Ave Nw,Aid Response,02/10/2020 03:04:00 AM,47.669454,-122.384743,POINT (-122.384743 47.669454),F200014425
4948 Erskine Way Sw,Trans to AMR,12/05/2019 10:03:00 AM,47.558135,-122.388561,POINT (-122.388561 47.558135),F190128496
747 N 135th St,Aid Response Yellow,05/09/2020 10:52:00 AM,47.726803,-122.347793,POINT (-122.347793 47.726803),F200044322
2008 Westlake Av,Aid Response,12/05/2019 10:14:00 AM,47.615007,-122.337781,POINT (-122.337781 47.615007),F190128499
14115 Aurora Av N,Auto Fire Alarm,02/10/2020 03:33:00 AM,47.731129,-122.345064,POINT (-122.345064 47.731129),F200014428
4726 12th Av Ne,Natural Gas Odor,01/07/2020 05:44:00 PM,47.663258,-122.315261,POINT (-122.315261 47.663258),F200002404
6032 26th Av Ne,Aid Response Yellow,11/02/2019 06:46:00 PM,47.672377,-122.299585,POINT (-122.299585 47.672377),F190116952
1119 Nw Leary Way,Fuel Spill,12/05/2019 10:56:00 AM,47.663658,-122.370937,POINT (-122.370937 47.663658),F190128505
531 Ne 112th St,Aid Response,12/05/2019 11:04:00 AM,47.709995,-122.32296,POINT (-122.32296 47.709995),F190128507
4401 4th Av S,MVI - Motor Vehicle Incident,11/24/2019 06:37:00 PM,47.564617,-122.329378,POINT (-122.329378 47.564617),F190124874
2008 Westlake Av,Trans to AMR,11/24/2019 06:37:00 PM,47.615007,-122.337781,POINT (-122.337781 47.615007),F190124875
9400 Roosevelt Way Ne,Aid Response,11/24/2019 06:38:00 PM,47.696744,-122.317586,POINT (-122.317586 47.696744),F190124876
7125 Fauntleroy Way Sw,Aid Response,11/24/2019 06:39:00 PM,47.539419,-122.390816,POINT (-122.390816 47.539419),F190124877
5216 1st Av S,Auto Fire Alarm,05/24/2019 05:00:00 PM,47.555542,-122.334215,POINT (-122.334215 47.555542),F190052829
619 Pine St,Aid Response,01/18/2020 09:22:00 PM,47.612226,-122.335158,POINT (-122.335158 47.612226),F200006389
1713 Ne 94th St,Aid Response Yellow,01/18/2020 09:29:00 PM,47.696687,-122.309343,POINT (-122.309343 47.696687),F200006390
4th Av S / S Washington St,Aid Response,10/12/2019 07:01:00 PM,47.600875,-122.328963,POINT (-122.328963 47.600875),F190109190
13028 28TH AV NE,Aid Response,11/24/2019 07:21:00 PM,47.723405,-122.297745,POINT (-122.297745 47.723405),F190124884
420 N 92nd St,Medic Response,11/24/2019 07:34:00 PM,47.696023,-122.353738,POINT (-122.353738 47.696023),F190124888
1229 Madison St,Auto Fire Alarm,11/24/2019 07:37:00 PM,47.60994,-122.3237,POINT (-122.3237 47.60994),F190124889
1714 E Yesler Way,Medic Response,05/04/2019 04:25:00 AM,47.601681,-122.310078,POINT (-122.310078 47.601681),F190044867
7440 Rainier Av S,Aid Response,05/04/2019 04:27:00 AM,47.534969,-122.269982,POINT (-122.269982 47.534969),F190044868
1811 Eastlake Av,Aid Response,07/02/2019 06:18:00 PM,47.618002,-122.329182,POINT (-122.329182 47.618002),F190069466
Stewart St / 2nd Av,Aid Response,07/02/2019 06:21:00 PM,47.610964,-122.340452,POINT (-122.340452 47.610964),F190069467
825 Eastlake Av E,Aid Response,07/02/2019 06:22:00 PM,47.626215,-122.329199,POINT (-122.329199 47.626215),F190069468
1753 Nw 56th St,Aid Response,05/24/2019 05:42:00 PM,47.669446,-122.37945,POINT (-122.37945 47.669446),F190052851
6319 High Point Dr Sw,Automatic Medical Alarm,05/24/2019 05:46:00 PM,47.547175,-122.368996,POINT (-122.368996 47.547175),F190052852
700 6th Av S,Medic Response,08/20/2019 05:44:00 PM,47.596676,-122.32637,POINT (-122.32637 47.596676),F190089071
3rd Av / Pike St,Aid Response,08/20/2019 05:57:00 PM,47.60975,-122.337793,POINT (-122.337793 47.60975),F190089078
9230 2nd Av Sw,Aid Response Yellow,07/12/2019 12:49:00 AM,47.520679,-122.335803,POINT (-122.335803 47.520679),F190073326
3510 Ne 143rd St,Aid Response,08/10/2019 11:08:00 PM,47.731922,-122.290912,POINT (-122.290912 47.731922),F190085283
1708 NW 62ND ST,Medic Response,04/11/2020 01:02:00 PM,47.673822,-122.378958,POINT (-122.378958 47.673822),F200035643
606 12th Av S,Aid Response,04/11/2020 01:02:00 PM,47.59745,-122.317227,POINT (-122.317227 47.59745),F200035644
516 3rd Av,Medic Response,10/02/2019 11:15:00 AM,47.602165,-122.330856,POINT (-122.330856 47.602165),F190105257
1561 Alaskan Way S,Aid Response,04/11/2020 01:04:00 PM,47.589965,-122.3376,POINT (-122.3376 47.589965),F200035645
10110 35th Ave Sw,Aid Response,04/11/2020 01:04:00 PM,47.512719,-122.376233,POINT (-122.376233 47.512719),F200035646
1128 13th Av,Auto Fire Alarm,05/24/2019 04:58:00 PM,47.611679,-122.315437,POINT (-122.315437 47.611679),F190052826
111 Ne 45th St,Medic Response,04/11/2020 01:05:00 PM,47.661359,-122.328148,POINT (-122.328148 47.661359),F200035647
2425 S Jackson St,Triaged Incident,11/13/2019 12:19:00 PM,47.599282,-122.300821,POINT (-122.300821 47.599282),F190120917
6330 35th Av Sw,Aid Response,07/12/2019 12:51:00 AM,47.546228,-122.376407,POINT (-122.376407 47.546228),F190073328
2644 22nd Av W,Activated CO Detector,03/04/2020 03:53:00 AM,47.643316,-122.384643,POINT (-122.384643 47.643316),F200022630
501 Rainier Av S,Aid Response,08/30/2020 06:07:00 PM,47.598322,-122.3134,POINT (-122.3134 47.598322),F200086378
1600 E Olive Way,Aid Response,07/21/2019 12:29:00 PM,47.618896,-122.325288,POINT (-122.325288 47.618896),F190077081
730 19th Av E,Medic Response,05/17/2019 12:05:00 AM,47.625471,-122.307316,POINT (-122.307316 47.625471),F190049943
4515 21st Av Ne,Medic Response,05/17/2019 12:07:00 AM,47.661385,-122.305472,POINT (-122.305472 47.661385),F190049944
1902 2nd Av,Trans to AMR,07/21/2019 12:31:00 PM,47.610972,-122.340465,POINT (-122.340465 47.610972),F190077083
8201 Aurora Av N,Aid Response,07/21/2019 12:41:00 PM,47.688389,-122.344511,POINT (-122.344511 47.688389),F190077086
5TH AVE S / S SPOKANE ST,Aid Response,03/04/2020 07:25:00 AM,47.57142,-122.327461,POINT (-122.327461 47.57142),F200022659
Nb I5 To Swift,Car Fire Freeway,05/24/2019 05:38:00 PM,47.542027,-122.303649,POINT (-122.303649 47.542027),F190052848
5016 California Av Sw,Aid Response,02/10/2020 04:13:00 AM,47.557328,-122.386888,POINT (-122.386888 47.557328),F200014433
7101 M L King Jr Way S,Medic Response,08/20/2019 05:28:00 PM,47.538884,-122.282179,POINT (-122.282179 47.538884),F190089059
113 23rd Av S,Aid Response,08/20/2019 05:32:00 PM,47.601601,-122.302284,POINT (-122.302284 47.601601),F190089062
2225 4th Av,Medic Response,05/17/2019 01:09:00 AM,47.614788,-122.342952,POINT (-122.342952 47.614788),F190049956
1531 Broadway,Automatic Fire Alarm False,05/17/2019 01:09:00 AM,47.614431,-122.320786,POINT (-122.320786 47.614431),F190049955
4955 Ne 85th St,Automatic Fire Alarm Resd,07/02/2019 06:18:00 PM,47.690588,-122.274318,POINT (-122.274318 47.690588),F190069465
6545 Ravenna Av Ne,Aid Response Yellow,05/17/2019 01:13:00 AM,47.676048,-122.30382,POINT (-122.30382 47.676048),F190049958
202 N 110th St,Auto Fire Alarm,07/02/2019 06:33:00 PM,47.708721,-122.356787,POINT (-122.356787 47.708721),F190069470
1561 Alaskan Way S,Trans to AMR,07/02/2019 06:34:00 PM,47.589965,-122.3376,POINT (-122.3376 47.589965),F190069471
1200 Boylston Av,Aid Response Yellow,05/17/2019 01:22:00 AM,47.612158,-122.323113,POINT (-122.323113 47.612158),F190049960
1020 University St,Aid Response,05/17/2019 01:29:00 AM,47.611109,-122.327981,POINT (-122.327981 47.611109),F190049961
11501 Stone Av N,Aid Response,05/17/2019 01:51:00 AM,47.712312,-122.342124,POINT (-122.342124 47.712312),F190049963
500 Ne 65th St,Aid Response,05/17/2019 01:58:00 AM,47.675879,-122.323108,POINT (-122.323108 47.675879),F190049964
10206 51st Av S,MVI - Motor Vehicle Incident,05/17/2019 01:59:00 AM,47.509493,-122.270069,POINT (-122.270069 47.509493),F190049965
1818 E Madison St,Aid Response,05/17/2019 01:59:00 AM,47.616245,-122.308579,POINT (-122.308579 47.616245),F190049966
1155 N 130th St,Trans to AMR,05/17/2019 02:03:00 AM,47.723212,-122.344228,POINT (-122.344228 47.723212),F190049967
6900 37th Av S,Aid Response,01/30/2020 07:39:00 AM,47.540654,-122.286239,POINT (-122.286239 47.540654),F200010412
1005 Terrace St,Triaged Incident,03/15/2020 09:49:00 PM,47.604615,-122.32228,POINT (-122.32228 47.604615),F200026781
1500 Sw Trenton St,Aid Response,08/18/2020 07:50:00 AM,47.524698,-122.35395,POINT (-122.35395 47.524698),F200081755
116 Fairview Av N,Low Acuity Response,08/18/2020 08:00:00 AM,47.618693,-122.334256,POINT (-122.334256 47.618693),F200081756
3001 S Myrtle St,Aid Response,08/30/2020 06:09:00 PM,47.538902,-122.293225,POINT (-122.293225 47.538902),F200086381
6720 East Green Lake Way N,Aid Response,05/31/2019 04:40:00 PM,47.67834,-122.32895,POINT (-122.32895 47.67834),F190056558
2303 Franklin Av E,Rescue Elevator,06/22/2019 01:50:00 AM,47.63975,-122.324677,POINT (-122.324677 47.63975),F190065116
4528 44th Av Sw,Medic Response,08/06/2020 11:01:00 AM,47.562691,-122.388129,POINT (-122.388129 47.562691),F200077390
13035 Linden Av N,Aid Response,06/06/2019 05:11:00 PM,47.723467,-122.348159,POINT (-122.348159 47.723467),F190058945
W Thurman St / 34th Av W,Aid Response,06/06/2019 05:13:00 PM,47.655866,-122.400896,POINT (-122.400896 47.655866),F190058946
9600 College Way N,Medic Response,12/05/2019 11:35:00 AM,47.698678,-122.33505,POINT (-122.33505 47.698678),F190128520
1630 43rd Av E,Aid Response,11/24/2019 06:03:00 PM,47.633523,-122.277157,POINT (-122.277157 47.633523),F190124862
2310 N 88th St,Natural Gas Odor,11/24/2019 06:03:00 PM,47.692281,-122.330995,POINT (-122.330995 47.692281),F190124861
1415 Ne 43rd St,Aid Response,11/24/2019 06:05:00 PM,47.659791,-122.312996,POINT (-122.312996 47.659791),F190124863
2603 Belvidere Ave Sw,Aid Response,01/07/2020 05:10:00 PM,47.581109,-122.379134,POINT (-122.379134 47.581109),F200002393
504 5th Av S,Trans to AMR,11/24/2019 06:06:00 PM,47.598322,-122.327671,POINT (-122.327671 47.598322),F190124864
424 N 85th St,Auto Fire Alarm,11/24/2019 06:16:00 PM,47.69059,-122.353606,POINT (-122.353606 47.69059),F190124866
48th Ave Sw / Sw Spokane St,MVI - Motor Vehicle Incident,01/07/2020 05:20:00 PM,47.572082,-122.393417,POINT (-122.393417 47.572082),F200002395
202 6th Av S,Medic Response,11/24/2019 06:24:00 PM,47.600854,-122.326354,POINT (-122.326354 47.600854),F190124868
728 W Argand St,Aid Response,11/24/2019 06:28:00 PM,47.650581,-122.367597,POINT (-122.367597 47.650581),F190124870
13716 Lake City Way Ne,Trans to AMR,01/07/2020 05:23:00 PM,47.72838,-122.292253,POINT (-122.292253 47.72838),F200002398
Rainier Ave S / S Orcas St,Aid Response,01/07/2020 05:25:00 PM,47.551176,-122.277664,POINT (-122.277664 47.551176),F200002399
3rd Av S / S Royal Brougham Way,Aid Response,07/02/2019 06:01:00 PM,47.592391,-122.329835,POINT (-122.329835 47.592391),F190069460
3303 E Valley St,Medic Response,07/02/2019 06:05:00 PM,47.626176,-122.289493,POINT (-122.289493 47.626176),F190069461
824 E Pike St,Aid Response,07/02/2019 06:40:00 PM,47.614068,-122.321785,POINT (-122.321785 47.614068),F190069472
912 12th Av,Aid Response,12/28/2019 01:14:00 AM,47.61046,-122.316779,POINT (-122.316779 47.61046),F190136622
5270 Rainier Av S,Aid Response,12/28/2019 01:14:00 AM,47.554937,-122.282393,POINT (-122.282393 47.554937),F190136623
8340 15th Av Nw,Medic Response,07/02/2019 07:06:00 PM,47.689095,-122.3768,POINT (-122.3768 47.689095),F190069477
935 13th Av,Aid Response,12/28/2019 01:30:00 AM,47.61059,-122.31544,POINT (-122.31544 47.61059),F190136626
6256 35th Av Ne,Aid Response,07/02/2019 07:22:00 PM,47.674317,-122.290258,POINT (-122.290258 47.674317),F190069482
1301 Alaskan Way,Trans to AMR,07/02/2019 07:23:00 PM,47.605911,-122.340413,POINT (-122.340413 47.605911),F190069483
8403 12th Av Sw,Automatic Fire Alarm Resd,12/28/2019 01:51:00 AM,47.5283,-122.35058,POINT (-122.35058 47.5283),F190136627
3948 S Pilgrim St,Automatic Fire Alarm Resd,12/28/2019 02:03:00 AM,47.515709,-122.283775,POINT (-122.283775 47.515709),F190136629
3011 S Brighton St,Aid Response,07/02/2019 07:34:00 PM,47.541318,-122.293183,POINT (-122.293183 47.541318),F190069484
13725 32ND AV NE,Aid Response,12/28/2019 02:06:00 AM,47.728365,-122.293639,POINT (-122.293639 47.728365),F190136630
820 Nw 95th St,Aid Response,06/06/2019 05:15:00 PM,47.697867,-122.367016,POINT (-122.367016 47.697867),F190058947
11030 5th Av Ne,Aid Response,07/31/2019 10:47:00 AM,47.709488,-122.323301,POINT (-122.323301 47.709488),F190081037
7755 East Marginal Way S,Medic Response,07/31/2019 10:49:00 AM,47.532922,-122.31096,POINT (-122.31096 47.532922),F190081038
1311 S Massachusetts St,Rescue Elevator,07/31/2019 10:49:00 AM,47.588437,-122.315855,POINT (-122.315855 47.588437),F190081039
10246 Renton Av S,Aid Response,10/12/2019 04:58:00 PM,47.509395,-122.258287,POINT (-122.258287 47.509395),F190109149
2460 4TH AV S,1RED 1 Unit,11/13/2019 08:03:00 AM,47.581473,-122.329055,POINT (-122.329055 47.581473),F190120842
810 Virginia St,Aid Response,11/13/2019 08:03:00 AM,47.615789,-122.336507,POINT (-122.336507 47.615789),F190120841
301 2nd Av S,Aid Response,12/27/2019 11:10:00 PM,47.600032,-122.331573,POINT (-122.331573 47.600032),F190136606
2800 Elliott Av,Auto Fire Alarm,07/12/2020 08:43:00 PM,47.615025,-122.353269,POINT (-122.353269 47.615025),F200068284
315 Ne 90th St,Aid Response,12/27/2019 11:20:00 PM,47.694063,-122.325525,POINT (-122.325525 47.694063),F190136607
3308 Claremont Av S,Aid Response Yellow,06/22/2019 01:51:00 AM,47.573451,-122.295896,POINT (-122.295896 47.573451),F190065117
2931 S Mount Baker Blvd,Aid Response,07/21/2019 01:28:00 PM,47.575875,-122.294935,POINT (-122.294935 47.575875),F190077097
Mercer St / Queen Anne Av N,Aid Response,08/31/2019 08:32:00 PM,47.624583,-122.356709,POINT (-122.356709 47.624583),F190093470
Stewart St / Yale Av,Aid Response,07/21/2019 01:48:00 PM,47.618274,-122.330999,POINT (-122.330999 47.618274),F190077101
301 Pine St,Aid Response,11/24/2019 06:42:00 PM,47.610748,-122.338691,POINT (-122.338691 47.610748),F190124878
4700 Phinney Av N,Medic Response,11/24/2019 06:46:00 PM,47.66288,-122.353974,POINT (-122.353974 47.66288),F190124879
1401 Broadway,Aid Response,11/24/2019 06:53:00 PM,47.612963,-122.320762,POINT (-122.320762 47.612963),F190124880
116 Stewart St,Aid Response,12/05/2019 01:42:00 PM,47.610387,-122.341198,POINT (-122.341198 47.610387),F190128556
2800 M L King Jr Way S,Aid Response,05/04/2019 04:59:00 AM,47.578347,-122.296188,POINT (-122.296188 47.578347),F190044870
505 Ne 70th St,Aid Response,05/04/2019 05:14:00 AM,47.679478,-122.322726,POINT (-122.322726 47.679478),F190044871
308 14th Av E,Auto Fire Alarm,05/04/2019 05:23:00 AM,47.62118,-122.314685,POINT (-122.314685 47.62118),F190044872
7901 8th Av Sw,Trans to AMR,05/04/2019 05:24:00 AM,47.531755,-122.345502,POINT (-122.345502 47.531755),F190044874
1421 Minor Av,Investigate Out Of Service,05/17/2019 06:04:00 AM,47.613146,-122.327096,POINT (-122.327096 47.613146),F190050005
609 FAIRVIEW AV N,Aid Response,05/17/2019 06:10:00 AM,47.624729,-122.334292,POINT (-122.334292 47.624729),F190050007
4649 S Myrtle St,Medic Response- 7 per Rule,05/04/2019 05:41:00 AM,47.538899,-122.27468,POINT (-122.27468 47.538899),F190044875
6940 M L King Jr Way S,Aid Response,05/04/2019 06:05:00 AM,47.540318,-122.282693,POINT (-122.282693 47.540318),F190044876
1521 Nw 54th St,Aid Response Yellow,05/04/2019 06:09:00 AM,47.667891,-122.376486,POINT (-122.376486 47.667891),F190044877
6051 37th Av Sw,Automatic Fire Alarm Resd,05/04/2019 06:12:00 AM,47.548061,-122.379069,POINT (-122.379069 47.548061),F190044878
12033 3rd Av Ne,Aid Response,07/02/2019 05:00:00 PM,47.716098,-122.326149,POINT (-122.326149 47.716098),F190069438
107 Pike St,Aid Response,07/02/2019 05:02:00 PM,47.608854,-122.339934,POINT (-122.339934 47.608854),F190069439
7007 Woodlawn Av Ne,Trans to AMR,07/02/2019 05:22:00 PM,47.678792,-122.324969,POINT (-122.324969 47.678792),F190069444
Denny Way / Minor Av N,Aid Response,07/02/2019 05:25:00 PM,47.618513,-122.332973,POINT (-122.332973 47.618513),F190069445
9429 Haraden Pl S,Aid Response,07/02/2019 05:30:00 PM,47.518148,-122.28307,POINT (-122.28307 47.518148),F190069446
16th Av S / S College St,MVI - Motor Vehicle Incident,08/10/2019 11:15:00 PM,47.582978,-122.312089,POINT (-122.312089 47.582978),F190085284
517 3rd Av,Aid Response Yellow,08/10/2019 11:16:00 PM,47.602172,-122.330863,POINT (-122.330863 47.602172),F190085286
2nd Av / Yesler Way,Medic Response,08/10/2019 11:19:00 PM,47.601719,-122.331984,POINT (-122.331984 47.601719),F190085287
312 Nw 85th St,Aid Response,11/29/2020 03:44:00 PM,47.690626,-122.360747,POINT (-122.360747 47.690626),F200117058
2436 S Graham St,Aid Response,11/29/2020 03:49:00 PM,47.546409,-122.301701,POINT (-122.301701 47.546409),F200117059
10549 Phinney Av N,Aid Response Yellow,12/27/2019 11:23:00 PM,47.70552,-122.354116,POINT (-122.354116 47.70552),F190136608
2210 S Jackson St,Trans to AMR,05/31/2020 08:38:00 PM,47.599276,-122.303178,POINT (-122.303178 47.599276),F200053768
500 5th Av,Medic Response,09/24/2020 06:57:00 AM,47.602985,-122.328535,POINT (-122.328535 47.602985),F200095380
8th Av S / S Holgate St,Aid Response,10/12/2019 05:03:00 PM,47.586101,-122.323501,POINT (-122.323501 47.586101),F190109151
123 Nw 36th St,Rubbish Fire,07/12/2019 01:01:00 AM,47.65303,-122.357952,POINT (-122.357952 47.65303),F190073330
1400 6th Av,Auto Fire Alarm,07/12/2019 01:04:00 AM,47.61015,-122.333556,POINT (-122.333556 47.61015),F190073331
4222 S Elmgrove St,Aid Response,10/12/2019 05:07:00 PM,47.529956,-122.280377,POINT (-122.280377 47.529956),F190109152
2229 5th Av,Aid Response,12/05/2019 11:05:00 AM,47.615484,-122.342146,POINT (-122.342146 47.615484),F190128508
13000 Linden Av N,Medic Response,12/27/2019 11:38:00 PM,47.723218,-122.348195,POINT (-122.348195 47.723218),F190136610
12505 Greenwood Av N,Aid Response,12/27/2019 11:38:00 PM,47.719638,-122.355539,POINT (-122.355539 47.719638),F190136611
1013 E Pike St,Aid Response,12/27/2019 11:42:00 PM,47.614086,-122.319274,POINT (-122.319274 47.614086),F190136612
E Madison St / 16th Av,Car Fire,10/02/2019 02:56:00 PM,47.615045,-122.311459,POINT (-122.311459 47.615045),F190105352
2225 4th Av,Automatic Medical Alarm,12/28/2019 12:09:00 AM,47.614788,-122.342952,POINT (-122.342952 47.614788),F190136614
9122 30th Av Ne,Aid Response,12/28/2019 12:10:00 AM,47.694969,-122.295966,POINT (-122.295966 47.694969),F190136615
2200 Nw Market St,Medic Response,11/02/2019 06:54:00 PM,47.668678,-122.384746,POINT (-122.384746 47.668678),F190116954
Nb I5 To 145,Car Fire Freeway,11/24/2019 07:05:00 PM,47.72959,-122.324067,POINT (-122.324067 47.72959),F190124883
4th Av / James St,Trans to AMR,11/24/2019 07:20:00 PM,47.603233,-122.330297,POINT (-122.330297 47.603233),F190124885
2709 3rd Av,Aid Response,11/24/2019 07:25:00 PM,47.617176,-122.348974,POINT (-122.348974 47.617176),F190124886
607 Maynard Av S,Automatic Medical Alarm,11/02/2019 07:14:00 PM,47.597453,-122.325062,POINT (-122.325062 47.597453),F190116959
600 E Olive St,Activated CO Detector,11/02/2019 07:17:00 PM,47.616348,-122.324487,POINT (-122.324487 47.616348),F190116960
N 96th St / Linden Av N,Aid Response,11/02/2019 07:17:00 PM,47.698722,-122.347313,POINT (-122.347313 47.698722),F190116961
5928 High Point Dr Sw,Aid Response Yellow,11/02/2019 07:19:00 PM,47.549798,-122.369656,POINT (-122.369656 47.549798),F190116963
3025 Ne 130th St,Aid Response,11/02/2019 07:20:00 PM,47.7229,-122.29591,POINT (-122.29591 47.7229),F190116965
20th Av Nw / Nw 64th St,Aid Response,08/20/2019 05:51:00 PM,47.675283,-122.382124,POINT (-122.382124 47.675283),F190089075
6000 16th Av Sw,Auto Fire Alarm,08/20/2019 05:53:00 PM,47.54887,-122.354833,POINT (-122.354833 47.54887),F190089076
2840 Eastlake Av E,Aid Response,08/20/2019 06:09:00 PM,47.64632,-122.325341,POINT (-122.325341 47.64632),F190089086
9440 49th Av S,Aid Response,08/20/2019 06:10:00 PM,47.517727,-122.272134,POINT (-122.272134 47.517727),F190089088
510 6th Av S,Medic Response- 7 per Rule,08/20/2019 06:11:00 PM,47.598268,-122.326364,POINT (-122.326364 47.598268),F190089089
4623 50th Av S,Medic Response,07/02/2019 05:00:00 PM,47.561488,-122.27071,POINT (-122.27071 47.561488),F190069437
