FOLDERYEAR;LicenceRSN;LicenceNumber;LicenceRevisionNumber;BusinessName;BusinessTradeName;Status;IssuedDate;ExpiredDate;BusinessType;BusinessSubType;Unit;UnitType;House;Street;City;Province;Country;PostalCode;LocalArea;NumberofEmployees;FeePaid;ExtractDate;Geom
18;3044226;18-475891;00;Jagjit S Rai & Darshan K Rai;;Issued;2017-12-28T17:10:07+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Kensington-Cedar Cottage;000;138;2020-11-01T11:32:30+01:00;
18;3044229;18-475894;00;Lovina Decolongon & Teo Decolongon;;Issued;2017-11-18T07:57:57+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Riley Park;000;138;2020-11-01T11:32:30+01:00;
18;3044232;18-475897;00;Michele Chong & Joaquin Puga del Rio;;Issued;2018-02-28T04:12:24+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Kensington-Cedar Cottage;000;109;2020-11-01T11:32:30+01:00;
18;3044233;18-475898;00;Terry Chang & Tien C Chang & Hsiu Y Lin;;Issued;2017-12-24T20:16:17+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Sunset;000;138;2020-11-01T11:32:30+01:00;
18;3044235;18-475900;00;Bin Lin Lin & Li Fen Liu;;Issued;2017-12-21T08:45:33+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Kensington-Cedar Cottage;000;69;2020-11-01T11:32:30+01:00;
18;3044236;18-475901;00;Tanya White & Mark Harvey;;Issued;2017-11-21T03:32:51+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;South Cambie;000;69;2020-11-01T11:32:30+01:00;
18;3044237;18-475902;00;Thyda S King (Thyda King);;Issued;2017-11-23T20:06:37+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Renfrew-Collingwood;000;69;2020-11-01T11:32:30+01:00;
18;3044240;18-475905;00;Wai Y Yip (Wai Yip);;Issued;2017-11-09T03:24:56+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Mount Pleasant;000;69;2020-11-01T11:32:30+01:00;
18;3044242;18-475907;00;Yiu Ming Wong & Lau Xi Vuong;;Issued;2017-11-23T20:40:59+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Kensington-Cedar Cottage;000;69;2020-11-01T11:32:30+01:00;
18;3044250;18-475915;00;Wai-Ben Wong & Kelly B Smith;;Issued;2017-11-25T06:37:50+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Grandview-Woodland;000;69;2020-11-01T11:32:30+01:00;
18;3044253;18-475918;00;Amanda Amorim & Maninder Malli;;Issued;2017-12-01T01:05:52+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Kitsilano;000;69;2020-11-01T11:32:30+01:00;
18;3044258;18-475923;00;Christopher Lotoski & Ayra Lotoski;;Issued;2017-11-09T01:04:54+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Riley Park;000;138;2020-11-01T11:32:30+01:00;
18;3044262;18-475927;00;Alberta R Bassetto (Alberta Bassetto);;Issued;2018-02-12T00:42:16+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Grandview-Woodland;000;178;2020-11-01T11:32:30+01:00;
18;3044264;18-475929;00;(Weiqin Guo);;Issued;2017-12-15T09:14:00+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Dunbar-Southlands;000;69;2020-11-01T11:32:30+01:00;
18;3044270;18-475935;00;Rie Ito & Daniel Lee;;Issued;2018-02-08T03:21:09+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Renfrew-Collingwood;000;178;2020-11-01T11:32:30+01:00;
18;3044274;18-475939;00;(Zichao Luo);;Issued;2017-11-26T05:56:57+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Hastings-Sunrise;000;138;2020-11-01T11:32:30+01:00;
18;3044275;18-475940;00;John R Allan & Sarah M Cobb;;Issued;2017-11-09T02:43:08+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Hastings-Sunrise;000;69;2020-11-01T11:32:30+01:00;
18;3044279;18-475944;00;Tsz Ho Chester Lam (Tsz Lam);;Issued;2017-11-22T22:23:36+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Renfrew-Collingwood;000;69;2020-11-01T11:32:30+01:00;
18;3044282;18-475947;00;Alireza Azizian & Neda Zangenah;;Issued;2017-12-04T05:15:14+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Kensington-Cedar Cottage;000;138;2020-11-01T11:32:30+01:00;
18;3044284;18-475949;00;Michael Cheung & Tammie Cheung;;Issued;2017-12-26T18:44:23+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Killarney;000;69;2020-11-01T11:32:30+01:00;
18;3044287;18-475952;00;Zen Ito & Beniyo Ito;;Issued;2017-12-03T02:57:43+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Hastings-Sunrise;000;69;2020-11-01T11:32:30+01:00;
18;3044288;18-475953;00;Sukhjit Kaur Dhillon (Sukhjit Dhillon);;Pending;;;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Hastings-Sunrise;000;;2020-11-01T11:32:30+01:00;
18;3044289;18-475954;00;Ying Feng & Yan Zhu;;Issued;2017-11-15T00:16:51+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Victoria-Fraserview;000;69;2020-11-01T11:32:30+01:00;
18;3044292;18-475957;00;Ryan Ng & Kam Hoy Ng & Shirley Lee & Xiao Ling Ng;;Issued;2017-12-05T19:12:41+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Renfrew-Collingwood;000;138;2020-11-01T11:32:30+01:00;
18;3044293;18-475958;00;Qiu J Zhang & Fei Xu;;Issued;2017-12-02T19:41:20+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Kensington-Cedar Cottage;000;69;2020-11-01T11:32:30+01:00;
18;3044298;18-475963;00;Jessica Kong Yin Ng (Jessica Ng);;Issued;2017-12-21T19:18:32+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Sunset;000;69;2020-11-01T11:32:30+01:00;
18;3044299;18-475964;00;Alberto Andrade & Lilli Andrade & Elvis Andrade;;Issued;2017-12-01T19:06:32+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Hastings-Sunrise;000;69;2020-11-01T11:32:30+01:00;
18;3044302;18-475967;00;Charanjist Parhar & Ravinder Parhar;;Issued;2017-12-06T05:07:46+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Sunset;000;69;2020-11-01T11:32:30+01:00;
18;3044303;18-475968;00;(Jing Luo);;Issued;2017-11-09T05:12:52+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Arbutus-Ridge;000;138;2020-11-01T11:32:30+01:00;
18;3044306;18-475971;00;(Shelina Dhanani);;Issued;2017-10-30T23:27:20+01:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;West Point Grey;000;69;2020-11-01T11:32:30+01:00;
18;3044316;18-475981;00;Hydroworks Contracting Ltd;;Issued;2017-11-22T01:22:36+01:00;2018-12-31;Sprinkler Contractor;;207;Unit;8475;Ontario St;Vancouver;BC;CA;V5X 3E8;Marpole;4;145;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.107697180835, 49.2074957820319]}"
18;3044321;18-475986;00;Pacific Fire Prevention Ltd;;Issued;2018-01-04T07:05:32+01:00;2018-12-31;Sprinkler Contractor;;;;;;Vancouver;BC;CA;;Renfrew-Collingwood;1;145;2020-11-01T11:32:30+01:00;
18;3044342;18-476007;00;Priority Fire Systems Ltd;;Issued;2018-01-02T18:32:00+01:00;2018-12-31;Sprinkler Contractor;;;;1261;E 2ND AV;Vancouver;BC;CA;V6A 3T9;Strathcona;10;145;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.078156762099, 49.2691808512228]}"
18;3044371;18-476036;00;Secure Fire Mechanical Ltd;;Issued;2018-01-03T19:22:06+01:00;2018-12-31;Sprinkler Contractor;;;;;;Vancouver;BC;CA;;Hastings-Sunrise;2;145;2020-11-01T11:32:30+01:00;
18;3044400;18-476065;00;Securiguard Services Limited;;Issued;2017-12-14T21:51:19+01:00;2018-12-31;Security Services;;;;;;Vancouver;BC;CA;;Downtown;60;145;2020-11-01T11:32:30+01:00;
18;3044401;18-476066;00;Unitrust Protection Services (Canada) Ltd;;Issued;2017-11-27T19:27:06+01:00;2018-12-31;Security Services;;;;;;Vancouver;BC;CA;;West End;4;145;2020-11-01T11:32:30+01:00;
18;3044405;18-476070;00;Arrow Security Ltd;;Issued;2017-11-13T07:30:08+01:00;2018-12-31;Security Services;;;;;;Vancouver;BC;CA;;Marpole;3;324;2020-11-01T11:32:30+01:00;
18;3044409;18-476074;00;24 Hour Security Ltd;;Issued;2017-11-14T20:02:44+01:00;2018-12-31;Security Services;;;;;;Vancouver;BC;CA;;Downtown;20;145;2020-11-01T11:32:30+01:00;
18;3044411;18-476076;00;Major Investigations Incorporated;;Issued;2017-11-12T16:27:54+01:00;2018-12-31;Security Services;;;;;;Vancouver;BC;CA;;Fairview;2;145;2020-11-01T11:32:30+01:00;
18;3044429;18-476094;00;API Alarm Inc;;Issued;2017-11-13T18:42:04+01:00;2018-12-31;Security Services;;;;;;Vancouver;BC;CA;;Hastings-Sunrise;12;145;2020-11-01T11:32:30+01:00;
18;3044436;18-476101;00;Premier Security Inc;;Issued;2017-11-12T16:34:48+01:00;2018-12-31;Security Services;;;;;;Vancouver;BC;CA;;Fairview;140;145;2020-11-01T11:32:30+01:00;
18;3044437;18-476102;00;Pyramid Security Services Ltd;Security Patrol;Gone Out of Business;;;Security Services;;;;;;Vancouver;BC;CA;;Sunset;22;;2020-11-01T11:32:30+01:00;
18;3044438;18-476103;00;Contemporary Services Canada ULC;Contemporary Services Canada;Issued;2017-11-29T23:14:21+01:00;2018-12-31;Security Services;;;;;;Vancouver;BC;CA;;Downtown;8;145;2020-11-01T11:32:30+01:00;
18;3044441;18-476106;00;Scope Security Corp;;Issued;2017-11-16T18:40:43+01:00;2018-12-31;Security Services;;;;;;Vancouver;BC;CA;;Downtown;2;145;2020-11-01T11:32:30+01:00;
18;3044444;18-476109;00;Vancouver Audiospace Home Control Ltd;Audiospace;Issued;2017-11-15T06:35:17+01:00;2018-12-31;Security Services;;;;;;Vancouver;BC;CA;;Downtown;2;145;2020-11-01T11:32:30+01:00;
18;3044454;18-476119;00;Central Monitoring Services (1993) Ltd;;Issued;2017-11-21T20:40:06+01:00;2018-12-31;Security Services;;;;;;Vancouver;BC;CA;;Riley Park;1;145;2020-11-01T11:32:30+01:00;
18;3044466;18-476131;00;Armour Security And Protection Services Corp;;Pending;;;Security Services;;;;;;Vancouver;BC;CA;;Downtown;1;;2020-11-01T11:32:30+01:00;
18;3044468;18-476133;00;Third Watch Security And Investigations Inc;;Issued;2018-01-08T19:52:49+01:00;2018-12-31;Security Services;;;;;;Vancouver;BC;CA;;Hastings-Sunrise;4;145;2020-11-01T11:32:30+01:00;
18;3044470;18-476135;00;A.C.S.I Systems Inc;;Gone Out of Business;;;Security Services;;;;;;Vancouver;BC;CA;;Grandview-Woodland;000;;2020-11-01T11:32:30+01:00;
18;3044473;18-476138;00;DIG Investigations & Security Ltd;;Pending;;;Security Services;;;;;;Vancouver;BC;CA;;Downtown;22;;2020-11-01T11:32:30+01:00;
18;3044476;18-476141;00;James Samuel Howard Gerlach (James Gerlach);Vancouver VIP Security;Gone Out of Business;;;Security Services;;;;;;Vancouver;BC;CA;;West End;1;145;2020-11-01T11:32:30+01:00;
18;3044477;18-476142;00;GardaWorld Cash Services Canada Corporation;;Issued;2018-10-05T00:46:33+02:00;2018-12-31;Security Services;;;;;;Vancouver;BC;CA;;Strathcona;12;145;2020-11-01T11:32:30+01:00;
18;3044481;18-476146;00;Trans World Security Services Ltd;Trans World Security Services;Inactive;2017-11-15T19:11:06+01:00;2018-12-31;Security Services;;;;;;Vancouver;BC;CA;;Kitsilano;1;324;2020-11-01T11:32:30+01:00;
18;3044482;18-476147;00;Mohammed S Shubear & Syed Muhammad S Yunus;SecuriWorld Canada Security Services;Pending;;;Security Services;;;;;;Vancouver;BC;CA;;Fairview;000;;2020-11-01T11:32:30+01:00;
18;3044497;18-476162;00;Venture One Services Inc;Venture One Security;Issued;2017-12-27T20:53:47+01:00;2018-12-31;Security Services;;;;;;Vancouver;BC;CA;;Mount Pleasant;1;145;2020-11-01T11:32:30+01:00;
18;3044506;18-476171;00;Riverhawk Investigations & Security Management Ltd;;Issued;2017-11-23T04:16:17+01:00;2018-12-31;Security Services;;;;;;Vancouver;BC;CA;;West End;1;145;2020-11-01T11:32:30+01:00;
18;3044507;18-476172;00;EPA Enterprise Protection Associates Ltd;;Issued;2017-11-12T06:26:20+01:00;2018-12-31;Security Services;;;;;;Vancouver;BC;CA;;Mount Pleasant;1;145;2020-11-01T11:32:30+01:00;
18;3044519;18-476184;00;(Carmela Evangelista);Evangelista Talent Management;Issued;2017-11-30T20:52:18+01:00;2018-12-31;Talent Agency;;;;;;Vancouver;BC;CA;;Killarney;000;174;2020-11-01T11:32:30+01:00;
18;3044524;18-476189;00;Local Color Talent Agency Inc;;Issued;2017-11-08T02:29:05+01:00;2018-12-31;Talent Agency;;210;Unit;119;W PENDER ST;Vancouver;BC;CA;V6B 1S5;Downtown;10;174;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.108180167369, 49.2814635430598]}"
18;3044525;18-476190;00;Sterling Artists Management Inc;;Issued;2017-11-13T20:45:31+01:00;2018-12-31;Talent Agency;;;;;;Vancouver;BC;CA;;Fairview;1;174;2020-11-01T11:32:30+01:00;
18;3044527;18-476192;00;Northern Exposure Talent Management Group Ltd;;Issued;2017-12-07T19:18:18+01:00;2018-12-31;Talent Agency;;2808;Unit;1111;ALBERNI ST;Vancouver;BC;CA;V6E 4V2;West End;3;174;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.123916938278, 49.2857821718886]}"
18;3044528;18-476193;00;Elizabeth Hodgson Management Group Inc;;Issued;2017-11-20T20:46:27+01:00;2018-12-31;Talent Agency;;;;;;Vancouver;BC;CA;;Fairview;000;174;2020-11-01T11:32:30+01:00;
18;3044530;18-476195;00;Zyrack Dean Osmon (Zyrack Osmon);Maijah Lewk Talent;Issued;2017-11-10T21:14:23+01:00;2018-12-31;Talent Agency;;;;;;Vancouver;BC;CA;;West End;2;174;2020-11-01T11:32:30+01:00;
18;3044532;18-476197;00;London James Artist Management Ltd;;Pending;;;Talent Agency;;240;Unit;196;W 3RD AV;Vancouver;BC;CA;V5Y 1E9;Mount Pleasant;2;;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.109155531909, 49.2681105726015]}"
18;3044534;18-476199;00;(Maureen Goodwill);Mogood Talent Management;Issued;2018-02-15T22:43:34+01:00;2018-12-31;Talent Agency;;;;;;Vancouver;BC;CA;;Fairview;1;174;2020-11-01T11:32:30+01:00;
18;3044535;18-476200;00;Core Music Agency Inc;Core Music Agency;Issued;2017-11-20T20:46:27+01:00;2018-12-31;Talent Agency;;300;Unit;328;W HASTINGS ST;Vancouver;BC;CA;V6B 1K6;Downtown;3;174;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.110788266078, 49.2829160058278]}"
18;3044539;18-476204;00;Danielle Aline Bilodeau (Danielle Bilodeau);CUE Agency;Issued;2017-11-10T20:39:29+01:00;2018-12-31;Talent Agency;;153;Unit;1020;MAINLAND ST;Vancouver;BC;CA;V6B 2T5;Downtown;1;174;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.119287202894, 49.2760867503332]}"
18;3044541;18-476206;00;InspirationaALL Talent & Modeling Group Inc;;Issued;2018-02-08T01:31:34+01:00;2018-12-31;Talent Agency;;;;;;Vancouver;BC;CA;;Renfrew-Collingwood;1;214;2020-11-01T11:32:30+01:00;
18;3044542;18-476207;00;Performers Management Inc;;Issued;2017-11-27T21:03:40+01:00;2018-12-31;Talent Agency;;104;Unit;1020;MAINLAND ST;Vancouver;BC;CA;V6B 2T5;Downtown;1;184;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.119287202894, 49.2760867503332]}"
18;3044543;18-476208;00;City Talent Management Inc;;Issued;2018-01-02T20:06:16+01:00;2018-12-31;Talent Agency;;211;Unit;119;W PENDER ST;Vancouver;BC;CA;V6B 1S5;Downtown;2;174;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.108180167369, 49.2814635430598]}"
18;3044544;18-476209;00;CNH Talent Management Ltd;;Pending;;;Talent Agency;;1500;Unit;701;W GEORGIA ST;Vancouver;BC;CA;V7Y 1C6;Downtown;2;;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.117751286267, 49.2834005265727]}"
18;3044545;18-476210;00;(Maddalena Acconci);M Acconci Management;Issued;2017-12-29T01:16:47+01:00;2018-12-31;Talent Agency;;;;;;Vancouver;BC;CA;;West End;1;174;2020-11-01T11:32:30+01:00;
18;3044547;18-476212;00;Boss Management Inc;;Issued;2018-02-08T02:42:57+01:00;2018-12-31;Talent Agency;;300;Unit;440;W HASTINGS ST;Vancouver;BC;CA;V6B 1L1;Downtown;4;214;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.111896449933, 49.2836528842254]}"
18;3044548;18-476213;00;Refinery Artist Management LLC;;Issued;2017-12-01T03:02:11+01:00;2018-12-31;Talent Agency;;507;Unit;402;W PENDER ST;Vancouver;BC;CA;V6B 1T6;Downtown;000;368;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.112336398426, 49.2826590031753]}"
18;3044554;18-476219;00;Happycall Communications Inc;Happycall;Issued;2017-12-06T20:48:37+01:00;2018-12-31;Telecommunications;Communication;300;Unit;609;W HASTINGS ST;Vancouver;BC;CA;V6B 4W4;Downtown;3;145;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.113051054166, 49.2851387435695]}"
18;3044555;18-476220;00;Cankor Telecommunications Ltd;Anycall;Issued;2017-12-06T20:48:37+01:00;2018-12-31;Telecommunications;Long Distance;306;Unit;609;W HASTINGS ST;Vancouver;BC;CA;V6B 4W4;Downtown;1;145;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.113051054166, 49.2851387435695]}"
18;3044560;18-476225;00;Geneva Systems Ltd;;Issued;2017-11-22T18:28:20+01:00;2018-12-31;Telecommunications;Other;;;3303;FRASER ST;Vancouver;BC;CA;V5V 4C2;Riley Park;0;145;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.090382493616, 49.2552199899293]}"
18;3044561;18-476226;00;(Peter Irving);Concerto Marketing Group;Issued;2017-11-21T01:03:02+01:00;2018-12-31;Telecommunications;Marketing;250;Unit;128;W HASTINGS ST;Vancouver;BC;CA;V6B 1G8;Downtown;7;145;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.108413374474, 49.2819153321785]}"
18;3044568;18-476233;00;(Dmitri Gailit);AromaTech;Pending;;;Telecommunications;Marketing;;;;;Vancouver;BC;CA;;Downtown;0;;2020-11-01T11:32:30+01:00;
18;3044569;18-476234;00;West Coast Marketing Corp;;Issued;2018-03-12T17:55:11+01:00;2018-12-31;Telecommunications;Marketing;505;Unit;744;W HASTINGS ST;Vancouver;BC;CA;V6C 1A5;Downtown;6;185;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.114887205241, 49.2855493252748]}"
18;3044579;18-476244;00;First Run Theatre Inc;First Run Theatre;Issued;2017-12-21T23:38:16+01:00;2018-12-31;Theatre;Neighbourhood;;;4555;DUNBAR ST;Vancouver;BC;CA;V6S 2G7;Dunbar-Southlands;4;268;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.185611238417, 49.2455426344615]}"
18;3044580;18-476245;00;Greater Vancouver International Film Festival Society;Vancouver International Film Festival;Issued;2017-12-08T21:01:45+01:00;2018-12-31;Theatre;Live;;;1181;SEYMOUR ST;Vancouver;BC;CA;V6B 3M7;Downtown;10;268;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.125040050903, 49.2770551706644]}"
18;3044582;18-476247;00;First Pacific Theatre Society;Pacific Theatre;Issued;2017-11-06T21:15:38+01:00;2018-12-31;Theatre;Live;;;1420;W 12TH AV;Vancouver;BC;CA;V6H 1M8;Fairview;6;268;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.136905491229, 49.2604527925692]}"
18;3044583;18-476248;00;Edgewater Casino ULC;Edgewater Casino;Pending;;;Theatre;Other;;;760;PACIFIC BOULEVARD;Vancouver;BC;CA;V6B 4Y8;Downtown;805;;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.110072089446, 49.2751403014268]}"
18;3044584;18-476249;00;The Arts Club of Vancouver Theatre Society;Stanley Theatre Arts Club Theatre Society;Issued;2017-12-12T19:37:04+01:00;2018-12-31;Theatre;Live;;;2750;GRANVILLE ST;Vancouver;BC;CA;V6H 3J3;Fairview;000;268;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.138211827475, 49.2613459909814]}"
18;3044586;18-476251;00;Vancouver TheatreSports League;;Issued;2018-01-03T22:37:39+01:00;2018-12-31;Theatre;Live;;;1502;DURANLEAU ST;Vancouver;BC;CA;V6H 3S4;Fairview;18;268;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.136472719863, 49.2708959540863]}"
18;3044587;18-476252;00;City of Vancouver;Queen Elizabeth Theatre;Issued;2017-12-13T18:22:08+01:00;2018-12-31;Theatre;Live;;;649;Cambie St;Vancouver;BC;CA;V6B 2P1;Downtown;140;566;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.112870382402, 49.280221662012]}"
18;3044588;18-476253;00;City of Vancouver;Vancouver Playhouse;Issued;2017-12-13T18:31:16+01:00;2018-12-31;Theatre;Live;;;608;HAMILTON ST;Vancouver;BC;CA;;Downtown;0;566;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.112870382402, 49.280221662012]}"
18;3044594;18-476259;00;Red Gate Arts Society;;Issued;2017-12-31T00:41:40+01:00;2018-12-31;Theatre;Live;;;1601;JOHNSTON ST;Vancouver;BC;CA;V6H 3R9;Fairview;000;268;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.135378238409, 49.272839834821]}"
18;3044595;18-476260;00;(Carsten Weiss);Sunshine Tanning Studios;Pending;;;Tanning Salon;;;;1208;DAVIE ST;Vancouver;BC;CA;V6E 1N3;West End;2;;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.133782291298, 49.2817678504989]}"
18;3044596;18-476261;00;Fundreams Enterprises Inc;SunScape Tanning Studios;Issued;2017-11-11T19:02:56+01:00;2018-12-31;Tanning Salon;;;;415;HELMCKEN ST;Vancouver;BC;CA;V6B 3E2;Downtown;4;268;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.121680334857, 49.2766687622173]}"
18;3044599;18-476264;00;668985 BC Ltd;Banana Tans;Issued;2017-11-10T21:16:59+01:00;2018-12-31;Tanning Salon;;;;148;E BROADWAY;Vancouver;BC;CA;V5T 1V9;Mount Pleasant;4;268;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.101820732779, 49.2626589978813]}"
18;3044600;18-476265;00;Cocoa Tanning Inc;Cocoa Tanning Studio;Issued;2017-12-06T19:09:36+01:00;2018-12-31;Tanning Salon;;1065;Unit;88;W PENDER ST;Vancouver;BC;CA;V6B 6N9;Downtown;4;268;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.106751856679, 49.280289660285]}"
18;3044605;18-476270;00;Monkey King Tattoos Ltd;Monkey King Tattoos;Issued;2017-11-18T09:20:35+01:00;2018-12-31;Tattoo Parlour;;;;1381;KINGSWAY;Vancouver;BC;CA;V5V 3E3;Kensington-Cedar Cottage;3;268;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.076421518746, 49.2506697425127]}"
18;3044608;18-476273;00;Mark Allen Ainsworth (Mark Ainsworth);Rain City Tattoo;Issued;2017-11-23T22:57:54+01:00;2018-12-31;Tattoo Parlour;;;;1077;W BROADWAY;Vancouver;BC;CA;V6H 1E2;Fairview;0;268;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.128337241621, 49.2637181468541]}"
18;3044609;18-476274;00;561443 BC Ltd;Gastown Tattoo Parlour;Issued;2017-12-10T19:37:07+01:00;2018-12-31;Tattoo Parlour;;;;105;W CORDOVA ST;Vancouver;BC;CA;V6B 1E1;Downtown;4;268;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.107000664671, 49.2831310247791]}"
18;3044610;18-476275;00;Next Services (1998) Inc;Next! Body Piercing;Issued;2017-12-29T20:27:30+01:00;2018-12-31;Tattoo Parlour;;;;1068;GRANVILLE ST;Vancouver;BC;CA;V6Z 1L4;Downtown;9;268;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.123825463772, 49.2783284697195]}"
18;3044613;18-476278;00;Joshua Lawrence Melvin (Joshua Melvin);The Fall Tattooing;Issued;2018-01-16T23:32:23+01:00;2018-12-31;Tattoo Parlour;;;;644;SEYMOUR ST;Vancouver;BC;CA;V6B 3K4;Downtown;2;308;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.115878633797, 49.2823109000092]}"
18;3044614;18-476279;00;Sanitary Electric Tattoo Inc;;Issued;2017-11-14T21:46:42+01:00;2018-12-31;Tattoo Parlour;;;;3377;FRASER ST;Vancouver;BC;CA;V5V 4C2;Riley Park;3;268;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.090389232203, 49.2548538792539]}"
18;3044615;18-476280;00;(Michael Wark);Black Water Tattoo;Issued;2017-11-28T23:29:36+01:00;2018-12-31;Tattoo Parlour;;;;820;RENFREW ST;Vancouver;BC;CA;V5K 4B6;Hastings-Sunrise;1;268;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.04364131359, 49.2770156825501]}"
18;3044620;18-476285;00;Justina P Kervel & Luvia P Patenaude-Petersen;Liquid Amber Tattoo;Inactive;2018-01-03T22:34:52+01:00;2018-12-31;Tattoo Parlour;;;;62;POWELL ST;Vancouver;BC;CA;V6A 1E7;Downtown;17;268;2020-11-01T11:32:30+01:00;"{""type"": ""Point"", ""coordinates"": [-123.102728344713, 49.2831501577385]}"
