"YEAR";"MONTH_NUMBER";"MONTH";"REPORT_PERIOD";"NEIGHBOURHOOD";"NEIGHBOURHOOD_ID";"COMPLAINT";"INITIATED_BY";"STATUS";"COUNT";"LATITUDE";"LONGITUDE";"LOCATION"
"2014";"12";"DECEMBER";"DECEMBER-2014";"Belmont";"2070";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"1";"53.59397";"-113.39373635789697";"(53.59397159439471, -113.39373635789697)"
"2018";"10";"OCTOBER";"OCTOBER-2018";"Glenwood";"4180";"Nuisance Property";"By-law Officer";"Resolved Complaint";"7";"53.53645";"-113.60277044031012";"(53.53645466158683, -113.60277044031012)"
"2017";"9";"SEPTEMBER";"SEPTEMBER-2017";"Canon Ridge";"2120";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.57881";"-113.3792468001551";"(53.57881086500457, -113.3792468001551)"
"2017";"11";"NOVEMBER";"NOVEMBER-2017";"Pleasantview";"5320";"Nuisance Property";"By-law Officer";"Resolved Complaint";"3";"53.49318";"-113.507116596";"(53.49318018561233, -113.507116596)"
"2014";"2";"FEBRUARY";"FEBRUARY-2014";"Highlands";"2330";"Nuisance Property";"Citizen";"Resolved Complaint";"4";"53.56599";"-113.43018811476921";"(53.56599492653518, -113.43018811476921)"
"2017";"5";"MAY";"MAY-2017";"Carlisle";"3090";"Nuisance Property";"By-law Officer";"Resolved Complaint";"2";"53.60351";"-113.52591439426728";"(53.603513394520945, -113.52591439426728)"
"2012";"11";"NOVEMBER";"NOVEMBER-2012";"Place LaRue";"4400";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.53900";"-113.63332425301158";"(53.53899990680577, -113.63332425301158)"
"2011";"3";"MARCH";"MARCH-2011";"Satoo";"6680";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"1";"53.44581";"-113.45737054779553";"(53.44580812696508, -113.45737054779553)"
"2018";"5";"MAY";"MAY-2018";"Mactaggart";"5477";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.43945";"-113.56515969083493";"(53.43944901134507, -113.56515969083493)"
"2020";"8";"AUGUST";"AUGUST-2020";"Keheewin";"5250";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.45027";"-113.5045134621976";"(53.450270481502606, -113.5045134621976)"
"2013";"1";"JANUARY";"JANUARY-2013";"Malmo Plains";"5280";"Nuisance Property";"Citizen";"Under Investigation";"1";"53.48564";"-113.52899268075193";"(53.485639847965736, -113.52899268075193)"
"2016";"4";"APRIL";"APRIL-2016";"Kenilworth";"6350";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.52159";"-113.430948477946";"(53.52158941202619, -113.430948477946)"
"2017";"5";"MAY";"MAY-2017";"Queen Alexandra";"5330";"Weeds";"By-law Officer";"Resolved Complaint";"7";"53.51233";"-113.50484705945985";"(53.51233223489751, -113.50484705945985)"
"2015";"1";"JANUARY";"JANUARY-2015";"McKernan";"5290";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.51273";"-113.52044197947863";"(53.51272851151938, -113.52044197947863)"
"2017";"3";"MARCH";"MARCH-2017";"Eastwood";"1100";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"53.57609";"-113.46874575611328";"(53.57608628955444, -113.46874575611328)"
"2014";"8";"AUGUST";"AUGUST-2014";"Bisset";"6030";"Nuisance Property";"By-law Officer";"Resolved Complaint";"5";"53.45910";"-113.40137552327023";"(53.45909651679703, -113.40137552327023)"
"2018";"8";"AUGUST";"AUGUST-2018";"Aspen Gardens";"5020";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.47754";"-113.54569215983922";"(53.477544027020414, -113.54569215983922)"
"2011";"3";"MARCH";"MARCH-2011";"Boyle Street";"1020";"Graffiti";"Citizen";"Resolved Complaint";"1";"53.54763";"-113.47931390645527";"(53.54762829917662, -113.47931390645527)"
"2019";"8";"AUGUST";"AUGUST-2019";"Chappelle Area";"5462";"Weeds";"Citizen";"Resolved Complaint";"19";"53.40292";"-113.58684458014213";"(53.4029240038706, -113.58684458014213)"
"2014";"11";"NOVEMBER";"NOVEMBER-2014";"Oxford";"3320";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"2";"53.62218";"-113.5473255798242";"(53.62217562769456, -113.5473255798242)"
"2012";"5";"MAY";"MAY-2012";"Boyle Street";"1020";"Graffiti";"Citizen";"Resolved Complaint";"1";"53.54763";"-113.47931390645527";"(53.54762829917662, -113.47931390645527)"
"2018";"6";"JUNE";"JUNE-2018";"Chappelle Area";"5462";"Weeds";"Citizen";"Resolved Complaint";"16";"53.40292";"-113.58684458014213";"(53.4029240038706, -113.58684458014213)"
"2011";"10";"OCTOBER";"OCTOBER-2011";"Aldergrove";"4020";"Nuisance Property";"Citizen";"Resolved Complaint";"3";"53.51689";"-113.6412392123956";"(53.51688913776262, -113.6412392123956)"
"2011";"10";"OCTOBER";"OCTOBER-2011";"Empire Park";"5170";"Unlicensed Business";"Citizen";"Resolved Complaint";"4";"53.48439";"-113.50585827080845";"(53.48439346136973, -113.50585827080845)"
"2018";"11";"NOVEMBER";"NOVEMBER-2018";"Sakaw";"6670";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.44196";"-113.4288163368734";"(53.44195630182676, -113.4288163368734)"
"2020";"6";"JUNE";"JUNE-2020";"Callingwood North";"4070";"Graffiti";"Citizen";"Resolved Complaint";"2";"53.50757";"-113.62302532131962";"(53.50757437536733, -113.62302532131962)"
"2014";"11";"NOVEMBER";"NOVEMBER-2014";"Strathcona";"5480";"Graffiti";"Citizen";"Resolved Complaint";"1";"53.52239";"-113.4909645397036";"(53.52239098753585, -113.4909645397036)"
"2018";"6";"JUNE";"JUNE-2018";"Bergman";"2090";"Weeds";"Citizen";"Resolved Complaint";"5";"53.57956";"-113.40955489022761";"(53.57955594869622, -113.40955489022761)"
"2017";"2";"FEBRUARY";"FEBRUARY-2017";"Prince Charles";"3350";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"1";"53.57547";"-113.53598781792246";"(53.57546939176514, -113.53598781792246)"
"2018";"6";"JUNE";"JUNE-2018";"Daly Grove";"6150";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.44955";"-113.40159781028868";"(53.449548762333336, -113.40159781028868)"
"2017";"6";"JUNE";"JUNE-2017";"Glenora";"3200";"Weeds";"Citizen";"Resolved Complaint";"5";"53.54492";"-113.55704249426053";"(53.54492281054309, -113.55704249426053)"
"2017";"2";"FEBRUARY";"FEBRUARY-2017";"Lambton Industrial";"6380";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.52226";"-113.4138670984927";"(53.522261187656085, -113.4138670984927)"
"2014";"1";"JANUARY";"JANUARY-2014";"Canora";"4090";"Nuisance Property";"Citizen";"Resolved Complaint";"3";"53.54617";"-113.58420793540262";"(53.546166670601956, -113.58420793540262)"
"2015";"7";"JULY";"JULY-2015";"Avonmore";"6020";"Nuisance Property";"By-law Officer";"Resolved Complaint";"2";"53.50778";"-113.45168484004186";"(53.507778942537534, -113.45168484004186)"
"2011";"3";"MARCH";"MARCH-2011";"CPR Irvine";"6110";"Graffiti";"By-law Officer";"Resolved Complaint";"3";"53.50753";"-113.49059021171215";"(53.50752632038383, -113.49059021171215)"
"2012";"7";"JULY";"JULY-2012";"Allendale";"5010";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.50229";"-113.50482116295773";"(53.50229282517935, -113.50482116295773)"
"2011";"2";"FEBRUARY";"FEBRUARY-2011";"Coronet Industrial";"6100";"Unlicensed Business";"Citizen";"Resolved Complaint";"20";"53.49396";"-113.4789791683215";"(53.49395869528816, -113.4789791683215)"
"2016";"6";"JUNE";"JUNE-2016";"Pylypow Industrial";"6590";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.49732";"-113.40598836149857";"(53.49731801799593, -113.40598836149857)"
"2020";"7";"JULY";"JULY-2020";"Boyle Street";"1020";"Graffiti";"Citizen";"Resolved Complaint";"3";"53.54763";"-113.47931390645527";"(53.54762829917662, -113.47931390645527)"
"2011";"3";"MARCH";"MARCH-2011";"West Jasper Place";"4580";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.53640";"-113.58416326264262";"(53.5364030666796, -113.58416326264262)"
"2018";"10";"OCTOBER";"OCTOBER-2018";"Dunluce";"3180";"Unlicensed Business";"Citizen";"Resolved Complaint";"6";"53.62150";"-113.53018463752318";"(53.62149619456969, -113.53018463752318)"
"2011";"9";"SEPTEMBER";"SEPTEMBER-2011";"McCauley";"1140";"Graffiti";"Citizen";"Resolved Complaint";"1";"53.55551";"-113.48141781132108";"(53.55550744739304, -113.48141781132108)"
"2019";"9";"SEPTEMBER";"SEPTEMBER-2019";"Clover Bar Area";"2160";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.59153";"-113.3334090942855";"(53.59153124341053, -113.3334090942855)"
"2011";"2";"FEBRUARY";"FEBRUARY-2011";"Hillview";"6300";"Unlicensed Business";"Citizen";"Resolved Complaint";"5";"53.46974";"-113.4270935738733";"(53.46973758816532, -113.4270935738733)"
"2017";"6";"JUNE";"JUNE-2017";"Downtown";"1090";"Graffiti";"Citizen";"Resolved Complaint";"23";"53.54088";"-113.49924372443917";"(53.54087526522481, -113.49924372443917)"
"2019";"6";"JUNE";"JUNE-2019";"Parkallen";"5310";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.50333";"-113.51824294080788";"(53.503333894692844, -113.51824294080788)"
"2014";"7";"JULY";"JULY-2014";"Meyonohk";"6470";"Weeds";"Citizen";"Resolved Complaint";"1";"53.45533";"-113.45724296139875";"(53.4553258838742, -113.45724296139875)"
"2011";"6";"JUNE";"JUNE-2011";"Ormsby Place";"4380";"Nuisance Property";"Citizen";"Resolved Complaint";"3";"53.49908";"-113.64275185892338";"(53.49908335379451, -113.64275185892338)"
"2017";"12";"DECEMBER";"DECEMBER-2017";"Terwillegar Towne";"5640";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"3";"53.45063";"-113.5777377735933";"(53.4506293105283, -113.5777377735933)"
"2014";"7";"JULY";"JULY-2014";"Belvedere";"2080";"Nuisance Property";"Citizen";"Resolved Complaint";"3";"53.59481";"-113.43063586028043";"(53.59480982946976, -113.43063586028043)"
"2017";"7";"JULY";"JULY-2017";"Jamieson Place";"4220";"Weeds";"Citizen";"Resolved Complaint";"2";"53.48968";"-113.64789699325678";"(53.48967928807379, -113.64789699325678)"
"2019";"6";"JUNE";"JUNE-2019";"Strathcona";"5480";"Graffiti";"By-law Officer";"Resolved Complaint";"2";"53.52239";"-113.4909645397036";"(53.52239098753585, -113.4909645397036)"
"2014";"3";"MARCH";"MARCH-2014";"Lago Lindo";"2450";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.63604";"-113.48467358315705";"(53.63603972106517, -113.48467358315705)"
"2016";"3";"MARCH";"MARCH-2016";"Westwood";"1250";"Nuisance Property";"Citizen";"Resolved Complaint";"5";"53.57593";"-113.49856633573037";"(53.57592737297088, -113.49856633573037)"
"2017";"12";"DECEMBER";"DECEMBER-2017";"Dunluce";"3180";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"7";"53.62150";"-113.53018463752318";"(53.62149619456969, -113.53018463752318)"
"2016";"11";"NOVEMBER";"NOVEMBER-2016";"Glenwood";"4180";"Nuisance Property";"By-law Officer";"Resolved Complaint";"11";"53.53645";"-113.60277044031012";"(53.53645466158683, -113.60277044031012)"
"2015";"7";"JULY";"JULY-2015";"Ekota";"6200";"Weeds";"Citizen";"Resolved Complaint";"3";"53.44941";"-113.44232540415385";"(53.449408842387676, -113.44232540415385)"
"2016";"6";"JUNE";"JUNE-2016";"Meyonohk";"6470";"Nuisance Property";"Citizen";"Resolved Complaint";"4";"53.45533";"-113.45724296139875";"(53.4553258838742, -113.45724296139875)"
"2011";"8";"AUGUST";"AUGUST-2011";"Steinhauer";"5470";"Unlicensed Business";"By-law Officer";"Resolved Complaint";"1";"53.46454";"-113.5059296639569";"(53.46454112371608, -113.5059296639569)"
"2017";"1";"JANUARY";"JANUARY-2017";"Prince Charles";"3350";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.57547";"-113.53598781792246";"(53.57546939176514, -113.53598781792246)"
"2018";"2";"FEBRUARY";"FEBRUARY-2018";"Kameyosek";"6340";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"1";"53.46194";"-113.44209466185602";"(53.461944035773506, -113.44209466185602)"
"2015";"9";"SEPTEMBER";"SEPTEMBER-2015";"Ottewell";"6550";"Weeds";"By-law Officer";"Resolved Complaint";"2";"53.53134";"-113.43074604760109";"(53.53134376415048, -113.43074604760109)"
"2017";"8";"AUGUST";"AUGUST-2017";"Oleskiw";"4360";"Weeds";"Citizen";"Resolved Complaint";"4";"53.49621";"-113.60447202500849";"(53.49621227854868, -113.60447202500849)"
"2018";"2";"FEBRUARY";"FEBRUARY-2018";"Avonmore";"6020";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.50778";"-113.45168484004186";"(53.507778942537534, -113.45168484004186)"
"2020";"5";"MAY";"MAY-2020";"Northmount";"2580";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.60321";"-113.47962816354354";"(53.60320753140844, -113.47962816354354)"
"2018";"3";"MARCH";"MARCH-2018";"Eaux Claires";"2241";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.62163";"-113.48567089190382";"(53.62163101867681, -113.48567089190382)"
"2017";"10";"OCTOBER";"OCTOBER-2017";"Empire Park";"5170";"Unlicensed Business";"By-law Officer";"Resolved Complaint";"1";"53.48439";"-113.50585827080845";"(53.48439346136973, -113.50585827080845)"
"2020";"10";"OCTOBER";"OCTOBER-2020";"Blatchford Area";"1111";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.57280";"-113.51706542180057";"(53.57280079686974, -113.51706542180057)"
"2013";"9";"SEPTEMBER";"SEPTEMBER-2013";"Twin Brooks";"5511";"Unlicensed Business";"Citizen";"Resolved Complaint";"4";"53.44464";"-113.53065310200358";"(53.44463806942246, -113.53065310200358)"
"2017";"1";"JANUARY";"JANUARY-2017";"Greenview";"6280";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.47542";"-113.42781024864587";"(53.47542124312953, -113.42781024864587)"
"2014";"9";"SEPTEMBER";"SEPTEMBER-2014";"Gariepy";"4160";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.49360";"-113.6225641319716";"(53.49359965967588, -113.6225641319716)"
"2017";"7";"JULY";"JULY-2017";"Avonmore";"6020";"Weeds";"Citizen";"Resolved Complaint";"1";"53.50778";"-113.45168484004186";"(53.507778942537534, -113.45168484004186)"
"2018";"4";"APRIL";"APRIL-2018";"Jamieson Place";"4220";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.48968";"-113.64789699325678";"(53.48967928807379, -113.64789699325678)"
"2011";"10";"OCTOBER";"OCTOBER-2011";"Allendale";"5010";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.50229";"-113.50482116295773";"(53.50229282517935, -113.50482116295773)"
"2016";"6";"JUNE";"JUNE-2016";"Glenridding Heights";"5578";"Weeds";"Citizen";"Resolved Complaint";"1";"53.42077";"-113.60419183402581";"(53.4207737765899, -113.60419183402581)"
"2019";"10";"OCTOBER";"OCTOBER-2019";"Rosenthal";"4750";"Weeds";"Citizen";"Resolved Complaint";"6";"53.51939";"-113.70120791433055";"(53.51939025688106, -113.70120791433055)"
"2019";"4";"APRIL";"APRIL-2019";"Allendale";"5010";"Nuisance Property";"Citizen";"Resolved Complaint";"14";"53.50229";"-113.50482116295773";"(53.50229282517935, -113.50482116295773)"
"2013";"8";"AUGUST";"AUGUST-2013";"Kiniski Gardens";"6370";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.47481";"-113.40351643758787";"(53.47480588482717, -113.40351643758787)"
"2017";"12";"DECEMBER";"DECEMBER-2017";"Parkdale";"1160";"Unlicensed Business";"By-law Officer";"Resolved Complaint";"1";"53.56585";"-113.4687640829555";"(53.56584892697631, -113.4687640829555)"
"2014";"7";"JULY";"JULY-2014";"Ottewell";"6550";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.53134";"-113.43074604760109";"(53.53134376415048, -113.43074604760109)"
"2015";"8";"AUGUST";"AUGUST-2015";"Prince Charles";"3350";"Weeds";"Citizen";"Resolved Complaint";"1";"53.57547";"-113.53598781792246";"(53.57546939176514, -113.53598781792246)"
"2016";"1";"JANUARY";"JANUARY-2016";"Spruce Avenue";"1230";"Nuisance Property";"Citizen";"Resolved Complaint";"3";"53.56463";"-113.50197643546534";"(53.56462855872456, -113.50197643546534)"
"2011";"8";"AUGUST";"AUGUST-2011";"Dunluce";"3180";"Nuisance Property";"By-law Officer";"Resolved Complaint";"5";"53.62150";"-113.53018463752318";"(53.62149619456969, -113.53018463752318)"
"2011";"6";"JUNE";"JUNE-2011";"Windermere";"5570";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.43259";"-113.62604011598293";"(53.43258506576373, -113.62604011598293)"
"2012";"8";"AUGUST";"AUGUST-2012";"Belvedere";"2080";"Graffiti";"Citizen";"Resolved Complaint";"1";"53.59481";"-113.43063586028043";"(53.59480982946976, -113.43063586028043)"
"2015";"5";"MAY";"MAY-2015";"Pollard Meadows";"6580";"Nuisance Property";"By-law Officer";"Resolved Complaint";"31";"53.44982";"-113.4110364921575";"(53.44981637796563, -113.4110364921575)"
"2013";"2";"FEBRUARY";"FEBRUARY-2013";"Riverdale";"1210";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"12";"53.54407";"-113.46899402862239";"(53.54407041090096, -113.46899402862239)"
"2016";"9";"SEPTEMBER";"SEPTEMBER-2016";"Silver Berry";"6442";"Nuisance Property";"By-law Officer";"Under Investigation";"1";"53.46113";"-113.3814064224138";"(53.46112685122182, -113.3814064224138)"
"2020";"11";"NOVEMBER";"NOVEMBER-2020";"Kinglet Gardens";"4477";"Unlicensed Business";"Citizen";"Under Investigation";"1";"53.57741";"-113.7014119342574";"(53.57740501029009, -113.7014119342574)"
"2017";"12";"DECEMBER";"DECEMBER-2017";"Malmo Plains";"5280";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.48564";"-113.52899268075193";"(53.485639847965736, -113.52899268075193)"
"2019";"3";"MARCH";"MARCH-2019";"Allendale";"5010";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.50229";"-113.50482116295773";"(53.50229282517935, -113.50482116295773)"
"2016";"8";"AUGUST";"AUGUST-2016";"Sakaw";"6670";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.44196";"-113.4288163368734";"(53.44195630182676, -113.4288163368734)"
"2019";"8";"AUGUST";"AUGUST-2019";"Dovercourt";"3170";"Nuisance Property";"Citizen";"Resolved Complaint";"4";"53.57568";"-113.55759021866957";"(53.57567554087078, -113.55759021866957)"
"2017";"5";"MAY";"MAY-2017";"Delton";"1080";"Nuisance Property";"Citizen";"Resolved Complaint";"12";"53.57900";"-113.48244953229602";"(53.57900463350049, -113.48244953229602)"
"2013";"9";"SEPTEMBER";"SEPTEMBER-2013";"Strathcona";"5480";"Weeds";"By-law Officer";"Resolved Complaint";"7";"53.52239";"-113.4909645397036";"(53.52239098753585, -113.4909645397036)"
"2018";"5";"MAY";"MAY-2018";"Queen Mary Park";"1180";"Unlicensed Business";"Citizen";"Resolved Complaint";"11";"53.55333";"-113.51965427365344";"(53.55332765166594, -113.51965427365344)"
"2011";"7";"JULY";"JULY-2011";"Lorelei";"3280";"Nuisance Property";"Citizen";"Resolved Complaint";"3";"53.62461";"-113.5044094315818";"(53.6246127279689, -113.5044094315818)"
"2011";"3";"MARCH";"MARCH-2011";"Killarney";"2420";"Unlicensed Business";"Citizen";"Under Investigation";"4";"53.58849";"-113.47956789304071";"(53.58849024821234, -113.47956789304071)"
"2020";"8";"AUGUST";"AUGUST-2020";"Rural North East South Sturgeon";"2690";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.61892";"-113.32454377928708";"(53.61891798481372, -113.32454377928708)"
"2011";"2";"FEBRUARY";"FEBRUARY-2011";"Larkspur";"6390";"Unlicensed Business";"Citizen";"Under Investigation";"2";"53.48015";"-113.38123847033486";"(53.48015149606623, -113.38123847033486)"
"2014";"3";"MARCH";"MARCH-2014";"Windsor Park";"5580";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.52418";"-113.53684717900765";"(53.52417761053836, -113.53684717900765)"
"2011";"3";"MARCH";"MARCH-2011";"Gagnon Estate Industrial";"4150";"Unlicensed Business";"Citizen";"Under Investigation";"1";"53.58020";"-113.58582792824402";"(53.580195668593994, -113.58582792824402)"
"2014";"7";"JULY";"JULY-2014";"Weir Industrial";"6780";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.51176";"-113.40610816593045";"(53.511758050509485, -113.40610816593045)"
"2015";"2";"FEBRUARY";"FEBRUARY-2015";"Summerside";"6213";"Unlicensed Business";"Citizen";"Resolved Complaint";"8";"53.41748";"-113.46121313390861";"(53.41747653172933, -113.46121313390861)"
"2011";"12";"DECEMBER";"DECEMBER-2011";"Beaumaris";"3040";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.61842";"-113.50502785728688";"(53.61842211180419, -113.50502785728688)"
"2012";"11";"NOVEMBER";"NOVEMBER-2012";"Brintnell";"2110";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"3";"53.62184";"-113.40593551917826";"(53.621837223937895, -113.40593551917826)"
"2018";"1";"JANUARY";"JANUARY-2018";"Riverdale";"1210";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"53.54407";"-113.46899402862239";"(53.54407041090096, -113.46899402862239)"
"2020";"5";"MAY";"MAY-2020";"Greenview";"6280";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.47542";"-113.42781024864587";"(53.47542124312953, -113.42781024864587)"
"2011";"2";"FEBRUARY";"FEBRUARY-2011";"Beacon Heights";"2040";"Unlicensed Business";"Citizen";"Under Investigation";"7";"53.57353";"-113.40604017904667";"(53.57353309911853, -113.40604017904667)"
"2016";"12";"DECEMBER";"DECEMBER-2016";"West Meadowlark Park";"4590";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.52559";"-113.60905139680362";"(53.525588747192025, -113.60905139680362)"
"2016";"2";"FEBRUARY";"FEBRUARY-2016";"Belmont";"2070";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.59397";"-113.39373635789697";"(53.59397159439471, -113.39373635789697)"
"2014";"9";"SEPTEMBER";"SEPTEMBER-2014";"Athlone";"3010";"Unlicensed Business";"Citizen";"Resolved Complaint";"4";"53.58801";"-113.55099337489854";"(53.58801194057851, -113.55099337489854)"
"2019";"12";"DECEMBER";"DECEMBER-2019";"Ritchie";"6610";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.51329";"-113.4802306338554";"(53.513293804114674, -113.4802306338554)"
"2012";"8";"AUGUST";"AUGUST-2012";"Ormsby Place";"4380";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.49908";"-113.64275185892338";"(53.49908335379451, -113.64275185892338)"
"2020";"1";"JANUARY";"JANUARY-2020";"Westmount";"3440";"Unlicensed Business";"By-law Officer";"Resolved Complaint";"2";"53.55167";"-113.54112241012326";"(53.551671762229795, -113.54112241012326)"
"2020";"2";"FEBRUARY";"FEBRUARY-2020";"Oxford";"3320";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.62218";"-113.5473255798242";"(53.62217562769456, -113.5473255798242)"
"2013";"6";"JUNE";"JUNE-2013";"Duggan";"5160";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.47149";"-113.5060584565456";"(53.471492755040344, -113.5060584565456)"
"2016";"4";"APRIL";"APRIL-2016";"Woodcroft";"3450";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.56456";"-113.55764889218268";"(53.56456236582152, -113.55764889218268)"
"2011";"5";"MAY";"MAY-2011";"Oliver";"1150";"Graffiti";"Citizen";"Resolved Complaint";"4";"53.54199";"-113.52399426586823";"(53.541993233892136, -113.52399426586823)"
"2014";"7";"JULY";"JULY-2014";"Brookside";"5090";"Weeds";"Citizen";"Resolved Complaint";"2";"53.48492";"-113.56314681057894";"(53.484920665999084, -113.56314681057894)"
"2020";"7";"JULY";"JULY-2020";"Queen Alexandra";"5330";"Weeds";"By-law Officer";"Resolved Complaint";"3";"53.51233";"-113.50484705945985";"(53.51233223489751, -113.50484705945985)"
"2017";"5";"MAY";"MAY-2017";"Carlton";"3470";"Unlicensed Business";"Citizen";"Resolved Complaint";"4";"53.62165";"-113.55935872878088";"(53.62165146983823, -113.55935872878088)"
"2011";"4";"APRIL";"APRIL-2011";"Carleton Square Industrial";"4100";"Nuisance Property";"By-law Officer";"Resolved Complaint";"2";"53.57344";"-113.60882966759523";"(53.57343607500008, -113.60882966759523)"
"2015";"10";"OCTOBER";"OCTOBER-2015";"Laurier Heights";"3270";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.51425";"-113.56933226321841";"(53.51424671570046, -113.56933226321841)"
"2015";"8";"AUGUST";"AUGUST-2015";"Beacon Heights";"2040";"Weeds";"By-law Officer";"Resolved Complaint";"1";"53.57353";"-113.40604017904667";"(53.57353309911853, -113.40604017904667)"
"2016";"8";"AUGUST";"AUGUST-2016";"Westmount";"3440";"Weeds";"By-law Officer";"Resolved Complaint";"5";"53.55167";"-113.54112241012326";"(53.551671762229795, -113.54112241012326)"
"2014";"2";"FEBRUARY";"FEBRUARY-2014";"West Jasper Place";"4580";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"10";"53.53640";"-113.58416326264262";"(53.5364030666796, -113.58416326264262)"
"2012";"6";"JUNE";"JUNE-2012";"McCauley";"1140";"Unlicensed Business";"Citizen";"Resolved Complaint";"4";"53.55551";"-113.48141781132108";"(53.55550744739304, -113.48141781132108)"
"2018";"7";"JULY";"JULY-2018";"Jasper Park";"4230";"Weeds";"By-law Officer";"Resolved Complaint";"5";"53.52308";"-113.58410533783312";"(53.523077588379046, -113.58410533783312)"
"2017";"10";"OCTOBER";"OCTOBER-2017";"Killarney";"2420";"Unlicensed Business";"Citizen";"Resolved Complaint";"6";"53.58849";"-113.47956789304071";"(53.58849024821234, -113.47956789304071)"
"2018";"9";"SEPTEMBER";"SEPTEMBER-2018";"Bergman";"2090";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.57956";"-113.40955489022761";"(53.57955594869622, -113.40955489022761)"
"2018";"10";"OCTOBER";"OCTOBER-2018";"Ogilvie Ridge";"5300";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.46490";"-113.56706362860635";"(53.46489883567699, -113.56706362860635)"
"2020";"6";"JUNE";"JUNE-2020";"Tipaskan";"6750";"Weeds";"By-law Officer";"Resolved Complaint";"1";"53.46191";"-113.45798746366202";"(53.461905985377804, -113.45798746366202)"
"2011";"11";"NOVEMBER";"NOVEMBER-2011";"Kiniski Gardens";"6370";"Unlicensed Business";"Citizen";"Resolved Complaint";"5";"53.47481";"-113.40351643758787";"(53.47480588482717, -113.40351643758787)"
"2016";"10";"OCTOBER";"OCTOBER-2016";"Elmwood Park";"1130";"Nuisance Property";"By-law Officer";"Resolved Complaint";"3";"53.57959";"-113.46094200098248";"(53.579588701087985, -113.46094200098248)"
"2013";"12";"DECEMBER";"DECEMBER-2013";"Brookside";"5090";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"53.48492";"-113.56314681057894";"(53.484920665999084, -113.56314681057894)"
