occupant_code,debtor_number,category_code,category_description,bill_code,utility_type,start_date,end_date,current_read_date,last_read_date,usage_hcf,usage_gallons,net,bill_date,batch_number,street_name,block_address,street_side,zip_code,census_block_id,street_centroid_lat,street_centroid_lon,street_centroid_wkt,street_centroid,street_segment_wkt,id
3,33062,SF,SINGLE FAMILY,WASF1,W,2006/07/01,,2008/09/03,2008/07/07,24,17952,47.95,2008/09/16,1687,17TH ST,3200BLK 17TH ST,even,90405,060377022023011,34.0074590153354,-118.464216303842,POINT (-118.464216303842 34.0074590153354),"(34.0074590153354, -118.464216303842)","LINESTRING (-118.464131038354 34.0078107106924, -118.464143452695 34.0077622631633, -118.464282133304 34.0071854048229, -118.464300547096 34.0071071456931)",4319233168712008-09-03
1,41712,FI,FIRE,WAFI7,W,1991/03/22,,2008/11/11,2008/09/11,0,0,-356.48,2008/11/29,2127,CALIFORNIA AVE,200BLK CALIFORNIA AVE,odd,90403,060377014023005,34.0193395557749,-118.501331743516,POINT (-118.501331743516 34.0193395557749),"(34.0193395557749, -118.501331743516)","LINESTRING (-118.501807048517 34.0189562829617, -118.501705497484 34.0190368426854, -118.500947506705 34.0196505484009, -118.500857441387 34.0197236968907)",5587301212702008-11-11
2,82053,FI,FIRE,WAFI6,W,2014/06/23,,2016/05/11,2016/03/15,0,0,180.94,2016/05/31,11350,19TH ST,1700BLK 19TH ST,even,90404,060377018024010,34.0223474151124,-118.474451913808,POINT (-118.474451913808 34.0223474151124),"(34.0223474151124, -118.474451913808)","LINESTRING (-118.47457062435 34.022448387954, -118.474333203551 34.0222464421539)",100040721135012016-05-11
2,43508,MX,MULTI UNIT DWELLING,WAMF3,W,1995/10/19,2011/07/01,2008/07/31,2008/06/03,32,23936,83.26,2008/08/13,1545,GRANT ST,1000BLK GRANT ST,even,90405,060377022014004,34.0122693070418,-118.478880722975,POINT (-118.478880722975 34.0122693070418),"(34.0122693070418, -118.478880722975)","LINESTRING (-118.479647431663 34.0118228458214, -118.47956444385 34.011871034486, -118.478209526196 34.0126602231247, -118.478114458852 34.0127162992993)",3862782154512008-07-31
13,82184,SF,SINGLE FAMILY,WASF1,W,2014/06/25,,2017/09/11,2017/07/11,32,23936,123.14,2017/09/19,13650,CENTINELA AVE,800BLK CENTINELA AVE,even,90403,060377016011001,34.0458155493411,-118.47698950997,POINT (-118.47698950997 34.0458155493411),"(34.0458155493411, -118.47698950997)","LINESTRING (-118.477686939882 34.0462147204964, -118.476292086362 34.0454163739637)",181858131365012017-09-11
6,17567,SF,SINGLE FAMILY,WASF2,W,1993/08/26,,2017/10/05,2017/08/07,40,29920,159.14,2017/10/11,13805,21ST ST,200BLK 21ST ST,odd,90402,060377012014000,34.0439385023685,-118.49674591599,POINT (-118.49674591599 34.0439385023685),"(34.0439385023685, -118.49674591599)","LINESTRING (-118.497631664048 34.0446942761851, -118.497487614717 34.0445713275015, -118.495929312945 34.0432417487235, -118.495860171439 34.0431827322267)",19877961380512017-10-05
6,31649,SF,SINGLE FAMILY,WASF2,W,1989/08/30,,2017/02/01,2016/12/01,36,26928,134.56,2017/02/14,12507,LINDA LN,3000BLK LINDA LN,,90405,060377022024010,,,,,,43734361250712017-02-01
8,125329,CO,COMMERCIAL,WANR1,W,2017/04/03,2019/04/01,2017/09/14,2017/07/17,0,0,0.00,2017/09/26,13712,MICHIGAN AVE,2400BLK MICHIGAN AVE,odd,90404,060377018011038,34.0269409176572,-118.46853749525,POINT (-118.46853749525 34.0269409176572),"(34.0269409176572, -118.46853749525)","LINESTRING (-118.468964810922 34.0265941158207, -118.468110176038 34.0272877179859)",32196381371212017-09-14
6,124019,CO,COMMERCIAL,WANR1,W,2015/10/09,,2019/03/04,2019/01/03,18,13464,87.84,2019/03/14,16272,3RD ST,1300BLK 3RD ST,,90401,,,,,,,2236261627212019-03-04
4,72013,CO,COMMERCIAL,WANR4,W,2007/06/27,,2009/04/01,2009/02/02,192,143616,451.20,2009/04/10,2469,MAIN ST,2400BLK MAIN ST,odd,90405,,34.0036265067466,-118.485213686593,POINT (-118.485213686593 34.0036265067466),"(34.0036265067466, -118.485213686593)","LINESTRING (-118.485617783497 34.0040294718829, -118.484809593232 34.003223539921)",4735674246912009-04-01
1,10281,CL,CITY LANDSCAPE,WANR3,W,2003/03/10,,2012/06/04,2012/04/03,25,18700,79.00,2012/06/22,6075,PICO BLVD,2500BLK PICO BLVD,,90405,,,,,,,3561201607512012-06-04
4,79336,SF,SINGLE FAMILY,WASF1,W,2012/06/18,,2018/08/01,2018/06/04,21,15708,77.35,2018/08/13,15222,LINDA LN,3000BLK LINDA LN,,90405,060377022024012,,,,,,43752341522212018-08-01
6,59054,FX,FOURPLEX,WAMF2,W,1988/03/07,,2017/09/20,2017/07/20,40,29920,165.20,2017/09/27,13727,MAPLE ST,800BLK MAPLE ST,odd,90405,060377022015010,34.0079244005085,-118.476595391586,POINT (-118.476595391586 34.0079244005085),"(34.0079244005085, -118.476595391586)","LINESTRING (-118.47716268672 34.0075944450005, -118.477016445568 34.0076786404541, -118.476092092413 34.0082180463573, -118.476028243859 34.0082545326946)",40006061372712017-09-20
8,45996,CO,COMMERCIAL,WANR3,W,1997/10/29,2018/02/06,2017/09/25,2017/07/25,37,27676,157.99,2017/09/27,13721,BROADWAY,1600BLK BROADWAY,even,90404,060377017021008,34.0246592204329,-118.481760317,POINT (-118.481760317 34.0246592204329),"(34.0246592204329, -118.481760317)","LINESTRING (-118.482233509253 34.024274112774, -118.482138696855 34.0243510841996, -118.481383409668 34.0249661549351, -118.481287118137 34.0250443243193)",9632981372112017-09-25
1,16801,FI,FIRE,WAFI7,W,1991/08/09,,2013/11/19,2013/09/16,0,0,297.62,2013/12/31,7844,COLORADO AVE,2500BLK COLORADO AVE,,90404,,,,,,,5593401784412013-11-19
7,72648,CO,COMMERCIAL,WANR1,W,2008/02/13,,2008/12/08,2008/10/07,214,160072,516.62,2008/12/19,1977,3RD ST,1200BLK 3RD ST,,90401,,,,,,,219727197712008-12-08
10,81729,SF,SINGLE FAMILY,WASF2,W,2013/12/03,,2018/06/04,2018/04/03,21,15708,77.35,2018/06/07,14935,LINDA LN,3000BLK LINDA LN,,90405,060377022024010,,,,,,437443101493512018-06-04
1,29911,OC,OUTSIDE CITY,WASF3,W,2006/07/01,,2010/08/09,2010/06/08,26,19448,58.24,2010/08/27,4164,MONTANA AVE,12600BLK MONTANA AVE,,90403,,,,,,,1818281416412010-08-09
1,20221,FI,FIRE,WAFI7,W,2008/02/21,,2008/11/11,2008/09/11,0,0,201.44,2009/02/05,2147,20TH ST,1500BLK 20TH ST,even,90404,060377017021015,34.0266682405246,-118.477667442095,POINT (-118.477667442095 34.0266682405246),"(34.0266682405246, -118.477667442095)","LINESTRING (-118.478453572456 34.0273425868519, -118.478364016932 34.02726561337, -118.47698122212 34.0260797343635, -118.476881303306 34.0259939061876)",5500841214712008-11-11
6,27338,SF,SINGLE FAMILY,WASF2,W,2000/04/14,,2017/09/11,2017/07/11,45,33660,192.94,2017/09/19,13650,25TH ST,700BLK 25TH ST,odd,90402,060377012012014,34.0413470693679,-118.485329878702,POINT (-118.485329878702 34.0413470693679),"(34.0413470693679, -118.485329878702)","LINESTRING (-118.486025908962 34.0419430659692, -118.485959079603 34.041886011604, -118.48472022469 34.040824885566, -118.484634106632 34.0407508679551)",18465861365012017-09-11
11,125474,SF,SINGLE FAMILY,WASF3,W,2017/03/01,,2017/10/05,2017/08/07,40,29920,159.14,2017/10/11,13805,22ND ST,300BLK 22ND ST,even,90402,060377012011024,34.0439446766508,-118.49333306666,POINT (-118.49333306666 34.0439446766508),"(34.0439446766508, -118.49333306666)","LINESTRING (-118.494354973736 34.0448211679982, -118.494289289125 34.044765102503, -118.492386048039 34.04313214024, -118.492311443247 34.0430679646665)",197759111380512017-10-05
11,35154,SF,SINGLE FAMILY,WASF1,W,1999/03/10,,2017/10/04,2017/08/03,19,14212,64.64,2017/10/11,13804,OZONE ST,600BLK OZONE ST,odd,90405,060377021022017,34.0009603821203,-118.473465986598,POINT (-118.473465986598 34.0009603821203),"(34.0009603821203, -118.473465986598)","LINESTRING (-118.474018120983 34.0006438808354, -118.473947514943 34.0006839383509, -118.472979515419 34.0012396157481, -118.472914194655 34.0012773007409)",467186111380412017-10-04
6,13155,FX,FOURPLEX,WAMF3,W,1987/10/05,,2018/09/01,2018/07/02,34,25432,135.70,2018/09/07,15359,6TH ST,2000BLK 6TH ST,even,90405,060377020024002,34.0092920075084,-118.483947255496,POINT (-118.483947255496 34.0092920075084),"(34.0092920075084, -118.483947255496)","LINESTRING (-118.48398834892 34.0093325180329, -118.483906161752 34.0092514966018)",51225161535912018-09-01
6,21607,SF,SINGLE FAMILY,WASF1,W,2007/03/30,,2017/10/03,2017/08/02,12,8976,36.12,2017/10/06,13783,PIER AVE,1700BLK PIER AVE,even,90405,060377022023005,34.0098239554143,-118.463018945394,POINT (-118.463018945394 34.0098239554143),"(34.0098239554143, -118.463018945394)","LINESTRING (-118.463647343829 34.0094638053529, -118.462473194893 34.0101367023871, -118.462390789465 34.0101844000638)",44008461378312017-10-03
7,61235,SF,SINGLE FAMILY,WASF1,W,1976/06/14,,2009/12/15,2009/10/19,29,21692,66.43,2009/12/31,3350,29TH ST,2300BLK 29TH ST,even,90405,,34.0232954437517,-118.458175655812,POINT (-118.458175655812 34.0232954437517),"(34.0232954437517, -118.458175655812)","LINESTRING (-118.458630983554 34.0238353164312, -118.457720333714 34.0227555690974)",3505957335012009-12-15
2,10281,MU,MUNICIPAL,WANR1,W,1991/10/02,,2019/09/03,2019/07/02,1,748,4.88,2019/09/06,17228,3RD CT,1300BLK 3RD CT,,90401,,,,,,,2175721722812019-09-03
7,23351,SF,SINGLE FAMILY,WASF1,W,1978/06/13,,2017/10/03,2017/08/02,47,35156,206.46,2017/10/06,13785,SUNSET AVE,1700BLK SUNSET AVE,odd,90405,060377022023009,34.0077184329853,-118.463583191899,POINT (-118.463583191899 34.0077184329853),"(34.0077184329853, -118.463583191899)","LINESTRING (-118.464131038354 34.0078107106924, -118.464022812573 34.0077930366251, -118.463035487017 34.0076255638719)",43342371378512017-10-03
7,63553,MX,MULTI UNIT DWELLING,WAMF4,W,1982/07/02,,2008/11/07,2008/09/10,409,305932,1025.40,2008/11/21,1893,12TH ST,900BLK 12TH ST,odd,90403,060377013021012,34.0286494248384,-118.49471807325,POINT (-118.49471807325 34.0286494248384),"(34.0286494248384, -118.49471807325)","LINESTRING (-118.495499790449 34.0293177746662, -118.495411074385 34.0292420372964, -118.494026232673 34.0280577923297, -118.493936367876 34.0279810705086)",731877189312008-11-07
2,33549,SF,SINGLE FAMILY,WASF3,W,1974/08/23,,2017/10/05,2017/08/07,26,19448,96.14,2017/10/11,13806,17TH ST,600BLK 17TH ST,odd,90402,060377012015013,34.0360369583013,-118.494140338918,POINT (-118.494140338918 34.0360369583013),"(34.0360369583013, -118.494140338918)","LINESTRING (-118.494545926902 34.0363831910454, -118.493734754289 34.0356907242001)",22256221380612017-10-05
1,10281,CF,CITY FIRE,WAFI8,W,1984/06/01,,2018/09/12,2018/07/13,0,0,610.04,2018/09/21,15404,OLYMPIC BLVD,600BLK OLYMPIC BLVD,,90401,,,,,,,55706511540412018-09-12
4,55517,SF,SINGLE FAMILY,WASF3,W,2005/04/26,2014/05/09,2008/10/20,2008/08/20,165,123420,585.18,2008/10/30,1847,LA MESA DR,2100BLK LA MESA DR,even,90402,060377012011003,34.0457635371778,-118.49757577318,POINT (-118.49757577318 34.0457635371778),"(34.0457635371778, -118.49757577318)","LINESTRING (-118.498088860174 34.0453383403942, -118.497062680972 34.0461887317893)",2139214184712008-10-20
3,68696,FI,FIRE,WAFI6,W,1988/04/20,,2019/04/17,2019/02/14,0,0,217.44,2019/04/23,16595,CENTINELA AVE,2600BLK CENTINELA AVE,,90405,,,,,,,55307931659512019-04-17
7,29770,SF,SINGLE FAMILY,WASF2,W,2008/03/14,,2008/11/17,2008/09/18,26,19448,52.74,2008/11/29,1900,21ST PL,400BLK 21ST PL,odd,90402,060377012012006,34.0415079218196,-118.492250946641,POINT (-118.492250946641 34.0415079218196),"(34.0415079218196, -118.492250946641)","LINESTRING (-118.493219712545 34.0423363727505, -118.493151726377 34.0422783389838, -118.491352475499 34.0407394768183, -118.491282483065 34.0406792341996)",1972197190012008-11-17
7,50760,SF,SINGLE FAMILY,,W,1999/02/25,,2008/09/23,2008/07/25,6,4488,17.91,2008/10/02,1757,MICHIGAN AVE,1500BLK MICHIGAN AVE,odd,90404,060377018024013,34.0195940123308,-118.477603090699,POINT (-118.477603090699 34.0195940123308),"(34.0195940123308, -118.477603090699)","LINESTRING (-118.478032694125 34.0192452606444, -118.477173483694 34.0199427624945)",2821107175712008-09-23
1,18095,PS,PUBLIC SCHOOL,WANR4,W,2006/07/01,,2016/07/07,2016/05/09,7,5236,28.49,2016/07/12,11520,25TH ST,800BLK 25TH ST,even,90403,,34.0399585928474,-118.483993135018,POINT (-118.483993135018 34.0399585928474),"(34.0399585928474, -118.483993135018)","LINESTRING (-118.484780072345 34.0406304677024, -118.483206210327 34.039286712887)",12686211152012016-07-07
2,55537,SX,SF MULTI UNIT DWELL,WASF2,W,2002/05/01,2019/09/05,2008/11/11,2008/09/15,10,7480,16.50,2008/11/21,1895,21ST ST,1100BLK 21ST ST,even,90403,060377016014015,34.0328327370445,-118.483030912759,POINT (-118.483030912759 34.0328327370445),"(34.0328327370445, -118.483030912759)","LINESTRING (-118.483834415039 34.0335208534411, -118.483765290095 34.033461830049, -118.482344860534 34.0322450131611, -118.482227352853 34.0321446727353)",1163152189512008-11-11
3,29998,SF,SINGLE FAMILY,WASF1,W,1992/10/20,,2017/10/03,2017/08/02,20,14960,69.14,2017/10/06,13785,PROSPECT AVE,3000BLK PROSPECT AVE,even,90405,060377022024010,34.0055010335755,-118.468468977402,POINT (-118.468468977402 34.0055010335755),"(34.0055010335755, -118.468468977402)","LINESTRING (-118.468914517163 34.0060324866716, -118.468082786382 34.0050403740173, -118.468023502481 34.0049695440599)",43648331378512017-10-03
1,10281,CL,CITY LANDSCAPE,WANR1,W,2000/03/22,,2008/07/01,2008/05/05,2,1496,14.19,2008/07/10,1451,PEARL ST,1300BLK PEARL ST,,90405,,,,,,,3915821145112008-07-01
3,48099,MX,MULTI UNIT DWELLING,WAMF5,W,1988/04/20,,2009/07/13,2009/05/12,396,296208,977.30,2009/07/31,2819,CENTINELA AVE,2600BLK CENTINELA AVE,,90405,,,,,,,6082893281912009-07-13
1,10281,MU,MUNICIPAL,WANR1,W,1999/06/02,,2016/01/12,2015/11/11,0,0,0.00,2016/01/28,10728,OCEAN AVE,100BLK OCEAN AVE,,90403,,,,,,,60182111072812016-01-12
3,70114,SX,SF MULTI UNIT DWELL,WAMF1,W,1997/10/21,,2017/09/14,2017/07/17,13,9724,61.58,2017/09/26,13711,12TH ST,1600BLK 12TH ST,odd,90404,060377018024022,34.0187808305343,-118.483190094979,POINT (-118.483190094979 34.0187808305343),"(34.0187808305343, -118.483190094979)","LINESTRING (-118.483923192478 34.0194099036922, -118.482601792076 34.0182759866999, -118.482456953347 34.0181517976004)",29123031371112017-09-14
1,10281,CL,CITY LANDSCAPE,WANR2,W,1994/06/28,,2015/02/18,2014/12/22,27,20196,96.39,2015/02/27,9538,17TH ST,1900BLK 17TH ST,,90405,,,,,,,2840581953812015-02-18
8,15869,SF,SINGLE FAMILY,WASF3,W,2000/06/01,,2008/04/24,2008/02/27,31,23188,88.98,2008/05/09,1226,20TH ST,200BLK 20TH ST,odd,90402,060377012014001,34.0432631158482,-118.497600253461,POINT (-118.497600253461 34.0432631158482),"(34.0432631158482, -118.497600253461)",,2031808122612008-04-24
1,10281,CL,CITY LANDSCAPE,WANR3,W,2003/05/08,,2019/06/03,2019/04/02,28,20944,136.64,2019/06/10,16844,26TH ST,1000BLK 26TH ST,,90403,,,,,,,13436011684412019-06-03
1,10281,CL,CITY LANDSCAPE,WANR2,W,1994/06/28,,2018/04/13,2018/02/12,8,5984,35.84,2018/04/18,14703,17TH ST,1900BLK 17TH ST,,90405,,,,,,,28405811470312018-04-13
7,62949,SX,SF MULTI UNIT DWELL,WAMF1,W,1999/11/25,,2008/09/23,2008/07/24,4,2992,16.05,2008/10/02,1756,10TH ST,1800BLK 10TH ST,odd,90404,060377018023008,34.0144123039278,-118.481781654603,POINT (-118.481781654603 34.0144123039278),"(34.0144123039278, -118.481781654603)","LINESTRING (-118.482857976049 34.0153335497382, -118.482798376271 34.0152821562766, -118.480798336079 34.0135709864623, -118.480705042559 34.0134913025722)",2735727175612008-09-23
1,10281,CL,CITY LANDSCAPE,WANR3,W,2008/10/27,,2017/10/02,2017/08/01,5,3740,21.35,2017/10/09,13775,COLORADO AVE,2400BLK COLORADO AVE,,90404,,,,,,,100011511377512017-10-02
3,28170,SF,SINGLE FAMILY,WASF1,W,1987/06/25,,2017/10/03,2017/08/02,16,11968,51.14,2017/10/06,13785,MARINE ST,1300BLK MARINE ST,even,90405,060377022024014,34.0051822120361,-118.467659894747,POINT (-118.467659894747 34.0051822120361),"(34.0051822120361, -118.467659894747)","LINESTRING (-118.467954927585 34.0050098633437, -118.467364861029 34.00535455981)",43664331378512017-10-03
3,23304,MX,MULTI UNIT DWELLING,WAMF3,W,2003/11/01,,2008/09/17,2008/07/21,92,68816,202.90,2008/09/25,1721,YALE ST,1300BLK YALE ST,odd,90404,060377016021021,34.0362549577456,-118.472274301334,POINT (-118.472274301334 34.0362549577456),"(34.0362549577456, -118.472274301334)","LINESTRING (-118.473054817029 34.0369243411823, -118.472988000522 34.0368672796534, -118.471607723259 34.0356830664579, -118.471493973803 34.035585427165)",1517153172112008-09-17
7,38583,OC,OUTSIDE CITY,WASF1,W,2001/02/01,,2018/09/10,2018/07/10,35,26180,143.57,2018/09/21,15399,MONTANA AVE,12600BLK MONTANA AVE,,90403,,,,,,,18165871539912018-09-10
6,69968,SF,SINGLE FAMILY,WASF3,W,2004/08/11,,2015/12/09,2015/10/08,18,13464,54.58,2015/12/18,10567,PALISADES BEACH RD,1300BLK PALISADES BEACH RD,,90401,,,,,,,1158161056712015-12-09
3,47376,MX,MULTI UNIT DWELLING,WAMF3,W,1976/04/14,,2017/10/04,2017/08/03,153,114444,692.38,2017/10/11,13803,STANFORD ST,1200BLK STANFORD ST,even,90404,060377016021011,34.0383693235189,-118.472904461115,POINT (-118.472904461115 34.0383693235189),"(34.0383693235189, -118.472904461115)","LINESTRING (-118.473701230538 34.0390495161407, -118.473588331094 34.0389531024326, -118.472177968609 34.0377491453986, -118.472107697115 34.0376891317376)",16057631380312017-10-04
4,60692,SF,SINGLE FAMILY,WASF02,W,1991/01/31,,2008/11/13,2008/09/17,17,12716,18.78,2008/11/29,1899,YALE ST,1000BLK YALE ST,odd,90403,060377016012014,34.0403138415086,-118.477019683511,POINT (-118.477019683511 34.0403138415086),"(34.0403138415086, -118.477019683511)","LINESTRING (-118.477847892667 34.041020340438, -118.477781070704 34.0409632815452, -118.476191452457 34.0396073660598)",1505754189912008-11-13
10,75656,SF,SINGLE FAMILY,WASF2,W,2012/03/12,,2017/10/05,2017/08/07,33,24684,127.64,2017/10/11,13807,16TH ST,200BLK 16TH ST,even,90402,060377012014008,34.039762775552,-118.500346582321,POINT (-118.500346582321 34.039762775552),"(34.039762775552, -118.500346582321)","LINESTRING (-118.501088706237 34.0403961855285, -118.499604469639 34.0391293610343)",232183101380712017-10-05
2,10281,FI,FIRE,WAFI8,W,2009/05/07,,2015/05/18,2015/03/17,0,0,526.97,2015/05/28,9862,PALISADES BEACH RD,400BLK PALISADES BEACH RD,,90402,060377013043023,,,,,,10001332986212015-05-18
1,10281,CL,CITY LANDSCAPE,WANR1,W,2000/08/08,,2015/09/21,2015/07/23,12,8976,46.56,2015/09/24,10235,PEARL ST,1100BLK PEARL ST,,90405,,,,,,,39212211023512015-09-21
8,25002,CO,COMMERCIAL,WANR2,W,2013/09/05,,2019/09/03,2019/07/02,6,4488,29.28,2019/09/06,17228,3RD ST,1200BLK 3RD ST,,90401,,,,,,,2204281722812019-09-03
5,11803,FI,FIRE,WAFI6,W,2012/11/01,,2017/10/10,2017/08/09,0,0,189.99,2017/10/20,13828,SANTA MONICA BLVD,900BLK SANTA MONICA BLVD,odd,90401,,34.0206344033052,-118.489954488717,POINT (-118.489954488717 34.0206344033052),"(34.0206344033052, -118.489954488717)","LINESTRING (-118.490425392359 34.0202520345917, -118.489483580775 34.0210167701882)",55404551382812017-10-10
1,46442,FI,FIRE,WAFI6,W,2005/05/18,2014/01/02,2008/09/09,2008/07/11,0,0,93.76,2008/09/29,1729,26TH ST,1500BLK 26TH ST,odd,90404,060377017012011,34.0312967281114,-118.471955483142,POINT (-118.471955483142 34.0312967281114),"(34.0312967281114, -118.471955483142)","LINESTRING (-118.472736295781 34.0319658330893, -118.472646445219 34.0318890945087, -118.471265663126 34.0307053578495, -118.471174959438 34.0306273945291)",5500411172912008-09-09
8,25964,SF,SINGLE FAMILY,WASF2,W,2012/01/11,,2015/08/11,2015/06/12,23,17204,75.03,2015/08/20,10086,11TH ST,500BLK 11TH ST,even,90402,060377013041031,34.0322818231262,-118.500808359628,POINT (-118.500808359628 34.0322818231262),"(34.0322818231262, -118.500808359628)",,25304581008612015-08-11
3,57577,SF,SINGLE FAMILY,WASF2,W,1996/05/13,,2008/08/20,2008/06/24,60,44880,138.76,2008/08/27,1613,19TH ST,400BLK 19TH ST,even,90402,060377012013003,34.0394475642683,-118.494787620693,POINT (-118.494787620693 34.0394475642683),"(34.0394475642683, -118.494787620693)","LINESTRING (-118.495755969635 34.0402753745213, -118.495689430281 34.0402180854267, -118.493893899475 34.0386839150761, -118.49381900218 34.0386199796626)",2130413161312008-08-20
4,125903,SF,SINGLE FAMILY,WASF1,W,2017/08/04,,2017/09/14,2017/08/04,41,30668,165.90,2017/09/26,13712,DELAWARE AVE,2900BLK DELAWARE AVE,odd,90404,060377018012005,34.0279959520433,-118.461218499551,POINT (-118.461218499551 34.0279959520433),"(34.0279959520433, -118.461218499551)","LINESTRING (-118.462359219056 34.0277626252766, -118.460178025616 34.0282087845538, -118.460077650104 34.0282288413304)",32415241371212017-09-14
7,32555,SF,SINGLE FAMILY,WASF3,W,2000/10/31,2014/02/13,2008/08/20,2008/06/24,77,57596,192.94,2008/08/27,1613,19TH ST,600BLK 19TH ST,odd,90402,060377012013005,34.0374685123613,-118.492475183438,POINT (-118.492475183438 34.0374685123613),"(34.0374685123613, -118.492475183438)","LINESTRING (-118.492927777391 34.0378562309234, -118.492097341362 34.037144847991, -118.492022742129 34.0370806722589)",2116017161312008-08-20
1,10281,CL,CITY LANDSCAPE,WANR4,W,2006/07/01,,2013/08/19,2013/06/17,322,240856,1120.56,2013/08/30,7450,SAN VICENTE BLVD,1600BLK SAN VICENTE BLVD,,90402,,,,,,,2318231745012013-08-19
2,17704,TX,TRIPLEX,WAMF3,W,1978/03/24,,2017/10/19,2017/08/21,22,16456,81.12,2017/10/26,13843,7TH ST,2400BLK 7TH ST,even,90405,060377020023011,34.0075007015873,-118.479576460372,POINT (-118.479576460372 34.0075007015873),"(34.0075007015873, -118.479576460372)","LINESTRING (-118.479887130735 34.0078039614788, -118.479265791876 34.0071974405241)",45420521384312017-10-19
1,52444,FI,FIRE,WAFI9,W,1990/05/31,2017/10/03,2017/04/05,2017/03/15,0,0,829.80,2017/04/12,12806,DONALD DOUGLAS LP S,2800BLK DONALD DOUGLAS LP S,,90405,,,,,,,55839011280612017-04-05
6,81248,SF,SINGLE FAMILY,WASF2,W,2015/01/15,,2016/06/09,2016/04/07,0,0,0.00,2016/06/17,11460,PALISADES BEACH RD,500BLK PALISADES BEACH RD,,90402,060377013043023,,,,,,1034161146012016-06-09
3,16047,FI,FIRE,WAFI7,W,2007/05/20,,2017/10/04,2017/08/03,0,0,367.71,2017/10/11,13802,BERKELEY ST,1700BLK BERKELEY ST,even,90404,060377018011010,34.0325866734343,-118.463921004853,POINT (-118.463921004853 34.0325866734343),"(34.0325866734343, -118.463921004853)","LINESTRING (-118.464705308536 34.0332548730647, -118.464636198387 34.0331958387183, -118.463234654783 34.0320020707116, -118.463136750897 34.031918438502)",55079531380212017-10-04
4,33362,FI,FIRE,WAFI7,W,2003/03/04,,2012/01/11,2011/11/14,1,748,270.56,2012/01/31,5686,3RD ST,1400BLK 3RD ST,,90401,,,,,,,5582104568612012-01-11
2,37559,FI,FIRE,WAFI7,W,2002/05/30,,2008/11/07,2008/09/11,0,0,356.48,2008/11/29,1906,12TH ST,1600BLK 12TH ST,even,90404,060377018024022,34.0187808305343,-118.483190094979,POINT (-118.483190094979 34.0187808305343),"(34.0187808305343, -118.483190094979)","LINESTRING (-118.483923192478 34.0194099036922, -118.482601792076 34.0182759866999, -118.482456953347 34.0181517976004)",5506322190612008-11-07
5,23986,MX,MULTI UNIT DWELLING,WAMF3,W,2004/05/03,,2017/09/25,2017/07/25,58,43384,260.58,2017/09/27,13721,17TH ST,1400BLK 17TH ST,even,90404,060377017021006,34.0257131502613,-118.482071761534,POINT (-118.482071761534 34.0257131502613),"(34.0257131502613, -118.482071761534)","LINESTRING (-118.482856693785 34.0263817461078, -118.482764241065 34.026303288215, -118.481378120488 34.0251220399334, -118.481287118137 34.0250443243193)",9620951372112017-09-25
2,74405,SF,SINGLE FAMILY,WASF1,W,2009/11/06,,2017/10/03,2017/08/02,15,11220,46.64,2017/10/06,13785,16TH ST,3000BLK 16TH ST,odd,90405,060377022023011,34.0072559696406,-118.465485728592,POINT (-118.465485728592 34.0072559696406),"(34.0072559696406, -118.465485728592)","LINESTRING (-118.465934457985 34.007806900521, -118.465100035388 34.006782432403, -118.465037062626 34.0067050042374)",43304321378512017-10-03
1,39739,CO,COMMERCIAL,WANR2,W,2006/07/01,,2018/06/11,2018/04/10,21,15708,94.08,2018/06/21,15036,PALISADES BEACH RD,200BLK PALISADES BEACH RD,,90402,060377013043023,,,,,,1006111503612018-06-11
5,23695,MX,MULTI UNIT DWELLING,WAMF3,W,2007/07/02,,2008/10/15,2008/08/18,67,50116,176.15,2008/10/22,1821,FRANKLIN ST,1200BLK FRANKLIN ST,odd,90404,060377016021002,34.0399001186557,-118.471012207404,POINT (-118.471012207404 34.0399001186557),"(34.0399001186557, -118.471012207404)","LINESTRING (-118.47181127936 34.0405813325293, -118.471699532427 34.0404859015301, -118.470282229031 34.0392779618813, -118.470213109974 34.0392189307084)",1748375182112008-10-15
3,18634,LR,LANDSCAPE  RESIDENT,WANR3,W,2000/04/27,,2017/09/25,2017/07/25,18,13464,76.86,2017/09/27,13721,17TH ST,800BLK 17TH ST,even,90403,060377012022002,34.0338176815096,-118.491556588607,POINT (-118.491556588607 34.0338176815096),"(34.0338176815096, -118.491556588607)","LINESTRING (-118.492339665679 34.0344840067817, -118.492249499143 34.0344075228926, -118.490865976342 34.033229814316, -118.490773804927 34.0331511224155)",9330931372112017-09-25
6,37728,CO,COMMERCIAL,WANR3,W,1985/07/09,,2008/06/11,2008/04/14,26,19448,61.72,2008/06/20,1382,3RD ST,1300BLK 3RD ST,,90401,,,,,,,222826138212008-06-11
3,52182,SF,SINGLE FAMILY,WASF3,W,1996/12/31,,2017/10/05,2017/08/07,83,62084,449.82,2017/10/11,13806,18TH ST,200BLK 18TH ST,odd,90402,060377012014003,34.0418962658929,-118.499306209341,POINT (-118.499306209341 34.0418962658929),"(34.0418962658929, -118.499306209341)","LINESTRING (-118.500214865168 34.0426718070372, -118.498397570356 34.0411207179406)",22040231380612017-10-05
