Incident Number,Highest Offense Description,Highest Offense Code,Family Violence,Occurred Date Time,Occurred Date,Occurred Time,Report Date Time,Report Date,Report Time,Location Type,Address,Zip Code,Council District,APD Sector,APD District,PRA,Census Tract,Clearance Status,Clearance Date,UCR Category,Category Description,X-coordinate,Y-coordinate,Latitude,Longitude,Location
20105006347,FORGERY AND PASSING,1000,N,02/06/2010 03:00:00 PM,02/06/2010,1500,02/06/2010 07:50:00 PM,02/06/2010,1950,PARKING LOTS / GARAGE,4916 N IH 35 SVRD SB,78751,9,BA,5,321,,N,03/26/2010,,,3123763,3123763,30.30839995,-97.71176874,"(30.30839995, -97.71176874)"
20191540528,BURGLARY NON RESIDENCE,502,N,05/31/2019 03:00:00 PM,05/31/2019,1500,06/03/2019 09:09:00 AM,06/03/2019,909,COMMERCIAL / OFFICE BUILDING,9514 MC NEIL RD,78758,7,AD,1,218,18.49,N,06/21/2019,220,Burglary,3119148,3119148,30.37859305,-97.72450005,"(30.37859305, -97.72450005)"
20201461684,DISTURBANCE - OTHER,3401,N,05/25/2020 11:15:00 PM,05/25/2020,2315,05/25/2020 11:15:00 PM,05/25/2020,2315,STREETS / HWY / ROAD / ALLEY,1918 HEARTHSTONE DR,78757,7,ID,7,234,18.18,N,06/01/2020,,,3119782,3119782,30.36729013,-97.72279488,"(30.36729013, -97.72279488)"
20191700862,ASSAULT BY CONTACT,902,N,06/19/2019 11:30:00 AM,06/19/2019,1130,06/19/2019 11:30:00 AM,06/19/2019,1130,STREETS / HWY / ROAD / ALLEY,100 BLOCK RED RIVER ST,78701,9,GE,3,408,11,N,06/19/2019,,,3115558,3115558,30.26171751,-97.73903241,"(30.26171751, -97.73903241)"
20195024475,THEFT,600,N,06/14/2019 11:00:00 PM,06/14/2019,2300,06/15/2019 09:26:00 AM,06/15/2019,926,COMMERCIAL / OFFICE BUILDING,6406 N IH 35 SVRD SB,78752,4,ID,8,279,15.03,N,06/17/2019,23H,Theft,3124940,3124940,30.32535265,-97.70757653,"(30.32535265, -97.70757653)"
20053052151,INJURY TO CHILD,2011,Y,11/01/2005 10:08:00 PM,11/01/2005,2208,11/01/2005 10:08:00 PM,11/01/2005,2208,RESIDENCE / HOME,6111 SHUMARD OAK TRL,78735,8,DA,6,60,,O,11/16/2005,,,3069622,3069622,30.2503079,-97.88485937,"(30.2503079, -97.88485937)"
20135039767,BURGLARY OF VEHICLE,601,N,08/29/2013 05:00:00 PM,08/29/2013,1700,08/30/2013 11:45:00 AM,08/30/2013,1145,RESIDENCE / HOME,5405 PENDLETON LN,78723,1,ID,4,298,,N,09/04/2013,23F,Theft,3134511,3134511,30.29821014,-97.67797927,"(30.29821014, -97.67797927)"
20162541710,DISTURBANCE - OTHER,3401,N,09/10/2016 10:40:00 PM,09/10/2016,2240,09/10/2016 10:40:00 PM,09/10/2016,2240,STREETS / HWY / ROAD / ALLEY,300 COMAL ST,78702,3,CH,1,410,,N,09/10/2016,,,3119087,3119087,30.26053691,-97.72788327,"(30.26053691, -97.72788327)"
20095042003,BURGLARY OF VEHICLE,601,N,07/24/2009 10:00:00 PM,07/24/2009,2200,07/26/2009 07:53:00 PM,07/26/2009,1953,STREETS / HWY / ROAD / ALLEY,1308 E 4TH ST,78702,3,CH,1,410,,N,07/27/2009,23F,Theft,3118566,3118566,30.26223899,-97.72948804,"(30.26223899, -97.72948804)"
2020530547,AUTO THEFT,700,N,02/22/2020 02:00:00 AM,02/22/2020,200,02/22/2020 09:04:00 AM,02/22/2020,904,PARKING LOTS / GARAGE,7630 WOOD HOLLOW DR,78731,10,BA,8,256,,N,03/05/2020,240,Auto Theft,3111455,3111455,30.36111195,-97.74937188,"(30.36111195, -97.74937188)"
20075002154,HARASSMENT,2703,N,01/12/2007 09:36:00 PM,01/12/2007,2136,01/12/2007 10:24:00 PM,01/12/2007,2224,RESIDENCE / HOME,4600 NUCKOLS CROSSING RD,78744,2,FR,5,495,,,05/15/2007,,,3117292,3117292,30.1996283,-97.73520938,"(30.1996283, -97.73520938)"
2019390625,RAPE,200,N,02/08/2019 10:23:00 AM,02/08/2019,1023,02/08/2019 10:23:00 AM,02/08/2019,1023,RESIDENCE / HOME,1900 BLOCK RUTLAND DR,78758,4,ED,2,219,18.21,N,06/21/2019,11A,Rape,0,0,,,
20095014248,HARASSMENT,2703,N,03/13/2009 02:35:00 PM,03/13/2009,1435,03/13/2009 03:42:00 PM,03/13/2009,1542,COMMERCIAL / OFFICE BUILDING,8613 CROSS PARK DR,78754,1,ED,3,253,,O,03/16/2009,,,3134520,3134520,30.34256993,-97.67672968,"(30.34256993, -97.67672968)"
20075023658,THEFT,600,N,05/12/2007 01:00:00 AM,05/12/2007,100,05/12/2007 03:26:00 PM,05/12/2007,1526,RESIDENCE / HOME,3607 TALLISON TER,78704,3,DA,2,474,,,06/25/2007,23H,Theft,3107754,3107754,30.22886093,-97.76463205,"(30.22886093, -97.76463205)"
20191581660,FAMILY DISTURBANCE,3400,N,06/07/2019 06:48:00 PM,06/07/2019,1848,06/07/2019 06:48:00 PM,06/07/2019,1848,RESIDENCE / HOME,11350 FOUR POINTS DR,78726,6,AD,8,15,,N,07/23/2019,,,3079275,3079275,30.40609216,-97.85027408,"(30.40609216, -97.85027408)"
20075037360,BURGLARY OF VEHICLE,601,N,07/18/2007 10:00:00 PM,07/18/2007,2200,07/19/2007 12:26:00 PM,07/19/2007,1226,COMMERCIAL / OFFICE BUILDING,9818 WEST GATE BLVD,78748,5,FR,1,99,,,07/23/2007,23F,Theft,3084128,3084128,30.18023507,-97.84071521,"(30.18023507, -97.84071521)"
20191561920,FAMILY DISTURBANCE,3400,N,06/05/2019 11:06:00 PM,06/05/2019,2306,06/05/2019 11:06:00 PM,06/05/2019,2306,RESIDENCE / HOME,7000 DECKER LN,78724,1,CH,7,302,,,,,,3150865,3150865,30.29674707,-97.62618511,"(30.29674707, -97.62618511)"
20191540823,DATING DISTURBANCE,2400,N,06/03/2019 11:59:00 AM,06/03/2019,1159,06/03/2019 11:59:00 AM,06/03/2019,1159,STREETS / HWY / ROAD / ALLEY,10114 DIAMONDBACK TRL,78753,4,ED,1,240,18.23,N,06/16/2019,,,3131779,3131779,30.36663964,-97.68476057,"(30.36663964, -97.68476057)"
20045040829,BURGLARY OF RESIDENCE,500,N,08/13/2004 04:30:00 PM,08/13/2004,1630,08/25/2004 08:23:00 AM,08/25/2004,823,RESIDENCE / HOME,6019 CARNATION TER,78741,3,HE,3,443,,,09/05/2004,220,Burglary,3127300,3127300,30.2316541,-97.70264905,"(30.2316541, -97.70264905)"
20142420418,RAPE,200,N,08/30/2014 04:14:00 AM,08/30/2014,414,08/30/2014 04:14:00 AM,08/30/2014,414,STREETS / HWY / ROAD / ALLEY,5100 BLOCK GUADALUPE ST,78751,9,ID,6,653,3.05,N,02/12/2019,11A,Rape,0,0,,,
20032950919,FAMILY DISTURBANCE,3400,N,10/22/2003 02:13:00 PM,10/22/2003,1413,10/22/2003 02:13:00 PM,10/22/2003,1413,RESIDENCE / HOME,1329 W MARY ST,78704,5,DA,1,470,,C,10/28/2003,,,3106917,3106917,30.24909887,-97.7667452,"(30.24909887, -97.7667452)"
20195019748,THEFT OF SERVICE,608,N,03/08/2019 11:17:00 AM,03/08/2019,1117,05/15/2019 11:17:00 AM,05/15/2019,1117,OTHER / UNKNOWN,2100 WINDSOR RD,78703,9,BA,2,357,16.05,N,06/21/2019,,,3109841,3109841,30.28626172,-97.75649057,"(30.28626172, -97.75649057)"
2013570713,FAMILY DISTURBANCE,3400,N,02/26/2013 11:39:00 AM,02/26/2013,1139,02/26/2013 11:39:00 AM,02/26/2013,1139,STREETS / HWY / ROAD / ALLEY,WEST GATE BLVD / TAHOE TRL,78745,5,DA,4,506,,,,,,3095209,3095209,30.22467025,-97.80447442,"(30.22467025, -97.80447442)"
2017552177,FAMILY DISTURBANCE,3400,N,02/24/2017 11:40:00 PM,02/24/2017,2340,02/24/2017 11:40:00 PM,02/24/2017,2340,RESIDENCE / HOME,1705 FRONTIER VALLEY DR,78741,3,HE,5,444,,N,03/14/2017,,,3129781,3129781,30.22478271,-97.69497855,"(30.22478271, -97.69497855)"
20191661802,DATING DISTURBANCE,2400,N,06/15/2019 09:48:00 PM,06/15/2019,2148,06/15/2019 11:19:00 PM,06/15/2019,2319,RESIDENCE / HOME,6105 KIDNEYWOOD TRL,78735,8,DA,6,60,19.08,,,,,3070486,3070486,30.24909554,-97.88215312,"(30.24909554, -97.88215312)"
20195020312,BURGLARY OF VEHICLE,601,N,05/18/2019 03:00:00 AM,05/18/2019,300,05/18/2019 08:19:00 PM,05/18/2019,2019,RESIDENCE / HOME,1710 MORROW ST,78757,7,ID,7,260,,N,05/20/2019,23F,Theft,3118907,3118907,30.34892102,-97.7260668,"(30.34892102, -97.7260668)"
20191670367,BURGLARY OF VEHICLE,601,N,06/16/2019 02:00:00 AM,06/16/2019,200,06/16/2019 08:41:00 AM,06/16/2019,841,RESIDENCE / HOME,5909 BELL TOWER LN,78747,2,FR,7,887,24.28,N,06/18/2019,23F,Theft,3107085,3107085,30.13644341,-97.76920452,"(30.13644341, -97.76920452)"
20035022716,THEFT,600,N,11/14/2003 02:00:00 PM,11/14/2003,1400,11/16/2003 02:52:00 PM,11/16/2003,1452,RESIDENCE / HOME,10402 LITTLE PEBBLE DR,78758,4,ED,2,219,,,12/03/2003,23H,Theft,3123237,3123237,30.38193248,-97.71143825,"(30.38193248, -97.71143825)"
20191541662,FAMILY DISTURBANCE/PARENTAL,3458,N,06/03/2019 05:40:00 PM,06/03/2019,1740,06/03/2019 08:58:00 PM,06/03/2019,2058,RESIDENCE / HOME,7655 N FM 620 RD,78726,6,AD,8,15,17.14,N,06/20/2019,,,3079165,3079165,30.40926567,-97.85054138,"(30.40926567, -97.85054138)"
20191600676,ASSAULT W/INJURY-FAM/DATE VIOL,900,Y,06/09/2019 10:20:00 AM,06/09/2019,1020,06/09/2019 10:20:00 AM,06/09/2019,1020,RESIDENCE / HOME,6903 DEATONHILL DR,78745,5,DA,4,504,17.5,N,06/13/2019,,,3091297,3091297,30.20871503,-97.81727956,"(30.20871503, -97.81727956)"
20152311995,ASSAULT BY CONTACT FAM/DATING,902,Y,08/19/2015 10:14:00 PM,08/19/2015,2214,08/19/2015 10:50:00 PM,08/19/2015,2250,RESIDENCE / HOME,7401 THANNAS WAY,78744,2,FR,8,530,,N,09/04/2015,,,3109769,3109769,30.17835211,-97.75959608,"(30.17835211, -97.75959608)"
20143401977,FEDERAL VIOL/OTHER,4205,N,12/06/2014 11:31:00 PM,12/06/2014,2331,12/06/2014 11:31:00 PM,12/06/2014,2331,TRANSPORTATION (AIR / BUS / TRAIN - TERMINALS),401 E 4TH ST,78701,9,GE,3,407,,C,12/23/2014,,,3115352,3115352,30.26482592,-97.73960158,"(30.26482592, -97.73960158)"
20142651752,THEFT,600,N,09/22/2014 10:18:00 PM,09/22/2014,2218,09/22/2014 10:18:00 PM,09/22/2014,2218,RESIDENCE / HOME,2347 DOUGLAS ST,78741,3,HE,2,483,,N,10/01/2014,23H,Theft,3118325,3118325,30.22813323,-97.73117084,"(30.22813323, -97.73117084)"
20095032490,BURGLARY OF VEHICLE,601,N,06/09/2009 10:00:00 AM,06/09/2009,1000,06/09/2009 04:18:00 PM,06/09/2009,1618,RESIDENCE / HOME,908 CATALPA ST,78702,1,CH,2,413,,N,06/10/2009,23F,Theft,3118263,3118263,30.27164027,-97.73019457,"(30.27164027, -97.73019457)"
20178001455,THEFT,600,N,12/01/2016 06:10:00 PM,12/01/2016,1810,04/24/2017 06:22:00 PM,04/24/2017,1822,OTHER / UNKNOWN,3700 N CAPITAL OF TEXAS HWY SB,78746,10,BA,8,305,,N,05/02/2017,23H,Theft,3093496,3093496,30.33609326,-97.80698516,"(30.33609326, -97.80698516)"
2020632042,BURG OF RES - FAM/DATING ASLT,500,Y,03/03/2020 11:50:00 PM,03/03/2020,2350,03/03/2020 11:50:00 PM,03/03/2020,2350,RESIDENCE / HOME,3300 BLOCK RED RIVER ST,78705,9,BA,1,348,,C,03/04/2020,,,0,0,,,
20195048045,SUSPICIOUS PERSON,3403,N,11/20/2019 08:30:00 PM,11/20/2019,2030,11/21/2019 03:44:00 PM,11/21/2019,1544,RESIDENCE / HOME,13106 GATEWOOD TRL,78729,6,AD,4,1641,,,,,,3102410,3102410,30.45826287,-97.77548224,"(30.45826287, -97.77548224)"
20105016367,BURGLARY OF VEHICLE,601,N,04/02/2010 12:28:00 PM,04/02/2010,1228,04/02/2010 12:58:00 PM,04/02/2010,1258,PARKING LOTS / GARAGE,9333 RESEARCH BLVD SVRD NB,78759,7,AD,1,216,,N,04/06/2010,23F,Theft,3114335,3114335,30.38272339,-97.73965657,"(30.38272339, -97.73965657)"
20051950497,DESECRATION VENERATED OBJECT,2413,N,07/14/2005 02:17:00 PM,07/14/2005,1417,07/14/2005 02:17:00 PM,07/14/2005,1417,STREETS / HWY / ROAD / ALLEY,2939 PECAN SPRINGS RD,78723,1,ID,4,298,,N,09/13/2005,,,3133082,3133082,30.29880137,-97.68249232,"(30.29880137, -97.68249232)"
20203101404,ASSAULT W/INJURY-FAM/DATE VIOL,900,Y,11/05/2020 11:05:00 PM,11/05/2020,2305,11/05/2020 11:05:00 PM,11/05/2020,2305,RESIDENCE / HOME,4300 BLOCK ACROPOLIS CT,78759,6,AD,3,191,,C,11/06/2020,,,0,0,,,
20162750188,DRIVING WHILE INTOX / FELONY,2109,N,10/01/2016 01:49:00 AM,10/01/2016,149,10/01/2016 01:49:00 AM,10/01/2016,149,STREETS / HWY / ROAD / ALLEY,6300 W US 290 HWY WB,78735,8,DA,6,63,,C,10/01/2016,,,3077787,3077787,30.23568456,-97.85936848,"(30.23568456, -97.85936848)"
20062551552,PUBLIC INTOXICATION,2300,N,09/12/2006 05:12:00 PM,09/12/2006,1712,09/12/2006 05:12:00 PM,09/12/2006,1712,STREETS / HWY / ROAD / ALLEY,4413 GUADALUPE ST,78751,9,BA,5,331,,,,,,3117128,3117128,30.31052141,-97.73274359,"(30.31052141, -97.73274359)"
20182531774,FAMILY DISTURBANCE,3400,N,09/10/2018 10:20:00 PM,09/10/2018,2220,09/10/2018 10:20:00 PM,09/10/2018,2220,RESIDENCE / HOME,2101 BURTON DR  BLD: 6,,,,,,,N,09/15/2018,,,,,,,
20205007577,BURGLARY OF VEHICLE,601,N,02/21/2020 04:00:00 PM,02/21/2020,1600,02/22/2020 04:04:00 PM,02/22/2020,1604,OTHER / UNKNOWN,1619 S 1ST ST,78704,9,DA,1,453,,N,03/04/2020,23F,Theft,3110541,3110541,30.24820325,-97.75528869,"(30.24820325, -97.75528869)"
20101361957,FAMILY DISTURBANCE,3400,N,05/16/2010 09:19:00 PM,05/16/2010,2119,05/16/2010 09:19:00 PM,05/16/2010,2119,RESIDENCE / HOME,12100 METRIC BLVD,78758,7,AD,2,202,,,,,,3126346,3126346,30.40362788,-97.70098336,"(30.40362788, -97.70098336)"
20113620452,CRIMINAL TRESPASS,2716,N,12/28/2011 10:22:00 AM,12/28/2011,1022,12/28/2011 10:22:00 AM,12/28/2011,1022,RESIDENCE / HOME,5202 STONE GATE DR,78721,1,CH,4,396,,C,12/30/2011,,,3135394,3135394,30.28319313,-97.67559409,"(30.28319313, -97.67559409)"
20172430672,CUSTODY ARREST TRAFFIC WARR,3722,N,08/31/2017 10:41:00 AM,08/31/2017,1041,08/31/2017 11:09:00 AM,08/31/2017,1109,RESIDENCE / HOME,2421 ROSEWOOD AVE,78702,1,CH,2,416,,C,10/11/2017,,,3125212,3125212,30.27207642,-97.70816372,"(30.27207642, -97.70816372)"
20191661400,ASSAULT  CONTACT-SEXUAL NATURE,902,N,06/04/2019 12:00:00 PM,06/04/2019,1200,06/15/2019 07:26:00 PM,06/15/2019,1926,STREETS / HWY / ROAD / ALLEY,5400 BLOCK WOODROW AVE,78756,7,ID,7,288,2.05,N,06/19/2019,,,0,0,,,
20191640007,ASSAULT BY CONTACT,902,N,06/13/2019 12:05:00 AM,06/13/2019,5,06/13/2019 12:05:00 AM,06/13/2019,5,RESIDENCE / HOME,6101 WAYCROSS DR,78745,2,FR,4,513,24.02,N,06/18/2019,,,3103352,3103352,30.2011563,-97.77930677,"(30.2011563, -97.77930677)"
20195025302,IDENTITY THEFT,4022,N,04/14/2019 01:43:00 PM,04/14/2019,1343,06/20/2019 01:43:00 PM,06/20/2019,1343,BANKS / SAVINGS & LOAN,11215 N IH 35 NB,78753,1,ED,7,241,18.33,N,06/21/2019,,,3134459,3134459,30.37686271,-97.67597846,"(30.37686271, -97.67597846)"
20191651105,FAMILY DISTURBANCE,3400,N,06/14/2019 02:39:00 PM,06/14/2019,1439,06/14/2019 02:39:00 PM,06/14/2019,1439,STREETS / HWY / ROAD / ALLEY,MESQUITE GROVE RD / GEORGE ST,78744,2,FR,6,519,24.31,,,,,3117634,3117634,30.19041976,-97.73437424,"(30.19041976, -97.73437424)"
20191540623,FAMILY DISTURBANCE,3400,N,06/03/2019 10:11:00 AM,06/03/2019,1011,06/03/2019 10:11:00 AM,06/03/2019,1011,RESIDENCE / HOME,8038 EXCHANGE DR,78754,1,ED,3,253,18.34,N,06/16/2019,,,3138588,3138588,30.33292049,-97.66409698,"(30.33292049, -97.66409698)"
20185052106,BURGLARY OF VEHICLE,601,N,12/27/2018 12:30:00 PM,12/27/2018,1230,12/27/2018 01:25:00 PM,12/27/2018,1325,PARKING LOTS / GARAGE,6307 BLUFF SPRINGS RD,78744,2,FR,8,516,,N,01/16/2019,23F,Theft,3107777,3107777,30.19139271,-97.76555536,"(30.19139271, -97.76555536)"
20185020996,CRUELTY TO ANIMALS,2717,N,06/04/2018 07:00:00 PM,06/04/2018,1900,06/05/2018 01:38:00 PM,06/05/2018,1338,RESIDENCE / HOME,12034 RESEARCH BLVD SB,78759,10,AD,7,190,,O,08/28/2018,,,3110289,3110289,30.42485562,-97.7513635,"(30.42485562, -97.7513635)"
20121310951,CRIMINAL MISCHIEF,1400,N,05/10/2012 08:00:00 AM,05/10/2012,800,05/10/2012 01:00:00 PM,05/10/2012,1300,CONSTRUCTION SITE,1100 W 25TH ST,78705,9,BA,3,356,,,,,,3112019,3112019,30.28968259,-97.74949667,"(30.28968259, -97.74949667)"
20155041131,FRAUD - OTHER,1199,N,09/05/2015 09:20:00 AM,09/05/2015,920,09/17/2015 02:07:00 PM,09/17/2015,1407,OTHER / UNKNOWN,401 LITTLE TEXAS LN,78745,2,FR,4,515,,N,09/17/2015,,,3105493,3105493,30.20067462,-97.77254048,"(30.20067462, -97.77254048)"
20122191682,CUSTODY ARREST TRAFFIC WARR,3722,N,08/06/2012 08:45:00 PM,08/06/2012,2045,08/06/2012 08:45:00 PM,08/06/2012,2045,STREETS / HWY / ROAD / ALLEY,800 E ANDERSON LN WB,78753,4,ED,1,592,,C,08/09/2012,,,3127822,3127822,30.33826072,-97.6980868,"(30.33826072, -97.6980868)"
20085054676,CRIMINAL MISCHIEF,1400,N,10/10/2008 09:00:00 PM,10/10/2008,2100,10/13/2008 05:09:00 PM,10/13/2008,1709,RESIDENCE / HOME,2810 HEMPHILL PARK,78705,9,BA,1,361,,,10/14/2008,,,3114584,3114584,30.29404313,-97.74125049,"(30.29404313, -97.74125049)"
20101250188,PUBLIC INTOXICATION,2300,N,05/05/2010 01:46:00 AM,05/05/2010,146,05/05/2010 01:46:00 AM,05/05/2010,146,SPECIALTY  STORE (TV  FUR ETC.),10625 N LAMAR BLVD,78753,4,ED,1,240,,,,,,3130113,3130113,30.37568503,-97.68979685,"(30.37568503, -97.68979685)"
20045021237,BURGLARY OF VEHICLE,601,N,05/06/2004 08:20:00 AM,05/06/2004,820,05/06/2004 06:25:00 PM,05/06/2004,1825,PARKING LOTS / GARAGE,8317 CROSS PARK DR,78754,1,ED,3,253,,,06/04/2004,23F,Theft,3136319,3136319,30.33625036,-97.67119942,"(30.33625036, -97.67119942)"
20191700320,ASSAULT W/INJURY-FAM/DATE VIOL,900,Y,06/19/2019 06:38:00 AM,06/19/2019,638,06/19/2019 07:50:00 AM,06/19/2019,750,RESIDENCE / HOME,611 W 31ST ST,78705,9,BA,3,345,2.04,C,06/20/2019,,,3114325,3114325,30.29804281,-97.74196397,"(30.29804281, -97.74196397)"
20198001671,THEFT,600,N,05/03/2019 10:00:00 AM,05/03/2019,1000,05/13/2019 01:32:00 PM,05/13/2019,1332,RESIDENCE / HOME,3600 GREYSTONE DR,78731,10,BA,8,256,17.52,N,06/21/2019,23H,Theft,3110628,3110628,30.35928176,-97.75204375,"(30.35928176, -97.75204375)"
20191691875,ASSAULT BY CONTACT FAM/DATING,902,Y,06/18/2019 10:18:00 PM,06/18/2019,2218,06/18/2019 10:57:00 PM,06/18/2019,2257,RESIDENCE / HOME,1904 KRIZAN AVE,78727,7,AD,3,828,18.47,N,06/19/2019,,,3130291,3130291,30.42264817,-97.68794392,"(30.42264817, -97.68794392)"
2011700892,GRAFFITI,1402,N,03/11/2011 10:57:00 AM,03/11/2011,1057,03/11/2011 10:57:00 AM,03/11/2011,1057,COMMERCIAL / OFFICE BUILDING,1720 S 1ST ST,78704,9,DA,1,452,,N,04/11/2011,,,3110346,3110346,30.24758619,-97.75592289,"(30.24758619, -97.75592289)"
2019700957,THEFT OF METAL,619,N,03/08/2019 05:00:00 PM,03/08/2019,1700,03/11/2019 12:51:00 PM,03/11/2019,1251,OTHER / UNKNOWN,6110 TRADE CENTER DR,78744,2,FR,6,496,24.31,N,06/21/2019,23H,Theft,3123246,3123246,30.20943994,-97.71609149,"(30.20943994, -97.71609149)"
2010440937,CUSTODY ARREST TRAFFIC WARR,3722,N,02/13/2010 12:25:00 PM,02/13/2010,1225,02/13/2010 12:25:00 PM,02/13/2010,1225,STREETS / HWY / ROAD / ALLEY,8700 MANCHACA RD,78748,5,FR,1,535,,,,,,3091448,3091448,30.18506809,-97.81741728,"(30.18506809, -97.81741728)"
2019691615,BURGLARY OF RESIDENCE,500,N,03/10/2019 08:08:00 PM,03/10/2019,2008,03/10/2019 08:08:00 PM,03/10/2019,2008,RESIDENCE / HOME,8900 N IH 35 SVRD SB,78753,4,ED,1,250,18.06,N,06/18/2019,220,Burglary,3129387,3129387,30.35353289,-97.69270637,"(30.35353289, -97.69270637)"
20152670067,DRIVING WHILE INTOX / FELONY,2109,N,09/24/2015 12:57:00 AM,09/24/2015,57,09/24/2015 02:34:00 AM,09/24/2015,234,STREETS / HWY / ROAD / ALLEY,7000 MANCHACA RD,78745,5,FR,1,525,,C,09/25/2015,,,3094539,3094539,30.20132473,-97.80720693,"(30.20132473, -97.80720693)"
20082540359,DISTURBANCE - OTHER,3401,N,09/10/2008 06:05:00 AM,09/10/2008,605,09/10/2008 06:05:00 AM,09/10/2008,605,STREETS / HWY / ROAD / ALLEY,E 13TH ST / CHICON ST,78702,1,CH,3,392,,,,,,3121420,3121420,30.2747766,-97.72010624,"(30.2747766, -97.72010624)"
20061101540,CRIMINAL MISCHIEF,1400,N,04/20/2006 04:40:00 PM,04/20/2006,1640,04/20/2006 04:40:00 PM,04/20/2006,1640,CONSTRUCTION SITE,4707 BLUE MEADOW DR,78744,2,FR,8,530,,,04/25/2006,,,3111035,3111035,30.17798839,-97.75559817,"(30.17798839, -97.75559817)"
20195020837,BURGLARY OF VEHICLE,601,N,05/21/2019 10:00:00 PM,05/21/2019,2200,05/22/2019 12:03:00 PM,05/22/2019,1203,RESIDENCE / HOME,5305 WOLF RUN,78749,8,DA,6,78,17.49,N,06/19/2019,23F,Theft,3080635,3080635,30.2302872,-97.85048652,"(30.2302872, -97.85048652)"
2006191201,FAMILY DISTURBANCE,3400,N,01/19/2006 03:13:00 PM,01/19/2006,1513,01/19/2006 03:13:00 PM,01/19/2006,1513,RESIDENCE / HOME,2607 CEBO CV,78745,5,FR,1,525,,O,01/26/2006,,,3091775,3091775,30.20383354,-97.81589318,"(30.20383354, -97.81589318)"
20095059993,RAPE OF A CHILD,204,N,10/16/2009 12:00:00 PM,10/16/2009,1200,10/23/2009 04:44:00 PM,10/23/2009,1644,OTHER / UNKNOWN,1400 BLOCK HOLLY ST,78702,3,CH,1,409,10,C,12/31/2009,11A,Rape,0,0,,,
2017721320,BURGLARY OF COIN-OP MACHINE,602,N,03/13/2017 05:32:00 PM,03/13/2017,1732,03/13/2017 05:32:00 PM,03/13/2017,1732,,12400 RESEARCH BLVD SVRD SB,78759,10,AD,7,190,,N,03/14/2017,23E,Theft,3108317,3108317,30.42691102,-97.75756705,"(30.42691102, -97.75756705)"
20091181059,DOC EXPOSURE,2411,N,04/28/2009 02:46:00 PM,04/28/2009,1446,04/28/2009 02:46:00 PM,04/28/2009,1446,PARKING LOTS / GARAGE,4141 S CONGRESS AVE,78745,3,DA,3,492,,C,05/04/2009,,,3107862,3107862,30.22123427,-97.76449284,"(30.22123427, -97.76449284)"
20191661586,ASSAULT W/INJURY-FAM/DATE VIOL,900,Y,06/15/2019 07:55:00 PM,06/15/2019,1955,06/15/2019 08:53:00 PM,06/15/2019,2053,RESIDENCE / HOME,3203 BRUCE DR,78735,5,DA,4,487,19.15,C,06/16/2019,,,3094188,3094188,30.23625456,-97.80740503,"(30.23625456, -97.80740503)"
20191670645,CRIMINAL TRESPASS,2716,N,06/16/2019 10:31:00 AM,06/16/2019,1031,06/16/2019 10:31:00 AM,06/16/2019,1031,RESIDENCE / HOME,9800 TREE BEND CV,78750,6,AD,8,179,17.14,N,06/21/2019,,,3092482,3092482,30.42301622,-97.80792491,"(30.42301622, -97.80792491)"
20151782109,INTER EMERG PHONECALL FAM/DATE,2712,Y,06/27/2015 11:08:00 PM,06/27/2015,2308,06/28/2015 01:42:00 AM,06/28/2015,142,RESIDENCE / HOME,11105 AERIE CV,78759,10,AD,7,177,25,C,07/02/2015,,,3106929,3106929,30.41660855,-97.76224701,"(30.41660855, -97.76224701)"
20105018150,BURGLARY OF RESIDENCE,500,N,04/09/2010 04:00:00 AM,04/09/2010,400,04/11/2010 09:17:00 PM,04/11/2010,2117,RESIDENCE / HOME,7404 BROOKHOLLOW DR,78752,1,ID,2,266,,O,04/15/2010,220,Burglary,3132738,3132738,30.32661995,-97.68281866,"(30.32661995, -97.68281866)"
20195024944,IDENTITY THEFT,4022,N,06/15/2019 12:00:00 PM,06/15/2019,1200,06/18/2019 02:04:00 PM,06/18/2019,1404,BANKS / SAVINGS & LOAN,8313 PANADERO DR,78747,2,FR,7,600,24.26,N,06/20/2019,,,3115008,3115008,30.15520256,-97.74363203,"(30.15520256, -97.74363203)"
20191690088,BURGLARY OF COIN-OP MACHINE,602,N,06/18/2019 01:32:00 AM,06/18/2019,132,06/18/2019 01:32:00 AM,06/18/2019,132,HOTEL / MOTEL / ETC.,6603 N IH 35 SVRD NB,78752,4,ID,1,280,18.12,C,06/18/2019,23E,Theft,3126380,3126380,30.3268287,-97.70297087,"(30.3268287, -97.70297087)"
20113501755,ASSAULT W/INJURY-FAM/DATE VIOL,900,Y,12/16/2011 09:15:00 PM,12/16/2011,2115,12/16/2011 09:15:00 PM,12/16/2011,2115,RESIDENCE / HOME,6706 STONLEIGH PL,78744,2,FR,8,530,,C,01/04/2012,,,3109420,3109420,30.18423482,-97.76054424,"(30.18423482, -97.76054424)"
20195022975,VIOL OF PROTECTIVE ORDER,3009,N,05/27/2019 01:51:00 PM,05/27/2019,1351,06/05/2019 01:51:00 PM,06/05/2019,1351,RESIDENCE / HOME,6118 FAIRWAY ST,78741,3,HE,3,443,23.18,N,06/19/2019,,,3127179,3127179,30.22900387,-97.70310447,"(30.22900387, -97.70310447)"
