Category,Trade Name,Address,Licence Number,Licence Status,Issue Date,Expiry Date,Business Improvement Area,Neighbourhood ID,Neighbourhood,Ward,Latitude,Longitude,Location,Count
General Business,TOPPEM BUSINESS SOLUTIONS,,233962414-002,ISSUED,11/02/2020 12:00:00 AM,11/02/2021 12:00:00 AM,,6216,The Orchards At Ellerslie,Ward 12,,,,1
General Business,MICHAEL KORS,"2307, 8882 - 170 STREET NW",101779214-001,ISSUED,10/08/2020 12:00:00 AM,10/08/2021 12:00:00 AM,,4520,Summerlea,Ward 1,53.522271,-113.618482,"(53.52227141812298, -113.61848168763852)",1
Restaurant or Food Service,ATCO BLUE FLAME KITCHEN,10035 - 105 STREET NW,185861012-005,ISSUED,12/18/2019 12:00:00 AM,01/12/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.540189,-113.500556,"(53.54018903942212, -113.50055627130685)",1
General Contractor,H & C CONTRACTING,,100998615-004,ISSUED,11/02/2020 12:00:00 AM,11/21/2021 12:00:00 AM,,4500,Sherwood,Ward 1,,,,1
Rental Accommodation,ARCADIA PLACE LP,1265 - MCCONACHIE BOULEVARD NW,371452072-002,ISSUED,10/08/2020 12:00:00 AM,10/07/2021 12:00:00 AM,,2521,McConachie Area,Ward 4,53.640859,-113.431750,"(53.640859434310606, -113.43174978953552)",1
General Contractor,MGI ELECTRICAL,,97543010-002,RENEWAL NOTICE,11/08/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,4590,West Meadowlark Park,Ward 1,,,,1
General Business,TRUE BOOKS,,144386475-002,RENEWAL NOTICE,11/22/2019 12:00:00 AM,11/22/2020 12:00:00 AM,,3370,Rapperswill,Ward 3,,,,1
General Business,INTERNATIONAL PROGRAM SERVICE LTD,7254 - 101 AVENUE NW,7325070-001,ISSUED,12/18/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,6730,Terrace Heights,Ward 8,53.541460,-113.439184,"(53.54146041038629, -113.43918387613289)",1
Rental Accommodation,LAKEWOOD APARTMENTS,1415 - LAKEWOOD ROAD WEST NW,340774264-003,ISSUED,02/11/2020 12:00:00 AM,02/10/2021 12:00:00 AM,,6750,Tipaskan,Ward 11,53.459615,-113.460477,"(53.459615180367564, -113.46047675803233)",1
Rental Accommodation,1681137 ALBERTA LTD,9926 - 115 STREET NW,159017411-001,ISSUED,11/02/2020 12:00:00 AM,12/02/2021 12:00:00 AM,,1150,Oliver,Ward 6,53.538122,-113.519995,"(53.53812192863568, -113.51999479393513)",1
Rental Accommodation,AUGUST DOMAIN PARK PLAZA,10611 - 98 AVENUE NW,7432577-001,ISSUED,12/18/2019 12:00:00 AM,01/09/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.535350,-113.503441,"(53.53534963327218, -113.50344100134845)",1
Commercial Schools,ATCO BLUE FLAME KITCHEN,10035 - 105 STREET NW,185861012-005,ISSUED,12/18/2019 12:00:00 AM,01/12/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.539983,-113.500557,"(53.53998309109267, -113.50055673822087)",1
Alcohol Sales (Consumption On Premises/Minors Allowed),AVONAIR CURLING CLUB,10607 - PRINCESS ELIZABETH AVENUE NW,7246862-001,ISSUED,12/18/2019 12:00:00 AM,01/11/2021 12:00:00 AM,Kingsway,1230,Spruce Avenue,Ward 2,53.565268,-113.504501,"(53.5652677740377, -113.50450124451365)",1
Minor Retail Store,7-ELEVEN 33470H,280 - SADDLEBACK ROAD NW,229007635-002,RENEWAL NOTICE,12/17/2019 12:00:00 AM,12/17/2020 12:00:00 AM,,5060,Blue Quill,Ward 10,53.461067,-113.529903,"(53.46106706197092, -113.52990269315842)",1
General Business,ROSE YEWCHUK CONSULTING,"201, 8135 - 102 STREET NW",225467165-002,ISSUED,11/02/2020 12:00:00 AM,11/07/2021 12:00:00 AM,Old Strathcona,6610,Ritchie,Ward 11,53.517751,-113.493378,"(53.51775069183991, -113.49337784527947)",1
General Business,MOBIL AT SUPERSTORE,10020 - 171 STREET NW,76459466-001,ISSUED,08/21/2020 12:00:00 AM,08/21/2021 12:00:00 AM,,4400,Place LaRue,Ward 1,53.540054,-113.619579,"(53.5400544525727, -113.61957921319724)",1
Personal Service Shop,TWEES NAILS,,275890738-002,ISSUED,03/02/2020 12:00:00 AM,03/18/2021 12:00:00 AM,,3070,Calder,Ward 2,,,,1
Restaurant or Food Service,THE PINT,"100, 10125 - 109 STREET NW",89490433-001,ISSUED,11/02/2020 12:00:00 AM,11/02/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.542223,-113.507876,"(53.54222321791134, -113.50787636524491)",1
General Contractor,THE CARPENTER EDMONTON LTD,,360286940-002,ISSUED,04/21/2020 12:00:00 AM,04/20/2021 12:00:00 AM,,2580,Northmount,Ward 7,,,,1
General Contractor,TWIN BOYS CLEANING SERVICES,,172191565-002,ISSUED,04/28/2020 12:00:00 AM,05/07/2021 12:00:00 AM,,5340,Ramsay Heights,Ward 9,,,,1
Alcohol Sales (Consumption On Premises/Minors Allowed),SWEET PEA CAFE & PLAYHOUSE,14238 - 85 AVENUE NW,287772734-002,ISSUED,10/15/2020 12:00:00 AM,10/18/2021 12:00:00 AM,,3270,Laurier Heights,Ward 5,53.517740,-113.566717,"(53.51774047561524, -113.56671684919976)",1
Rental Accommodation,BRIARWOOD APARTMENTS,8104 - 182 STREET NW,88955743-001,RENEWAL NOTICE,11/06/2019 12:00:00 AM,12/09/2020 12:00:00 AM,,4020,Aldergrove,Ward 1,53.515764,-113.638593,"(53.51576410308828, -113.63859265488995)",1
General Contractor,HOTROD TUB REFINISHING LTD,,262023442-002,RENEWAL NOTICE,12/09/2019 12:00:00 AM,12/09/2020 12:00:00 AM,,6750,Tipaskan,Ward 11,,,,1
Alcohol Sales (Consumption Off Premises),ACE LIQUOR DISCOUNTER AT NORTHGATE #523,13620 - 93 STREET NW,302380751-002,ISSUED,08/12/2020 12:00:00 AM,09/22/2021 12:00:00 AM,,2290,Glengarry,Ward 7,53.598104,-113.488413,"(53.59810354775545, -113.48841313522614)",1
Personal Service Shop,LASER BEAUTIQUE,,315553761-002,ISSUED,08/12/2020 12:00:00 AM,08/20/2021 12:00:00 AM,,6790,Wild Rose,Ward 12,,,,1
General Business,FRONTLINE CANADIAN DEFENCE CORP,,178259547-004,ISSUED,09/13/2020 12:00:00 AM,10/07/2021 12:00:00 AM,,5642,South Terwillegar,Ward 9,,,,1
Rental Accommodation,EXCEL RESOURCES SOCIETY,2803 - 39 AVENUE NW,161169938-001,ISSUED,11/02/2020 12:00:00 AM,11/12/2021 12:00:00 AM,,6390,Larkspur,Ward 12,53.475730,-113.382160,"(53.475729513844556, -113.38216044127707)",1
General Contractor,EXCELLENT EAVES & EXTERIORS,,7262903-001,ISSUED,01/04/2020 12:00:00 AM,01/21/2021 12:00:00 AM,,5320,Pleasantview,Ward 10,,,,1
Vehicle Repair,DENNY ANDREWS,18208 - STONY PLAIN ROAD NW,7262550-001,ISSUED,12/18/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,4340,Morin Industrial,Ward 1,53.542439,-113.637371,"(53.54243890272728, -113.63737081789543)",1
Minor Retail Store,TIP TOP TAILORS,"1912, 8882 - 170 STREET NW",258302436-002,ISSUED,10/08/2020 12:00:00 AM,10/08/2021 12:00:00 AM,,4520,Summerlea,Ward 1,53.522271,-113.618482,"(53.52227141812298, -113.61848168763852)",1
General Contractor,MASTER REGLAZING,15558 - 131 AVENUE NW,325880657-002,ISSUED,10/08/2020 12:00:00 AM,10/08/2021 12:00:00 AM,,4320,Mistatim Industrial,Ward 2,53.590948,-113.589303,"(53.5909477157649, -113.58930260216712)",1
Travelling or Temporary Food Sales,SMOOTHIE BASICS,11219 - JASPER AVENUE NW,322614215-002,ISSUED,10/08/2020 12:00:00 AM,10/08/2021 12:00:00 AM,,1150,Oliver,Ward 6,53.540588,-113.514500,"(53.54058842030221, -113.51450031938286)",1
General Contractor,JODAC BUILDING CORPORATION,,7368814-001,ISSUED,12/18/2019 12:00:00 AM,01/07/2021 12:00:00 AM,,5200,Garneau,Ward 8,,,,1
Alcohol Sales (Consumption On Premises/Minors Allowed),COURTYARD BY MARRIOTT,10011 - 184 STREET NW,273608628-002,ISSUED,04/14/2020 12:00:00 AM,04/14/2021 12:00:00 AM,,4400,Place LaRue,Ward 1,53.538361,-113.638379,"(53.53836071108151, -113.63837884467213)",1
Personal Service Shop,TEXTURE ONE SALON INC,5208 - 86 STREET NW,165790754-001,RENEWAL NOTICE,12/10/2019 12:00:00 AM,12/17/2020 12:00:00 AM,,6430,McIntyre Industrial,Ward 11,53.489433,-113.455949,"(53.48943306763057, -113.45594871939512)",1
Minor Retail Store,GEORGE RICHARDS BIG & TALL MENSWEAR,"700, 5015 - 111 STREET NW",258299020-002,ISSUED,10/08/2020 12:00:00 AM,10/08/2021 12:00:00 AM,,5170,Empire Park,Ward 10,53.485721,-113.513544,"(53.48572086708062, -113.51354403884146)",1
Tobacco Sales,DIAMONDS GENTLEMEN'S CLUB,4635 - GATEWAY BOULEVARD NW,7461659-001,ISSUED,12/18/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,5110,Calgary Trail North,Ward 10,53.484709,-113.491124,"(53.484709495964836, -113.49112448755037)",1
General Contractor,RESIDENTIAL INSULATION SPECIALIST INC,24949 - 50 STREET NW,120402403-001,ISSUED,01/13/2020 12:00:00 AM,02/07/2021 12:00:00 AM,,2681,Edmonton Energy And Technology Park,Ward 4,53.705121,-113.411734,"(53.70512128665384, -113.41173418418863)",1
Rental Accommodation,EDMONTON CITY CENTRE CHURCH CORPORATION,12315 - 83 STREET NW,163577924-001,ISSUED,02/18/2020 12:00:00 AM,03/17/2021 12:00:00 AM,,1100,Eastwood,Ward 7,53.578836,-113.468588,"(53.578836332898106, -113.46858799366281)",1
Personal Service Shop,ED'S BARBER SHOP LTD.,"6B, 9228 - 144 AVENUE NW",371076885-002,ISSUED,10/08/2020 12:00:00 AM,10/07/2021 12:00:00 AM,,2260,Evansdale,Ward 3,53.606670,-113.482774,"(53.60666993144912, -113.48277394278149)",1
General Business,G & E VENDING LTD,"201, 10235 - 124 STREET NW",290438059-002,RENEWAL NOTICE,11/22/2019 12:00:00 AM,11/22/2020 12:00:00 AM,124 Street and Area,1150,Oliver,Ward 6,53.543987,-113.535386,"(53.54398725095515, -113.53538618921723)",1
Restaurant or Food Service,7-ELEVEN #37817H,16438 - 87 AVENUE NW,225995382-002,RENEWAL NOTICE,12/17/2019 12:00:00 AM,12/17/2020 12:00:00 AM,,4590,West Meadowlark Park,Ward 1,53.519916,-113.608115,"(53.519916389142125, -113.60811499264395)",1
General Contractor,J PLAIZIER TRUCKING AND EXCAVATING LIMITED,16805 - 129 AVENUE NW,7251129-001,ISSUED,12/18/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,4475,Kinokamau Plains Area,Ward 1,53.586602,-113.610505,"(53.586601612966646, -113.61050489014339)",1
Alcohol Sales (Consumption On Premises/Minors Allowed),GOLDEN TASTE RESTAURANT,2940 - ELLWOOD DRIVE SW,123658781-001,RENEWAL NOTICE,11/20/2019 12:00:00 AM,12/17/2020 12:00:00 AM,,6214,Ellerslie Industrial,Ward 12,53.429954,-113.478747,"(53.42995444001368, -113.47874678774883)",1
Travelling or Temporary Sales,IDEAL SURFACE TECHNICIANS,,54937540-004,ISSUED,10/08/2020 12:00:00 AM,10/08/2021 12:00:00 AM,,3040,Beaumaris,Ward 3,,,,1
General Industrial,GCM CANADA,"22, 3250 - 51 AVENUE NW",161285651-001,ISSUED,09/22/2020 12:00:00 AM,09/24/2021 12:00:00 AM,,6690,Southeast Industrial,Ward 11,53.489223,-113.389467,"(53.48922324080935, -113.38946659859221)",1
Minor Retail Store,SKUNKED SMOKE SHOP,12253 - FORT ROAD NW,182754572-002,ISSUED,09/30/2020 12:00:00 AM,09/30/2021 12:00:00 AM,,1270,Yellowhead Corridor East,Ward 7,53.578215,-113.456543,"(53.57821479390648, -113.4565428865526)",1
General Contractor,EARNEST GOODS AND RESOLE,,372268775-002,ISSUED,09/30/2020 12:00:00 AM,09/29/2021 12:00:00 AM,,2550,Montrose,Ward 7,,,,1
General Business,BELOW THE SURFACE SOAP CREATIONS,,344022144-002,ISSUED,10/25/2020 12:00:00 AM,11/12/2021 12:00:00 AM,,6370,Kiniski Gardens,Ward 11,,,,1
Travelling or Temporary Food Sales,THE LOBSTER MOBSTERS,,176735849-002,ISSUED,10/25/2020 12:00:00 AM,10/25/2021 12:00:00 AM,,4270,Lymburn,Ward 5,,,,1
General Business,MAYO INDUSTRIAL & AUTO SUPPLIES LTD,"100, 17954 - 106 AVENUE NW",287131891-002,ISSUED,08/12/2020 12:00:00 AM,08/22/2021 12:00:00 AM,,4640,Wilson Industrial,Ward 1,53.550430,-113.632191,"(53.55042973282373, -113.63219123085753)",1
Vehicle Sales/Rental,2138943 ALBERTA LTD,,290811491-002,ISSUED,09/13/2020 12:00:00 AM,10/08/2021 12:00:00 AM,,6444,Laurel,Ward 12,,,,1
Restaurant or Food Service,KORYO KOREAN BBQ,"1849, 8882 - 170 STREET NW",70792923-001,ISSUED,09/13/2020 12:00:00 AM,09/26/2021 12:00:00 AM,,4520,Summerlea,Ward 1,53.522271,-113.618482,"(53.52227141812298, -113.61848168763852)",1
Vehicle Fueling Station,7-ELEVEN FOOD STORE #33665,389 - 91 STREET SW,62578542-001,RENEWAL NOTICE,12/17/2019 12:00:00 AM,12/17/2020 12:00:00 AM,,6211,Ellerslie,Ward 12,53.430335,-113.468850,"(53.43033523271185, -113.4688498287936)",1
General Business,ACCOUNTING CENTRE,10029 - 167 STREET NW,92841453-001,ISSUED,12/23/2019 12:00:00 AM,12/31/2020 12:00:00 AM,Stony Plain Road and Area,4180,Glenwood,Ward 1,53.540193,-113.608821,"(53.54019276948548, -113.60882143237168)",1
Short-Term Residential Rental Accommodation,DEGELING VACATION RENTALS,,343785933-002,ISSUED,10/08/2020 12:00:00 AM,10/14/2021 12:00:00 AM,,5080,Brander Gardens,Ward 9,,,,1
General Business,TRANSPORT TIRE LTD,5904 - 125 AVENUE NW,7347736-001,ISSUED,12/18/2019 12:00:00 AM,01/02/2021 12:00:00 AM,,2360,Industrial Heights,Ward 7,53.581390,-113.432798,"(53.58139021940932, -113.43279809025469)",1
Restaurant or Food Service,7-ELEVEN #37818H,17761 - 100 AVENUE NW,225996844-002,RENEWAL NOTICE,12/17/2019 12:00:00 AM,12/17/2020 12:00:00 AM,,4540,Terra Losa,Ward 1,53.537536,-113.626421,"(53.53753641491732, -113.62642072628472)",1
Rental Accommodation,CAVELL RIDGE TOWNHOUSES,1363 - HERMITAGE ROAD NW,7262000-001,ISSUED,12/18/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,2120,Canon Ridge,Ward 4,53.578666,-113.378116,"(53.57866595804159, -113.37811640931749)",1
Vehicle Repair,CITY TRUCK STOP: SLICK CITY TRUCK LUBE,11947 - 167 STREET NW,169359772-002,ISSUED,11/02/2020 12:00:00 AM,12/02/2021 12:00:00 AM,,4100,Carleton Square Industrial,Ward 1,53.571675,-113.608057,"(53.571675046139255, -113.60805687240418)",1
Construction Vehicle and Equipment Sales/Rentals,A & L CRANE & EQUIPMENT RENTAL,"8, 15704 - 121A AVENUE NW",91661572-001,RENEWAL NOTICE,11/04/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,4190,Hawin Park Estate Industrial,Ward 1,53.574605,-113.592959,"(53.57460464196678, -113.5929587671634)",1
Cannabis Retail Sales,NOVA CANNABIS AT CHAPPELLE COMMONS,14131 - 28 AVENUE SW,287277791-008,ISSUED,10/15/2020 12:00:00 AM,11/28/2021 12:00:00 AM,,5462,Chappelle Area,Ward 9,53.409446,-113.567124,"(53.4094456290435, -113.56712379658252)",1
Rental Accommodation,CANTERBURY FOUNDATION,8403 - 142 STREET NW,7267685-001,ISSUED,12/18/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,3270,Laurier Heights,Ward 5,53.516523,-113.564864,"(53.516523100026234, -113.5648642655438)",1
Minor Retail Store,SECOND SPECS,"1843, 8882 - 170 STREET NW",161061598-001,ISSUED,11/02/2020 12:00:00 AM,11/02/2021 12:00:00 AM,,4520,Summerlea,Ward 1,53.522775,-113.624888,"(53.52277535433647, -113.62488800322348)",1
General Business,ROUGHLEY ORIGINALS LTD.,,175630244-002,ISSUED,10/15/2020 12:00:00 AM,10/28/2021 12:00:00 AM,,2130,Casselman,Ward 4,,,,1
General Business,CENTRE FOR COMMUNITY CONNECTIONS,"228, 4128A - 97 STREET NW",287132129-002,RENEWAL NOTICE,11/29/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,6700,Strathcona Industrial Park,Ward 11,53.477024,-113.480466,"(53.47702447564269, -113.48046585401403)",1
General Contractor,BILLING ROOFING SERVICES,,343254237-002,ISSUED,10/15/2020 12:00:00 AM,10/15/2021 12:00:00 AM,,6444,Laurel,Ward 12,,,,1
Vehicle Repair,MR LUBE #511,18521 - STONY PLAIN ROAD NW,181081268-002,ISSUED,11/02/2020 12:00:00 AM,11/25/2021 12:00:00 AM,,4400,Place LaRue,Ward 1,53.539466,-113.643353,"(53.53946560609679, -113.64335339281585)",1
Vehicle Fueling Station,7-ELEVEN 33470H,280 - SADDLEBACK ROAD NW,229007635-002,RENEWAL NOTICE,12/17/2019 12:00:00 AM,12/17/2020 12:00:00 AM,,5060,Blue Quill,Ward 10,53.461067,-113.529903,"(53.46106706197092, -113.52990269315842)",1
General Contractor,SPOT 'N SCRUB JANITORIAL SERVICES,,131282831-004,ISSUED,10/13/2020 12:00:00 AM,10/13/2021 12:00:00 AM,,6662,Walker,Ward 12,,,,1
General Industrial,CERTIFIED COMMERCIAL AND FLEET SERVICES LTD.,9641 - 82 AVENUE NW,361541059-004,ISSUED,10/15/2020 12:00:00 AM,10/14/2021 12:00:00 AM,French Quarter and Area,6610,Ritchie,Ward 11,53.517724,-113.479022,"(53.517724039672686, -113.47902168197159)",1
General Business,ALIXANDRA JADE ART & DESIGN CO.,,234405878-002,RENEWAL NOTICE,10/26/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,5464,Heritage Valley Town Centre Area,Ward 9,,,,1
General Contractor,STICKS AND STONES LANDSCAPE CONSTRUCTION,,267089969-002,RENEWAL NOTICE,11/29/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,2290,Glengarry,Ward 7,,,,1
General Business,DRAW DESIGNS LTD,"211, 236 - 91 STREET SW",296370111-002,RENEWAL NOTICE,11/29/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,6214,Ellerslie Industrial,Ward 12,53.431474,-113.469359,"(53.43147355295908, -113.46935918066086)",1
Personal Service Shop,YEG HAIR MADEENA,12080 - JASPER AVENUE NW,344381810-002,RENEWAL NOTICE,12/18/2019 12:00:00 AM,12/17/2020 12:00:00 AM,,1150,Oliver,Ward 6,53.541450,-113.530165,"(53.54145015160365, -113.53016490515772)",1
General Contractor,EVERLASTING MECHANICAL,,295043681-002,ISSUED,11/02/2020 12:00:00 AM,11/02/2021 12:00:00 AM,,6443,Tamarack,Ward 12,,,,1
General Business,SQUARE TIRE ROADSIDE INC,,236961600-002,ISSUED,11/02/2020 12:00:00 AM,12/05/2021 12:00:00 AM,,3030,Baturyn,Ward 3,,,,1
General Contractor,AASRAY HOMES,2824 - CALGARY TRAIL NW,142981738-001,ISSUED,11/02/2020 12:00:00 AM,11/02/2021 12:00:00 AM,,5180,Ermineskin,Ward 10,53.458246,-113.493988,"(53.45824611603419, -113.49398826979372)",1
Restaurant or Food Service,SOULFUL INGREDIENTS,10205 - 101 STREET NW,296571165-002,RENEWAL NOTICE,10/22/2019 12:00:00 AM,11/14/2020 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.543772,-113.492731,"(53.5437720297049, -113.49273062404305)",1
Personal Service Shop,LASH COUTURE,,332527507-002,ISSUED,11/02/2020 12:00:00 AM,11/03/2021 12:00:00 AM,,6662,Walker,Ward 12,,,,1
General Business,E-CITY BOOKKEEPING INC,,130302454-001,RENEWAL NOTICE,10/30/2019 12:00:00 AM,11/14/2020 12:00:00 AM,,2130,Casselman,Ward 4,,,,1
General Business,INTERIOR DESIGN SOLUTIONS,,69930116-002,RENEWAL NOTICE,11/14/2019 12:00:00 AM,11/14/2020 12:00:00 AM,,5100,Bulyea Heights,Ward 9,,,,1
Restaurant or Food Service,AMORE PASTA 101,"173, 10235 - 101 STREET NW",301928751-002,ISSUED,12/18/2019 12:00:00 AM,01/09/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.544645,-113.493246,"(53.544644934936954, -113.493246054163)",1
General Business,ENERGREEN TECHNOLOGY,,7367765-001,ISSUED,12/18/2019 12:00:00 AM,01/24/2021 12:00:00 AM,,5480,Strathcona,Ward 8,,,,1
Alcohol Sales (Consumption On Premises/Minors Allowed),SWISS CHALET,2203 - 99 STREET NW,89712380-001,ISSUED,11/02/2020 12:00:00 AM,11/27/2021 12:00:00 AM,,6195,South Edmonton Common,Ward 11,53.453343,-113.485381,"(53.45334269769321, -113.48538130048456)",1
General Contractor,ICON INDUSTRIAL CONTRACTORS LTD,12849 - 141 STREET NW,7440701-001,ISSUED,12/18/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,4050,Bonaventure Industrial,Ward 2,53.586466,-113.563742,"(53.58646635311028, -113.56374243665978)",1
Rental Accommodation,THE RESIDENCE,9730 - 106 STREET NW,48568430-001,RENEWAL NOTICE,11/14/2019 12:00:00 AM,11/29/2020 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.534939,-113.503442,"(53.53493869759376, -113.50344224614447)",1
General Business,UP FRONT COMMUNICATION,,180296361-002,ISSUED,10/15/2020 12:00:00 AM,10/21/2021 12:00:00 AM,,5490,Sweet Grass,Ward 10,,,,1
Personal Service Shop,APOTHECARY CRAFTED BEAUTY,10215 - 109 STREET NW,182196225-002,RENEWAL NOTICE,11/04/2019 12:00:00 AM,11/29/2020 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.543538,-113.507875,"(53.54353758718341, -113.50787496848075)",1
General Contractor,TRUE-TECH MECHANICAL,,181783072-002,RENEWAL NOTICE,10/23/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,4160,Gariepy,Ward 5,,,,1
Minor Retail Store,7-ELEVEN #37820H,3615 - CALGARY TRAIL NW,226011049-002,RENEWAL NOTICE,12/17/2019 12:00:00 AM,12/17/2020 12:00:00 AM,,5120,Calgary Trail South,Ward 10,53.469879,-113.494807,"(53.46987924322671, -113.49480730018114)",1
Personal Service Shop,NORTH CITY HAIR,13252 - 137 AVENUE NW,105018470-001,RENEWAL NOTICE,11/01/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,3340,Pembina,Ward 2,53.600609,-113.548945,"(53.60060852771331, -113.54894514574245)",1
General Business,DUSTY LAKE SERVICES LTD,,346592781-002,ISSUED,10/15/2020 12:00:00 AM,11/13/2021 12:00:00 AM,,6370,Kiniski Gardens,Ward 11,,,,1
General Business,ELLIS ASSOCIATES,7807 - ARGYLL ROAD NW,239148080-002,ISSUED,05/14/2020 12:00:00 AM,05/14/2021 12:00:00 AM,,6090,Coronet Addition Industrial,Ward 11,53.506204,-113.445650,"(53.50620445803249, -113.44564966847594)",1
Vehicle Fueling Station,HAPPY MART #10,12104 - 161 AVENUE NW,7267840-001,ISSUED,12/18/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,3180,Dunluce,Ward 3,53.622396,-113.534173,"(53.622395591377, -113.53417258227591)",1
General Business,SANDRA HUCULAK & ASSOCIATES INC.,,341988333-002,ISSUED,10/15/2020 12:00:00 AM,10/15/2021 12:00:00 AM,,6492,Mill Creek Ravine South,Ward 11,,,,1
Rental Accommodation,GARDEN COURT APARTMENTS,10209 - PRINCESS ELIZABETH AVENUE NW,7270724-001,ISSUED,12/18/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,1230,Spruce Avenue,Ward 2,53.568076,-113.497485,"(53.568076231020946, -113.49748504215019)",1
Cannabis Retail Sales,NEWLEAF CANNABIS,"30, 12981 - 50 STREET NW",286090316-009,ISSUED,10/15/2020 12:00:00 AM,10/29/2021 12:00:00 AM,,2350,Homesteader,Ward 4,53.588959,-113.417074,"(53.58895931575693, -113.41707419751037)",1
Minor Retail Store,7-ELEVEN FOOD STORE #33665,389 - 91 STREET SW,62578542-001,RENEWAL NOTICE,12/17/2019 12:00:00 AM,12/17/2020 12:00:00 AM,,6211,Ellerslie,Ward 12,53.430335,-113.468850,"(53.43033523271185, -113.4688498287936)",1
Restaurant or Food Service,PARAMOUNT FINE FOODS,12926 - 167 AVENUE NW,185949266-002,ISSUED,01/29/2020 12:00:00 AM,01/29/2021 12:00:00 AM,,3460,Albany,Ward 2,53.629688,-113.544454,"(53.629687547102705, -113.54445408010913)",1
General Industrial,KORTECH CALCIUM SERVICES,9915 - 65 AVENUE NW,115344307-001,ISSUED,12/18/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,6110,CPR Irvine,Ward 11,53.501349,-113.487637,"(53.50134923042951, -113.48763746760063)",1
Rental Accommodation,LABBE MARCEL & LISA,6634 - 110 STREET NW,7257991-002,ISSUED,10/16/2020 12:00:00 AM,10/16/2021 12:00:00 AM,,5310,Parkallen,Ward 10,53.503902,-113.515382,"(53.50390199501115, -113.51538230675818)",1
General Business,ARCOM ENTERPRISES,,61649627-002,RENEWAL NOTICE,10/30/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,6280,Greenview,Ward 11,,,,1
Restaurant or Food Service,ZEN Q ALBERTA LTD,10807 - JASPER AVENUE NW,222549261-003,ISSUED,10/15/2020 12:00:00 AM,10/15/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.540591,-113.507489,"(53.54059094522057, -113.5074886332769)",1
General Business,SOFINA FOODS INC,7503 - 127 AVENUE NW,171335350-002,ISSUED,09/30/2020 12:00:00 AM,09/30/2021 12:00:00 AM,,1270,Yellowhead Corridor East,Ward 7,53.584276,-113.456219,"(53.584275551663055, -113.45621949017091)",1
General Business,LANDTRAN SYSTEMS INC,9011 - 50 STREET NW,148253816-001,ISSUED,10/09/2020 12:00:00 AM,11/09/2021 12:00:00 AM,,6380,Lambton Industrial,Ward 8,53.522152,-113.415399,"(53.52215160031677, -113.41539939932285)",1
General Business,STORESMART SELF-STORAGE,13432 - 143 STREET NW,131060349-001,ISSUED,10/15/2020 12:00:00 AM,11/12/2021 12:00:00 AM,,3290,McArthur Industrial,Ward 2,53.596310,-113.570710,"(53.596309982721735, -113.57070987727792)",1
Minor Retail Store,NORDSTROM RACK,1910 - 102 STREET NW,291344606-002,ISSUED,11/02/2020 12:00:00 AM,11/02/2021 12:00:00 AM,,6195,South Edmonton Common,Ward 11,53.447352,-113.491450,"(53.4473518379798, -113.49144995613585)",1
General Contractor,GEM FLOORING CORP,,361168327-002,ISSUED,08/12/2020 12:00:00 AM,08/11/2021 12:00:00 AM,,6213,Summerside,Ward 12,,,,1
Personal Service Shop,SPASATION & SALON,"201, 1 - LONDONDERRY MALL NW",7445265-001,ISSUED,11/26/2019 12:00:00 AM,01/03/2021 12:00:00 AM,,2400,Kildare,Ward 7,53.602652,-113.446032,"(53.60265220547703, -113.44603196285276)",1
Personal Service Shop,HAIROPOLIS,813 - SADDLEBACK ROAD NW,145435579-001,RENEWAL NOTICE,12/09/2019 12:00:00 AM,12/09/2020 12:00:00 AM,,5460,Skyrattler,Ward 10,53.453189,-113.524787,"(53.453188963879775, -113.52478680859626)",1
