APCASEINSPKEY,INSPTYPE,CASENO,SCHEDDTTM,COMPDTTM,RESULTDTTM,RESULT,INSPBY,COMMENTS,ADDRESS NUMBER,STREET NAME,ADDRESS,CITY,STATE,ZIP,SBL,LATITUDE,LONGITUDE,LOCATION,COUNCIL DISTRICT,POLICE DISTRICT,CENSUS TRACT,CENSUS BLOCK GROUP,CENSUS BLOCK,NEIGHBORHOOD
9894682,PROGRESS,210951,,09/13/2011 12:00:00 AM +0000,09/13/2011 12:00:00 AM +0000,PASSED,MARK BLAKE,,2939,MAIN,2939 MAIN,BUFFALO,NY,14214,98946820797000005002000,42.94582349787813,-78.8317506517951,POINT (-78.8317506517951 42.94582349787813),UNIVERSITY,District E,45,2,2000,Central Park
9899492,PROGRESS,201643,,10/04/2012 12:00:00 AM +0000,10/04/2012 12:00:00 AM +0000,FAILED,PATRICK LONERGAN,,225,HAMBURG,225 HAMBURG,BUFFALO,NY,14204,98994921224100001043000,,,,,,,,,
9907000,PROGRESS,209273,,11/21/2012 12:00:00 AM +0000,11/21/2012 12:00:00 AM +0000,FAILED,RICHARD BALESTERI,,220,WAKEFIELD,220 WAKEFIELD,BUFFALO,NY,14214,99070000903800001024000,,,,,,,,,
9907893,PROGRESS,206596,,12/06/2012 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,FAILED,PAUL CLIFT,,76,TOWNSEND,76 TOWNSEND,BUFFALO,NY,14212,99078931116000001011000,,,,,,,,,
9905845,PROGRESS,213477,,10/22/2012 12:00:00 AM +0000,,WAIVED,NONE,Closed By Mass Update due to Old Inspection,,,,,,,9905845,,,,,,,,,
9930561,PROGRESS,215067,,06/19/2014 12:00:00 AM +0000,06/19/2014 12:00:00 AM +0000,FAILED,KEVIN GOULD,,752,TAUNTON,752 TAUNTON,BUFFALO,NY,14216,99305610794500003009000,,,,,,,,,
9937452,PROGRESS,220507,,05/28/2013 12:00:00 AM +0000,05/28/2013 12:00:00 AM +0000,CLOSED,TRACY   KRUG,,431,JEFFERSON,431 JEFFERSON,BUFFALO,NY,14204,99374521115800001045000,,,,,,,,,
9953231,PROGRESS,208937,,07/15/2016 12:00:00 AM +0000,07/15/2016 12:00:00 AM +0000,PASSED,FRANK DIJAMES,,137,MILLS,137 MILLS,BUFFALO,NY,14211,99532311017700009020000,,,,,,,,,
9913889,PROGRESS,215080,,12/12/2012 12:00:00 AM +0000,12/12/2012 12:00:00 AM +0000,FAILED,MICHAEL MUSCARELLA,,746,TAUNTON,746 TAUNTON,BUFFALO,NY,14216,99138890794500003008000,,,,,,,,,
9932126,PROGRESS,219215,,04/23/2013 12:00:00 AM +0000,04/23/2013 12:00:00 AM +0000,CLOSED,DWAIN LAWS,,1045,JEFFERSON,1045 JEFFERSON,BUFFALO,NY,14204,99321261007400001043000,,,,,,,,,
9918604,PROGRESS,216328,,01/17/2013 12:00:00 AM +0000,01/17/2013 12:00:00 AM +0000,FAILED,PATRICK LONERGAN,,584,CLINTON,584 CLINTON,BUFFALO,NY,14210,99186041117400001001000,,,,,,,,,
9928044,PROGRESS,169425,,12/19/2013 12:00:00 AM +0000,12/19/2013 12:00:00 AM +0000,FAILED,RAYMOND   MCGURN,,696,TAUNTON,696 TAUNTON,BUFFALO,NY,14216,99280440785200002003000,,,,,,,,,
9935610,PROGRESS,220076,,05/13/2013 12:00:00 AM +0000,05/13/2013 12:00:00 AM +0000,FAILED,FRANK DIJAMES,,473,BEST,473 BEST,BUFFALO,NY,14208,99356101007400003006000,,,,,,,,,
9931065,PROGRESS,218992,,04/05/2013 12:00:00 AM +0000,04/05/2013 12:00:00 AM +0000,CLOSED,KEVIN COYNE,,1820,ELMWOOD,1820 ELMWOOD,BUFFALO,NY,14216,99310650786900001007000,,,,,,,,,
9920692,PROGRESS,216328,,02/12/2013 12:00:00 AM +0000,02/12/2013 12:00:00 AM +0000,CLOSED,PATRICK LONERGAN,,584,CLINTON,584 CLINTON,BUFFALO,NY,14210,99206921117400001001000,,,,,,,,,
9930564,PROGRESS,215069,,11/01/2013 12:00:00 AM +0000,11/01/2013 12:00:00 AM +0000,FAILED,RAYMOND   MCGURN,,768,TAUNTON,768 TAUNTON,BUFFALO,NY,14216,99305640794500003013000,,,,,,,,,
9926644,PROGRESS,204217,12/01/2013 12:00:00 AM +0000,03/05/2013 12:00:00 AM +0000,03/05/2013 12:00:00 AM +0000,FAILED,JOSEPH   SACCO,,580,STARIN,580 STARIN,BUFFALO,NY,14214,99266440784300003015000,,,,,,,,,
9925613,PROGRESS,202329,,09/09/2013 12:00:00 AM +0000,09/09/2013 12:00:00 AM +0000,PASSED,PAUL CLIFT,,1076,SYCAMORE,1076 SYCAMORE,BUFFALO,NY,14212,99256131017700004004000,,,,,,,,,
9920257,PROGRESS,216603,,01/23/2013 12:00:00 AM +0000,01/23/2013 12:00:00 AM +0000,CLOSED,MICHAEL MUSCARELLA,,49,POTOMAC,49 POTOMAC,BUFFALO,NY,14209,99202570887400007004200,,,,,,,,,
9913882,PROGRESS,169534,,05/13/2013 12:00:00 AM +0000,05/13/2013 12:00:00 AM +0000,FAILED,RAYMOND   MCGURN,,716,TAUNTON,716 TAUNTON,BUFFALO,NY,14216,99138820794500003001000,,,,,,,,,
9925250,PROGRESS,215746,,03/28/2013 12:00:00 AM +0000,03/28/2013 12:00:00 AM +0000,PASSED,ROBERT BARRALI,,485,RHODE ISLAND,485 RHODE ISLAND,BUFFALO,NY,14202,99252500994400008012000,,,,,,,,,
9913886,PROGRESS,215078,,11/15/2013 12:00:00 AM +0000,11/15/2013 12:00:00 AM +0000,FAILED,RAYMOND   MCGURN,,730,TAUNTON,730 TAUNTON,BUFFALO,NY,14216,99138860794500003004000,,,,,,,,,
9926293,PROGRESS,215068,,04/15/2013 12:00:00 AM +0000,04/15/2013 12:00:00 AM +0000,FAILED,RAYMOND   MCGURN,,760,TAUNTON,760 TAUNTON,BUFFALO,NY,14216,99262930794500003011000,,,,,,,,,
9910937,PROGRESS,211965,,11/26/2012 12:00:00 AM +0000,11/26/2012 12:00:00 AM +0000,FAILED,MICHAEL MUSCARELLA,,2343,BAILEY,2343 BAILEY,BUFFALO,NY,14215,99109371012500008049000,,,,,,,,,
9929425,PROGRESS,218653,,04/01/2013 12:00:00 AM +0000,04/01/2013 12:00:00 AM +0000,CLOSED,KEVIN COYNE,,153,O CONNELL,153 O CONNELL,BUFFALO,NY,14210,99294251224800004005000,,,,,,,,,
9928763,PROGRESS,218497,,04/03/2013 12:00:00 AM +0000,04/03/2013 12:00:00 AM +0000,FAILED,TRACY   KRUG,,20,CLARE,20 CLARE,BUFFALO,NY,14206,99287631117600005013000,,,,,,,,,
9917062,PROGRESS,215898,,01/09/2013 12:00:00 AM +0000,01/09/2013 12:00:00 AM +0000,PASSED,PATRICK LONERGAN,,375,MICHIGAN,375 MICHIGAN,BUFFALO,NY,14204,99170621116300001001110,,,,,,,,,
9921806,PROGRESS,216987,,01/25/2013 12:00:00 AM +0000,01/25/2013 12:00:00 AM +0000,FAILED,KEVIN COYNE,,1064,SYCAMORE,1064 SYCAMORE,BUFFALO,NY,14212,99218061017700004007000,,,,,,,,,
9926549,PROGRESS,218033,,03/15/2013 12:00:00 AM +0000,03/15/2013 12:00:00 AM +0000,FAILED,TRACY   KRUG,,65,TURNER,65 TURNER,BUFFALO,NY,14220,99265491338200003015000,,,,,,,,,
9937250,PROGRESS,214755,06/18/2013 12:00:00 AM +0000,,,FAILED,JOSEPH   SACCO,,1832,MAIN,1832 MAIN,BUFFALO,NY,14209,99372500898100001001110,,,,,,,,,
9927204,PROGRESS,217742,,04/24/2013 12:00:00 AM +0000,04/24/2013 12:00:00 AM +0000,FAILED,DWAIN LAWS,,2360,BAILEY,2360 BAILEY,BUFFALO,NY,14211,99272041012500001011000,,,,,,,,,
9931126,PROGRESS,219013,,04/08/2013 12:00:00 AM +0000,04/08/2013 12:00:00 AM +0000,CLOSED,TRACY   KRUG,,260,PECKHAM,260 PECKHAM,BUFFALO,NY,14206,99311261115100003025000,,,,,,,,,
9919612,PROGRESS,208058,06/18/2013 12:00:00 AM +0000,01/29/2013 12:00:00 AM +0000,,WAIVED,NONE,Closed By Mass Update due to Old Inspection,141,WOLTZ,141 WOLTZ,BUFFALO,NY,14211,99196121017700008026000,,,,,,,,,
9913899,PROGRESS,215084,,12/12/2012 12:00:00 AM +0000,12/12/2012 12:00:00 AM +0000,FAILED,MICHAEL MUSCARELLA,,778,TAUNTON,778 TAUNTON,BUFFALO,NY,14216,99138990794500003015000,,,,,,,,,
9941410,PROGRESS,221639,,06/18/2013 12:00:00 AM +0000,06/18/2013 12:00:00 AM +0000,FAILED,DAVID GILSON,,316,KENMORE,316 KENMORE,BUFFALO,NY,14223,99414100793800001004000,,,,,,,,,
9916723,PROGRESS,215818,,10/24/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000,FAILED,JACK   KULHANEK,,1022,DELAWARE,1022 DELAWARE,BUFFALO,NY,14209,99167231003900001035000,,,,,,,,,
9910938,PROGRESS,211965,,12/05/2012 12:00:00 AM +0000,12/05/2012 12:00:00 AM +0000,PASSED,DWAIN LAWS,,2343,BAILEY,2343 BAILEY,BUFFALO,NY,14215,99109381012500008049000,,,,,,,,,
9911775,PROGRESS,171890,12/01/2012 12:00:00 AM +0000,01/17/2013 12:00:00 AM +0000,01/17/2013 12:00:00 AM +0000,CLOSED,GARY ZIOLKOWSKI,,147,WOLTZ,147 WOLTZ,BUFFALO,NY,14211,99117751017700008028000,,,,,,,,,
9916897,PROGRESS,215877,,01/07/2013 12:00:00 AM +0000,01/07/2013 12:00:00 AM +0000,FAILED,GENE   FRONCZAK,,510,HINMAN,510 HINMAN,BUFFALO,NY,14216,99168970774300005011000,,,,,,,,,
9913156,PROGRESS,152241,,03/25/2013 12:00:00 AM +0000,03/25/2013 12:00:00 AM +0000,FAILED,BRIAN HAYDEN,,686,MAIN,686 MAIN,BUFFALO,NY,14203,99131561113000005006000,,,,,,,,,
9926116,PROGRESS,216202,,03/11/2013 12:00:00 AM +0000,03/11/2013 12:00:00 AM +0000,CLOSED,KEVIN COYNE,,407,JEFFERSON,407 JEFFERSON,BUFFALO,NY,14204,99261161115800001039000,,,,,,,,,
9913849,PROGRESS,215066,,12/12/2012 12:00:00 AM +0000,12/12/2012 12:00:00 AM +0000,FAILED,DWAIN LAWS,,742,TAUNTON,742 TAUNTON,BUFFALO,NY,14216,99138490794500003007000,,,,,,,,,
9913844,PROGRESS,215064,,12/12/2012 12:00:00 AM +0000,12/12/2012 12:00:00 AM +0000,FAILED,DWAIN LAWS,,726,TAUNTON,726 TAUNTON,BUFFALO,NY,14216,99138440794500003003000,,,,,,,,,
9927997,PROGRESS,218375,,03/19/2013 12:00:00 AM +0000,03/19/2013 12:00:00 AM +0000,CLOSED,MICHAEL MUSCARELLA,,1045,JEFFERSON,1045 JEFFERSON,BUFFALO,NY,14204,99279971007400001043000,,,,,,,,,
9921906,PROGRESS,214156,,04/10/2013 12:00:00 AM +0000,04/10/2013 12:00:00 AM +0000,FAILED,FRANK DIJAMES,,582,SYCAMORE,582 SYCAMORE,BUFFALO,NY,14212,99219061113400005011000,,,,,,,,,
9915144,PROGRESS,206596,,01/22/2013 12:00:00 AM +0000,01/22/2013 12:00:00 AM +0000,FAILED,PAUL CLIFT,,76,TOWNSEND,76 TOWNSEND,BUFFALO,NY,14212,99151441116000001011000,,,,,,,,,
9918665,PROGRESS,214755,02/25/2013 12:00:00 AM +0000,04/22/2013 12:00:00 AM +0000,04/22/2013 12:00:00 AM +0000,FAILED,JOSEPH   SACCO,,1832,MAIN,1832 MAIN,BUFFALO,NY,14209,99186650898100001001110,,,,,,,,,
9929370,PROGRESS,210807,,05/07/2013 12:00:00 AM +0000,05/07/2013 12:00:00 AM +0000,FAILED,RAYMOND   MCGURN,,387,PARKER,387 PARKER,BUFFALO,NY,14216,99293700786800004044000,,,,,,,,,
9940301,PROGRESS,221358,,06/11/2013 12:00:00 AM +0000,06/11/2013 12:00:00 AM +0000,CLOSED,TRACY   KRUG,,,,,,,,9940301,,,,,,,,,
9913865,PROGRESS,215072,,03/15/2013 12:00:00 AM +0000,03/15/2013 12:00:00 AM +0000,FAILED,ANGELA   WHITE,,686,TAUNTON,686 TAUNTON,BUFFALO,NY,14216,99138650785200002001000,,,,,,,,,
9915926,PROGRESS,210807,,03/26/2013 12:00:00 AM +0000,03/26/2013 12:00:00 AM +0000,FAILED,RAYMOND   MCGURN,,387,PARKER,387 PARKER,BUFFALO,NY,14216,99159260786800004044000,,,,,,,,,
9913891,PROGRESS,215081,,12/12/2012 12:00:00 AM +0000,12/12/2012 12:00:00 AM +0000,FAILED,MICHAEL MUSCARELLA,,756,TAUNTON,756 TAUNTON,BUFFALO,NY,14216,99138910794500003010000,,,,,,,,,
9915328,PROGRESS,215362,,12/21/2012 12:00:00 AM +0000,12/21/2012 12:00:00 AM +0000,PASSED,TRACY   KRUG,,56,TOWNSEND,56 TOWNSEND,BUFFALO,NY,14212,99153281116000001018000,,,,,,,,,
9930750,PROGRESS,218941,,04/16/2013 12:00:00 AM +0000,04/16/2013 12:00:00 AM +0000,CLOSED,PATRICK LONERGAN,,250,FILLMORE,250 FILLMORE,BUFFALO,NY,14206,99307501117600002034000,,,,,,,,,
9928060,PROGRESS,215084,,07/30/2013 12:00:00 AM +0000,07/30/2013 12:00:00 AM +0000,FAILED,RAYMOND   MCGURN,,778,TAUNTON,778 TAUNTON,BUFFALO,NY,14216,99280600794500003015000,,,,,,,,,
9927203,PROGRESS,217742,,03/18/2013 12:00:00 AM +0000,03/18/2013 12:00:00 AM +0000,FAILED,DWAIN LAWS,,2360,BAILEY,2360 BAILEY,BUFFALO,NY,14211,99272031012500001011000,,,,,,,,,
9938760,PROGRESS,220844,,05/29/2013 12:00:00 AM +0000,05/29/2013 12:00:00 AM +0000,PASSED,KEVIN COYNE,,148,NORTH ST,148 NORTH ST,HAMBURG,NY,14075,99387601115300002002000,,,,,,,,,
9930559,PROGRESS,215066,,09/21/2015 12:00:00 AM +0000,09/21/2015 12:00:00 AM +0000,FAILED,DWAIN LAWS,,742,TAUNTON,742 TAUNTON,BUFFALO,NY,14216,99305590794500003007000,,,,,,,,,
9924407,PROGRESS,51800,04/03/2013 12:00:00 AM +0000,04/03/2013 12:00:00 AM +0000,04/03/2013 12:00:00 AM +0000,FAILED,CHARLES DIDIO,,212,RICHMOND,212 RICHMOND,BUFFALO,NY,14222,99244070996000006011000,,,,,,,,,
9923836,PROGRESS,206596,,03/28/2013 12:00:00 AM +0000,03/28/2013 12:00:00 AM +0000,FAILED,PAUL CLIFT,,76,TOWNSEND,76 TOWNSEND,BUFFALO,NY,14212,99238361116000001011000,,,,,,,,,
9938584,PROGRESS,217515,,08/28/2013 12:00:00 AM +0000,08/28/2013 12:00:00 AM +0000,FAILED,PAUL CLIFT,,50,FAY,50 FAY,BUFFALO,NY,14211,99385841017200003022000,42.90234814172368,-78.81505624358337,POINT (-78.81505624358337 42.90234814172368),LOVEJOY,District C,28,4,4003,Genesee-Moselle
9912594,PROGRESS,198124,02/20/2013 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,,WAIVED,NONE,Closed By Mass Update due to Old Inspection,410,KENMORE,410 KENMORE,BUFFALO,NY,14214,99125940793700002015100,,,,,,,,,
9913855,PROGRESS,215069,,12/12/2012 12:00:00 AM +0000,12/12/2012 12:00:00 AM +0000,FAILED,DWAIN LAWS,,768,TAUNTON,768 TAUNTON,BUFFALO,NY,14216,99138550794500003013000,,,,,,,,,
9919476,PROGRESS,208267,,07/29/2013 12:00:00 AM +0000,07/29/2013 12:00:00 AM +0000,CLOSED,ROBERT BARRALI,,15,CHENANGO,15 CHENANGO,BUFFALO,NY,14213,99194760994400007023000,,,,,,,,,
9913887,PROGRESS,215079,,12/12/2012 12:00:00 AM +0000,12/12/2012 12:00:00 AM +0000,FAILED,MICHAEL MUSCARELLA,,738,TAUNTON,738 TAUNTON,BUFFALO,NY,14216,99138870794500003006000,,,,,,,,,
9915886,PROGRESS,215519,,12/28/2012 12:00:00 AM +0000,12/28/2012 12:00:00 AM +0000,CLOSED,KEVIN COYNE,,146,EMSLIE,146 EMSLIE,BUFFALO,NY,14206,99158861117400004010000,,,,,,,,,
9931923,PROGRESS,219165,,04/22/2013 12:00:00 AM +0000,04/22/2013 12:00:00 AM +0000,CLOSED,WILLIAM MANUSZEWSKI,,418,HIGH,418 HIGH,BUFFALO,NY,14204,99319231007400001022000,,,,,,,,,
9919697,PROGRESS,216526,,01/18/2013 12:00:00 AM +0000,01/18/2013 12:00:00 AM +0000,FAILED,STEVEN PIERI,,150,RIDGEWOOD,150 RIDGEWOOD,BUFFALO,NY,14210,99196971336400005044000,,,,,,,,,
9929198,PROGRESS,218589,,03/22/2013 12:00:00 AM +0000,03/22/2013 12:00:00 AM +0000,FAILED,TRACY   KRUG,,136,COMO,136 COMO,BUFFALO,NY,14220,99291981333200002031000,42.85020491975189,-78.81933828297088,POINT (-78.81933828297088 42.85020491975189),SOUTH,District A,8,3,3000,South Park
9918357,PROGRESS,216276,,11/14/2012 12:00:00 AM +0000,11/14/2012 12:00:00 AM +0000,FAILED,Christopher Curtin,,291,WILLIAM,291 WILLIAM,BUFFALO,NY,14203,99183571111400002003000,,,,,,,,,
9912343,PROGRESS,184797,,06/25/2013 12:00:00 AM +0000,06/25/2013 12:00:00 AM +0000,FAILED,RAYMOND   MCGURN,,239,VOORHEES,239 VOORHEES,BUFFALO,NY,14216,99123430787600001020000,,,,,,,,,
9916456,PROGRESS,215746,,02/04/2013 12:00:00 AM +0000,02/04/2013 12:00:00 AM +0000,FAILED,ROBERT BARRALI,,485,RHODE ISLAND,485 RHODE ISLAND,BUFFALO,NY,14202,99164560994400008012000,,,,,,,,,
9913884,PROGRESS,215077,,09/04/2013 12:00:00 AM +0000,09/04/2013 12:00:00 AM +0000,FAILED,RAYMOND   MCGURN,,722,TAUNTON,722 TAUNTON,BUFFALO,NY,14216,99138840794500003002000,,,,,,,,,
9914798,PROGRESS,215267,,02/08/2013 12:00:00 AM +0000,02/08/2013 12:00:00 AM +0000,FAILED,FRANK DIJAMES,,39,STRAUSS,39 STRAUSS,BUFFALO,NY,14211,99147981113600002038000,,,,,,,,,
9913895,PROGRESS,215082,,03/20/2013 12:00:00 AM +0000,03/20/2013 12:00:00 AM +0000,FAILED,ANGELA   WHITE,,764,TAUNTON,764 TAUNTON,BUFFALO,NY,14216,99138950794500003012000,,,,,,,,,
9913783,PROGRESS,196996,,03/11/2013 12:00:00 AM +0000,03/11/2013 12:00:00 AM +0000,PASSED,ANGELA   WHITE,,692,TAUNTON,692 TAUNTON,BUFFALO,NY,14216,99137830785200002002000,,,,,,,,,
9913883,PROGRESS,215077,,12/12/2012 12:00:00 AM +0000,12/12/2012 12:00:00 AM +0000,FAILED,MICHAEL MUSCARELLA,,722,TAUNTON,722 TAUNTON,BUFFALO,NY,14216,99138830794500003002000,,,,,,,,,
9913851,PROGRESS,215067,,12/12/2012 12:00:00 AM +0000,12/12/2012 12:00:00 AM +0000,FAILED,DWAIN LAWS,,752,TAUNTON,752 TAUNTON,BUFFALO,NY,14216,99138510794500003009000,,,,,,,,,
9933771,PROGRESS,216987,,09/04/2013 12:00:00 AM +0000,09/04/2013 12:00:00 AM +0000,CLOSED,VINCE FERRARACCIO,,1064,SYCAMORE,1064 SYCAMORE,BUFFALO,NY,14212,99337711017700004007000,,,,,,,,,
9913854,PROGRESS,215068,,03/12/2013 12:00:00 AM +0000,03/12/2013 12:00:00 AM +0000,FAILED,ANGELA   WHITE,,760,TAUNTON,760 TAUNTON,BUFFALO,NY,14216,99138540794500003011000,,,,,,,,,
9912409,PROGRESS,193719,,02/07/2013 12:00:00 AM +0000,02/07/2013 12:00:00 AM +0000,FAILED,FRANK DIJAMES,,477,BEST,477 BEST,BUFFALO,NY,14208,99124091007400003007000,,,,,,,,,
9919681,PROGRESS,216522,,01/25/2013 12:00:00 AM +0000,01/25/2013 12:00:00 AM +0000,FAILED,PATRICK LONERGAN,,189,HAMBURG,189 HAMBURG,BUFFALO,NY,14204,99196811224100001030000,,,,,,,,,
9915885,PROGRESS,215519,,12/28/2012 12:00:00 AM +0000,12/28/2012 12:00:00 AM +0000,CLOSED,TRACY   KRUG,,146,EMSLIE,146 EMSLIE,BUFFALO,NY,14206,99158851117400004010000,,,,,,,,,
9976717,PROGRESS,218497,,02/14/2014 12:00:00 AM +0000,02/14/2014 12:00:00 AM +0000,FAILED,PATRICK LONERGAN,,20,CLARE,20 CLARE,BUFFALO,NY,14206,99767171117600005013000,,,,,,,,,
9941724,PROGRESS,221750,,07/25/2013 12:00:00 AM +0000,07/25/2013 12:00:00 AM +0000,PASSED,JOSEPH LATONA,,43,ERB,43 ERB,BUFFALO,NY,14215,99417241012700004010000,,,,,,,,,
9965021,PROGRESS,224395,,05/12/2015 12:00:00 AM +0000,05/12/2015 12:00:00 AM +0000,PASSED,PATRICK LONERGAN,,295,HAMBURG,295 HAMBURG,BUFFALO,NY,14204,99650211223300005032000,,,,,,,,,
9963068,PROGRESS,212232,,01/10/2014 12:00:00 AM +0000,01/10/2014 12:00:00 AM +0000,FAILED,MICHAEL MUSCARELLA,,2356,BAILEY,2356 BAILEY,BUFFALO,NY,14211,99630681012500001012000,,,,,,,,,
9954418,PROGRESS,215076,,06/19/2014 12:00:00 AM +0000,06/19/2014 12:00:00 AM +0000,FAILED,KEVIN GOULD,,712,TAUNTON,712 TAUNTON,BUFFALO,NY,14216,99544180785200002007000,,,,,,,,,
9963253,PROGRESS,215069,,06/19/2014 12:00:00 AM +0000,06/19/2014 12:00:00 AM +0000,PASSED,KEVIN GOULD,,768,TAUNTON,768 TAUNTON,BUFFALO,NY,14216,99632530794500003013000,,,,,,,,,
9956203,PROGRESS,225341,,09/17/2013 12:00:00 AM +0000,09/17/2013 12:00:00 AM +0000,PASSED,KEVIN LUTHRINGER,,1380,SENECA,1380 SENECA,BUFFALO,NY,14202,99562031230900004012000,,,,,,,,,
9941828,PROGRESS,217589,07/16/2013 12:00:00 AM +0000,06/05/2013 12:00:00 AM +0000,06/05/2013 12:00:00 AM +0000,FAILED,CHARLES DIDIO,,438,RICHMOND,438 RICHMOND,BUFFALO,NY,14222,99418280994400006001000,,,,,,,,,
9947135,PROGRESS,208937,,08/28/2013 12:00:00 AM +0000,08/28/2013 12:00:00 AM +0000,FAILED,PAUL CLIFT,,137,MILLS,137 MILLS,BUFFALO,NY,14211,99471351017700009020000,,,,,,,,,
9962888,PROGRESS,226996,,11/07/2013 12:00:00 AM +0000,11/07/2013 12:00:00 AM +0000,FAILED,VINCE FERRARACCIO,,1064,SYCAMORE,1064 SYCAMORE,BUFFALO,NY,14212,99628881017700004007000,,,,,,,,,
9972146,PROGRESS,211249,03/13/2014 12:00:00 AM +0000,03/13/2014 12:00:00 AM +0000,03/13/2014 12:00:00 AM +0000,FAILED,KEITH DAVIES,,1629,ELMWOOD,1629 ELMWOOD,BUFFALO,NY,14207,99721460892100003001000,,,,,,,,,
9970033,PROGRESS,192588,,03/14/2014 12:00:00 AM +0000,03/14/2014 12:00:00 AM +0000,FAILED,PAUL BANYI,,220,TERRACE,220 TERRACE,BUFFALO,NY,14202,99700331116100003001000A,,,,,,,,,
9952742,PROGRESS,222968,,11/08/2013 12:00:00 AM +0000,11/08/2013 12:00:00 AM +0000,PASSED,MICHAEL MUSCARELLA,,101,OAK,101 OAK,BUFFALO,NY,14201,99527421111300012001100,,,,,,,,,
9948292,PROGRESS,223382,,08/30/2013 12:00:00 AM +0000,08/30/2013 12:00:00 AM +0000,FAILED,PAUL CLIFT,,106,REIMAN,106 REIMAN,BUFFALO,NY,14206,99482921122600004027000,42.89509160968862,-78.80544164781263,POINT (-78.80544164781263 42.89509160968862),LOVEJOY,District C,24,4,4000,Lovejoy
9957546,PROGRESS,225727,,10/04/2013 12:00:00 AM +0000,10/04/2013 12:00:00 AM +0000,FAILED,FRANK DIJAMES,,108,RILEY,108 RILEY,BUFFALO,NY,14208,99575461004800004040000,,,,,,,,,
9942370,PROGRESS,221939,,06/26/2013 12:00:00 AM +0000,06/26/2013 12:00:00 AM +0000,PASSED,KEVIN LUTHRINGER,,58,BRADLEY,58 BRADLEY,BUFFALO,NY,14202,99423700885000001006000,,,,,,,,,
9946528,PROGRESS,222968,,08/23/2013 12:00:00 AM +0000,08/23/2013 12:00:00 AM +0000,FAILED,MICHAEL MUSCARELLA,,101,OAK,101 OAK,BUFFALO,NY,14201,99465281111300012001100,,,,,,,,,
9952546,PROGRESS,224353,12/01/2013 12:00:00 AM +0000,09/27/2013 12:00:00 AM +0000,09/27/2013 12:00:00 AM +0000,FAILED,KEITH DAVIES,,199,SCOTT,199 SCOTT,BUFFALO,NY,14210,99525461222300001002000,,,,,,,,,
9956057,PROGRESS,225298,,09/14/2013 12:00:00 AM +0000,09/14/2013 12:00:00 AM +0000,FAILED,MICHAEL MUSCARELLA,,1296,DELAWARE,1296 DELAWARE,BUFFALO,NY,14209,99560571002300001011000,,,,,,,,,
9967070,PROGRESS,227797,,09/30/2013 12:00:00 AM +0000,09/30/2013 12:00:00 AM +0000,FAILED,JACK   KULHANEK,,850,SYCAMORE,850 SYCAMORE,BUFFALO,NY,14212,99670701008400003001000,,,,,,,,,
9949698,PROGRESS,208611,02/12/2015 12:00:00 AM +0000,08/01/2016 12:00:00 AM +0000,08/01/2016 12:00:00 AM +0000,FAILED,FRANK DIJAMES,Closed By Mass Update due to Old Inspection,541,BEST,541 BEST,BUFFALO,NY,14208,99496981007500001001100,,,,,,,,,
9968401,PROGRESS,228030,,,12/09/2013 12:00:00 AM +0000,WAIVED,NONE,[WAIVED BY:CAPJ2 ON:12/09/2013],,,,,,,9968401,,,,,,,,,
9941749,PROGRESS,221763,,06/20/2013 12:00:00 AM +0000,06/20/2013 12:00:00 AM +0000,FAILED,DWAIN LAWS,,121,ERB,121 ERB,BUFFALO,NY,14215,99417490908300004048000,,,,,,,,,
9941720,PROGRESS,221748,,06/20/2013 12:00:00 AM +0000,06/20/2013 12:00:00 AM +0000,FAILED,DWAIN LAWS,,33,ERB,33 ERB,BUFFALO,NY,14215,99417201012700004012000,,,,,,,,,
9965026,PROGRESS,227335,,10/30/2013 12:00:00 AM +0000,10/30/2013 12:00:00 AM +0000,FAILED,PATRICK LONERGAN,,254,FILLMORE,254 FILLMORE,BUFFALO,NY,14206,99650261117600002032000,,,,,,,,,
9952544,PROGRESS,224353,12/01/2013 12:00:00 AM +0000,07/31/2013 12:00:00 AM +0000,07/31/2013 12:00:00 AM +0000,FAILED,PAUL BANYI,,199,SCOTT,199 SCOTT,BUFFALO,NY,14210,99525441222300001002000,,,,,,,,,
9970396,PROGRESS,218498,,02/07/2014 12:00:00 AM +0000,02/07/2014 12:00:00 AM +0000,FAILED,PATRICK LONERGAN,,24,CLARE,24 CLARE,BUFFALO,NY,14206,99703961117600005012000,,,,,,,,,
9941725,PROGRESS,221751,,06/20/2013 12:00:00 AM +0000,06/20/2013 12:00:00 AM +0000,FAILED,DWAIN LAWS,,49,ERB,49 ERB,BUFFALO,NY,14215,99417251012700004008000,,,,,,,,,
9955377,PROGRESS,225057,,09/05/2013 12:00:00 AM +0000,09/05/2013 12:00:00 AM +0000,CLOSED,WILLIAM MANUSZEWSKI,,18,CLARE,18 CLARE,BUFFALO,NY,14206,99553771117600005014000,,,,,,,,,
9941764,PROGRESS,221768,,06/20/2013 12:00:00 AM +0000,06/20/2013 12:00:00 AM +0000,FAILED,DWAIN LAWS,,149,ERB,149 ERB,BUFFALO,NY,14215,99417640908300004058000,,,,,,,,,
