RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,Link,Latitude,Longitude,Location1
009159-20CP,Complaint,Request,Noise,PER CSB: Construction noise starting 4am pumping sound of some sort. Respect for the residents regardless of what permit you have in place. Very loud. noise code violation,2020-10-16,,,Completed,1401 ALASKAN WAY,SEATTLE,WA,98101,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009159-20CP,47.60686060,-122.34159627,"1401 ALASKAN WAY
SEATTLE, WA 98101
(47.6068606, -122.34159627)"
008365-20CP,Complaint,Request,,PER CSB: [Bushes are growing from private property over the sidewalk and unto the bus stop]PHOTO LINK:http://servicerequest.seattle.gov/media/seattle/report/photos/5f414c5ee896d7c48c340e15/report.jpg,2020-09-15,2020-11-03,Completed,Completed,2221 E THOMAS ST,SEATTLE,WA,98112,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008365-20CP,47.62119804,-122.30275077,"2221 E THOMAS ST
SEATTLE, WA 98112
(47.62119804, -122.30275077)"
008556-20CP,Complaint,Request,Land Use,"Per Online; When I  first came to view my current home next door to the neglected property (on August 23, 2020) we noticed several issues with the indicated property (152 21st Ave E, just next door to us). There was construction on that property recently though it seems to be wrapping up now. However the builder has left a huge mess on the site, and we were disappointed to see that none of these issues had been resolved by the time we moved in on 9/25.A few examples of wha",2020-09-29,2020-11-03,Completed,Completed,152 21ST AVE E,SEATTLE,WA,98112,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008556-20CP,47.61996947,-122.30448702,"152 21ST AVE E
SEATTLE, WA 98112
(47.61996947, -122.30448702)"
009409-20CP,Complaint,Request,Construction,"The city retaining wall located on Perkins Lane W is breached by water and debris (mud - lots of it!) every time it rains significantly.  We had a big river of mud flowing over, through and around the wall during the latest rains.",2020-10-29,2020-11-03,Completed,Closed,3025 MAGNOLIA BLVD W,SEATTLE,WA,98199,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009409-20CP,47.64741806,-122.41496673,"3025 MAGNOLIA BLVD W
SEATTLE, WA 98199
(47.64741806, -122.41496673)"
009443-20CP,Complaint,Request,Noise,"There is a storage lot on the NE corner of 8th and PineThis morning 10/31/2020 at 1:00AM six workers were there cutting black steel pipe stored on the lot with a grinder.  It woke me up.  I called the 911 operator at 1:15 AM since I thought someone was stealing something.The person working at the lot today had on a ""Lewis-Crutcher"" hard hat but said it wasn't his company.",2020-10-31,,,Completed,1630 8th AVE,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009443-20CP,,,1630 8th AVE
008304-20CP,Complaint,Request,Land Use,"Per Online; The developer at these two residences came in over the last week to change out the exterior lighting due to our complaint about the excessive exterior lighting.  He came to remove the fixtures on both residences, replaced one with a downward facing fixture and took the second (at 1136) off without installing an alternate fixture. It seems that he did this for the inspection.  Today, Sept. 18, 2020, he has replaced both fixtures that again flood our property with",2020-09-18,2020-11-04,Completed,Completed,1136 26TH AVE,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008304-20CP,47.61260859,-122.29833493,"1136 26TH AVE
SEATTLE, WA 98122
(47.61260859, -122.29833493)"
004589-18CP,Complaint,Request,Land Use,"ZONING--townhome at 3815 Interlake Ave N is being used as a short-term rental, advertised on AirBnb at the following address, however it has not been registered as a rental property nor permitted as a short-term rental.https://www.airbnb.com/rooms/38545",2018-05-22,,,Closed,3815 INTERLAKE AVE N,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004589-18CP,47.65325233,-122.34160933,"3815 INTERLAKE AVE N
SEATTLE, WA 98103
(47.65325233, -122.34160933)"
006468-20CP,Complaint,Request,Land Use,The property owners have a storage shed that protrudes into the alley shared by houses on 22nd Ave S and 23rd Ave S.  The shed goes pass their fence/propeprty line into the alley.  They placed it there to give them more room in their backyard.The storage shed is a hazard as emergency vehicles such as fire trucks could not get past the protruding storage shed to get to the houses.Please have the storage shed moved onto the property correctly to enable access for emergency v,2020-07-30,,,Closed,5561 23RD AVE S,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006468-20CP,47.55155253,-122.30430778,"5561 23RD AVE S
SEATTLE, WA 98108
(47.55155253, -122.30430778)"
009566-20CP,Complaint,Request,LandLord/Tenant,Rights inquiry/lease questions,2020-11-02,,,Under Investigation,6511 RAINIER AVE S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009566-20CP,47.54381714,-122.27412577,"6511 RAINIER AVE S
SEATTLE, WA 98118
(47.54381714, -122.27412577)"
008487-20CP,Complaint,Request,Weeds,no answer,2020-09-24,2020-11-03,Completed,Completed,1020 BELLEVUE CT E,SEATTLE,WA,98102,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008487-20CP,47.62760121,-122.32692732,"1020 BELLEVUE CT E
SEATTLE, WA 98102
(47.62760121, -122.32692732)"
009481-20CP,Complaint,Request,Vacant Building,This house which has now been abandoned for more than 8 years and is increasingly falling apart. It is rat infested and they are spilling into the neighborhood. The house is completely open to the outside at this point.,2020-11-02,,,Completed,415 31ST AVE E,SEATTLE,WA,98112,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009481-20CP,47.62297225,-122.29233567,"415 31ST AVE E
SEATTLE, WA 98112
(47.62297225, -122.29233567)"
009559-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP:It is really tough to see if children are crossing at the crosswalk because the plants are so dense and grow next to the crosswalk.],2020-11-04,,,Under Investigation,6209 MERIDIAN AVE N,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009559-20CP,47.67389770,-122.333675,"6209 MERIDIAN AVE N
SEATTLE, WA 98103
(47.6738977, -122.333675)"
1050164-CT,Citation,Case,Weeds,03/16/2020- Observed overgrowth of vegetation encroaching sidewalk- heaved sidewalk reported to SDOT (20-00064578)- jls,2020-04-01,2020-11-03,Compliance Achieved,Completed,354 GARFIELD ST,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050164-CT,47.63332238,-122.35051871,"354 GARFIELD ST
SEATTLE, WA 98109
(47.63332238, -122.35051871)"
009436-20CP,Complaint,Request,Noise,"At 3:00am and again at 3:45am on Saturday, Oct 31, very loud construction noise came from the construction site at 9th and Olive, downtown Seattle.The noise was like a leaf blower, but louder.  Maybe some kind of compressor.  It persisted for 10-15 minutes.",2020-10-31,,,Completed,809 OLIVE WAY,SEATTLE,WA,98101,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009436-20CP,47.61397452,-122.33352833,"809 OLIVE WAY
SEATTLE, WA 98101
(47.61397452, -122.33352833)"
008390-20CP,Complaint,Request,Land Use,Scrap metal and building materials stored in E side of yard for years.  Eyesore and blight on the neighborhood. Also appears to have more than permitted number of units onsite.,2020-09-22,2020-11-05,Completed,Completed,502 21st AVE E,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008390-20CP,47.62336519,-122.30442419,"502 21st AVE E
(47.62336519, -122.30442419)"
008422-20CP,Complaint,Request,Weeds,[from / while adjacent private property per photo] Bush blocks sidewalk,2020-09-23,2020-10-29,Completed,Completed,1121 RAINIER AVE S,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008422-20CP,47.59271740,-122.30938485,"1121 RAINIER AVE S
SEATTLE, WA 98144
(47.5927174, -122.30938485)"
009560-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP:no answer,2020-11-04,,,Under Investigation,6400 SEAVIEW AVE NW,SEATTLE,WA,98107,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009560-20CP,47.67514022,-122.40616856,"6400 SEAVIEW AVE NW
SEATTLE, WA 98107
(47.67514022, -122.40616856)"
006537-20CP,Complaint,Request,Tree,Per Online; Illegal cutting of Cherry Blossoms,2020-08-01,2020-10-13,Completed,Completed,1919 SW Webster ST,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006537-20CP,47.53526392,-122.3589748,"1919 SW Webster ST
(47.53526392, -122.3589748)"
009451-20CP,Complaint,Request,,There are rats living in the abandoned house. I have seen them coming off the roof into the tree in the front yard and running from the backyard.,2020-11-01,,,Completed,415 31ST AVE E,SEATTLE,WA,98112,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009451-20CP,47.62297225,-122.29233567,"415 31ST AVE E
SEATTLE, WA 98112
(47.62297225, -122.29233567)"
1051237-VI,Notice of Violation,Case,,"We believe our unit is uninhabitable based on the RRIO checklist. We would like to take action against the management company, Walls Property Management and would like proof that the unit is uninhabitable.",2020-10-29,2020-10-29,Completed,NOV Issued,1435 22ND AVE,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051237-VI,47.61400944,-122.30386316,"1435 22ND AVE
SEATTLE, WA 98122
(47.61400944, -122.30386316)"
1050723-VI,Notice of Violation,Case,,"Per Onliner; Transients have broken into the single family home structure on this property and have left it open to others. The OSB covering on the back door is insufficient to keep people out.  Police were called when they were opening the building up; but, the police did not arrive in time to catch them in the act.  Officers looked into the doorway and saw a drop-off, saying that the property was ""a danger.""Previously, there has been a no-trespassing agreement between the",2020-08-11,,,Completed,10540 GREENWOOD AVE N,SEATTLE,WA,98133,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050723-VI,47.70621140,-122.35498804,"10540 GREENWOOD AVE N
SEATTLE, WA 98133
(47.7062114, -122.35498804)"
008936-20CP,Complaint,Request,Vacant Building,Squatting or unhoused citizens using abandoned house located at 8034 Mary Ave NW 98117.  Sign posted has job number: 3034301-LU.  House has been vacant for well over a year.  Reports of needles being found in alley.  House and property is not being maintained by property owner.,2020-10-12,,,Open Duplicate,8034 MARY AVE NW,SEATTLE,WA,98117,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008936-20CP,47.68790471,-122.37517529,"8034 MARY AVE NW
SEATTLE, WA 98117
(47.68790471, -122.37517529)"
008623-20CP,Complaint,Request,,"LENT FOR DRYERS MISSING, WASHING MACHINES DO NOT WORK, NO FLOODLIGHTS OUTSIDE (SAFETY ISSUE) PROBLEMS WITH ELECTRIC OUTLETS",2020-09-30,,,Completed,111 NE 112TH ST,SEATTLE,WA,98125,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008623-20CP,47.70971369,-122.32810678,"111 NE 112TH ST
SEATTLE, WA 98125
(47.70971369, -122.32810678)"
004797-20CP,Complaint,Request,Weeds,Overgrown bush blocking sidewalk.,2020-06-04,,,Completed,939 N 72ND ST,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004797-20CP,47.68089405,-122.34560657,"939 N 72ND ST
SEATTLE, WA 98103
(47.68089405, -122.34560657)"
009543-20CP,Complaint,Request,Noise,"False fire alarms all hours, trash room us dirty hallways dirty and people not wearing masks",2020-11-04,,,Completed,329 23rd AVE S,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009543-20CP,47.59965740,-122.30257264,"329 23rd AVE S
(47.5996574, -122.30257264)"
004363-20CP,Complaint,Request,Land Use,"neighbor has been ADU pipes are all over the place, working without permit",2020-05-28,2020-11-05,Completed,Completed,8436 SEWARD PARK AVE S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004363-20CP,47.52747634,-122.26550016,"8436 SEWARD PARK AVE S
SEATTLE, WA 98118
(47.52747634, -122.26550016)"
008997-20CP,Complaint,Request,Vacant Building,Per Online; The chimney is falling down. Yesterday and today big chunks came off. I am concerned that it will hit my fence or my house.,2020-10-13,,,Completed,415 31ST AVE E,SEATTLE,WA,98112,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008997-20CP,47.62297225,-122.29233567,"415 31ST AVE E
SEATTLE, WA 98112
(47.62297225, -122.29233567)"
1050648-CT,Citation,Case,Land Use,ZONING-  The fence is overheight on the alley side.,2020-07-24,,,Completed,8061 20TH AVE NW,SEATTLE,WA,98117,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050648-CT,47.68857754,-122.38247474,"8061 20TH AVE NW
SEATTLE, WA 98117
(47.68857754, -122.38247474)"
1050979-VI,Notice of Violation,Case,,Resident is using the property parking lot as a full body car repair shop.   Metal work/body work/engine work.   Work has been going on 7 days a week for 8+ months.  The noise has been increasingly constant from 10am-9pm.  Multiple cars/bikes etc being worked on.  This work is being done in the complex's parking lot behind the building.,2020-09-23,,,Completed,2419 NW 57TH ST,SEATTLE,WA,98107,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050979-VI,47.66999032,-122.38852533,"2419 NW 57TH ST
SEATTLE, WA 98107
(47.66999032, -122.38852533)"
009546-20CP,Complaint,Request,Noise,"I am living next to convention construction and it is always noise. In the morning, evening, weekend. Last night I had to wake up at 3 am with jackhammer noise. This makes downtown unlivable. I moved from Boston to Seattle and to me it seems like City of Seattle doesn't care about its citizens at all. On top of construction noise, we also have to tolerate sirens from ambulance and police cars 4 am in the morning when there is no traffic. In other cities like New York and",2020-11-04,,,Under Investigation,737 OLIVE WAY,SEATTLE,WA,98101,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009546-20CP,47.61376379,-122.33446396,"737 OLIVE WAY
SEATTLE, WA 98101
(47.61376379, -122.33446396)"
008205-20CP,Complaint,Request,,Bathroom fan has been broken over a year.  AllI continue to receive are excuses for failure to repair.,2020-09-16,,,Closed,115 PREFONTAINE PL S,SEATTLE,WA,98104,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008205-20CP,47.60113987,-122.32981169,"115 PREFONTAINE PL S
SEATTLE, WA 98104
(47.60113987, -122.32981169)"
009479-20CP,Complaint,Request,Land Use,"House has been demised into two units (106 and 106A) in a SF5000 zone. Also, a shipping container is kept on the site that isn't permited.",2020-11-02,,,Under Investigation,106 NW 42ND ST,SEATTLE,WA,98107,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009479-20CP,47.65784297,-122.3577644,"106 NW 42ND ST
SEATTLE, WA 98107
(47.65784297, -122.3577644)"
009547-20CP,Complaint,Request,Noise,The construction across the street has loose plastic all over the building that's constantly flapping in the wind. It's extremely loud and disturbing to the point where it's disrupting sleep. I have reported this once before and it's still a problem. Please require them to fix it.,2020-11-04,,,Completed,227 HARVARD AVE E,SEATTLE,WA,98102,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009547-20CP,47.62069592,-122.32257302,"227 HARVARD AVE E
SEATTLE, WA 98102
(47.62069592, -122.32257302)"
1042865-CT,Citation,Case,Land Use,Excessive fence height.,2018-04-12,,,Completed,7000 23RD AVE NW,SEATTLE,WA,98117,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1042865-CT,47.67966551,-122.38510458,"7000 23RD AVE NW
SEATTLE, WA 98117
(47.67966551, -122.38510458)"
005182-20CP,Complaint,Request,Land Use,illegal duplex,2020-06-23,,,Closed,3642 S FINDLAY ST,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005182-20CP,47.55217306,-122.28656087,"3642 S FINDLAY ST
SEATTLE, WA 98118
(47.55217306, -122.28656087)"
009535-20CP,Complaint,Request,Noise,"Per Online; Construction noise has been above recommended the recommended levels of 75db over the last few hours (beginning at 10am). We are in a dense city block, where noise echoes and amplifies all around, affecting everyone who lives here, many of whom are elders and children, people laid off or working from home due to the pandemic, etc. I know construction has to happen, but this company must do something to mitigate their noise production. This hasn't been the fir",2020-11-04,,,Completed,442 S MAIN ST,SEATTLE,WA,98104,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009535-20CP,47.60029945,-122.32845883,"442 S MAIN ST
SEATTLE, WA 98104
(47.60029945, -122.32845883)"
003708-20CP,Complaint,Request,Noise,loud noise coming from rooftop of bldg across street annoying for us that are working from home,2020-05-08,,,Closed,3005 1ST AVE,SEATTLE,WA,98121,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003708-20CP,47.61770528,-122.35451112,"3005 1ST AVE
SEATTLE, WA 98121
(47.61770528, -122.35451112)"
009452-20CP,Complaint,Request,Noise,"Per Online; 1) New high efficiency furnace pipes installed on exterior wall by new owner causes loud noise into adjacent home at night and day (with all windows closed), and outside in back, side and the front yards.  Also, venting vapors into back yards: is this safe given how close it is to neighbor's yards?2) New AC unit installed on side yard produces loud noises when operating. Check distance of installation: is it too close to their house, the fence and property li",2020-11-02,,,Under Investigation,12013 D 12TH AVE NW,SEATTLE,WA,98177,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009452-20CP,47.71650047,-122.37265627,"12013 D 12TH AVE NW
SEATTLE, WA 98177
(47.71650047, -122.37265627)"
009558-20CP,Complaint,Request,Land Use,"Per Online; Garbage, abandoned car, and boat to name a few. This house has been empty since May 2020 and while a crew did show up to clean up garbage in the front yard recently they decided to skip the back yard. There are three big garbage bins back there along with a huge boat and an old car. A number of neighbors have begun to see rats coming from this property. This problem will only continue to worsen as time goes by.",2020-11-05,,,Under Investigation,3711 SW Tillman ST,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009558-20CP,47.52673846,-122.3799363,"3711 SW Tillman ST
(47.52673846, -122.3799363)"
005600-20CP,Complaint,Request,"Land UseConstruction ,",Open Sewer line.** Per follow up email and additional photo from complainant - JH:This is what I saw today! Not sure if they were contacted by the first department that I contacted. This problem started 2 months ago and was just addressed today. Not sure if this coincided with his conversion of his garage into his office where he see patients!! **,2020-07-06,2020-07-17,Completed,Completed,5008 Pullman AVE NE,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005600-20CP,47.66962901,-122.27378874,"5008 Pullman AVE NE
(47.66962901, -122.27378874)"
007310-20CP,Complaint,Request,Noise,"Repeated construction noise prior to 7 AM.  Large trucks and equipment, workers, etc.  Recurring problem since beginning of project.",2020-08-21,,,Completed,346 N 77TH ST,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007310-20CP,47.68495308,-122.35330368,"346 N 77TH ST
SEATTLE, WA 98103
(47.68495308, -122.35330368)"
1050534-VI,Notice of Violation,Case,Construction,The front of the building appears to be failing and if it fails will fall on the sidewalk.  SFD deemed this building a dangerous building a few years ago.  Please have a Structural Inspector to respond.,2020-07-06,,,NOV Issued,7708 GREENWOOD AVE N,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050534-VI,47.68506623,-122.35504409,"7708 GREENWOOD AVE N
SEATTLE, WA 98103
(47.68506623, -122.35504409)"
009556-20CP,Complaint,Request,"Land UseConstruction ,","Per Online; 10/16/2020009093-20CPCode Compliance Complaint301 MERCER ST SEATTLECompletedClosed. No perceived complaint10/13/2020009000-20CPCode Compliance Complaint301 MERCER ST SEATTLECompleted10/13/2020008998-20CPCode Compliance Complaint301 MERCER ST SEATTLECompletedClosed, not a valid complaint nor any valid contact information.10/12/2020008928-20CPCode Compliance Complaint301 MERCER ST SEATTLECompletedClosed, not a true complaint but",2020-11-05,,,Completed,301 W MERCER ST,SEATTLE,WA,98119,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009556-20CP,47.62422810,-122.36095207,"301 W MERCER ST
SEATTLE, WA 98119
(47.6242281, -122.36095207)"
009179-20CP,Complaint,Request,Noise,"I live in apartment 1203 of the Kiara Apartment and my window is directly facing the roof of the Seattle Times building (1000 Denny Way, Seattle, WA 98109). They installed a large amount of AC pumps on the roof. These pumps are operating 24/7, and make tons of noise. In my bedroom, if I open the window, the dB-a level is 64  and even after I close the window, the db level is still 45. I believe the dB-level is not compliant with the Seattle Noise Code.",2020-10-20,,,Completed,111 TERRY AVE N,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009179-20CP,47.61879678,-122.33754792,"111 TERRY AVE N
SEATTLE, WA 98109
(47.61879678, -122.33754792)"
008210-20CP,Complaint,Request,LandLord/Tenant,"The mgmt company (Revel Mgmt) violated the landlord tenant law by not providing notice to enter my unit. This resulted in a maintenance man seeing me naked after I was getting out of the shower - which is BEYOND TRAUMATIZING. The maintenance man continued to come back, so I called the SPD. (I can provide SPD report) While SPD was there, the maintenance person again tried to enter my unit. SNC 22.206.180 was violated, in that 1) I was given zero notice about entry.2) I was given no time",2020-09-16,,,Closed,114 24TH AVE E,SEATTLE,WA,98112,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008210-20CP,47.61949618,-122.3010277,"114 24TH AVE E
SEATTLE, WA 98112
(47.61949618, -122.3010277)"
001272-14CP,Complaint,Request,Vacant Building,"Vacant building, some windows are broken but no evidence of entry, property overgrown, rodents, trash/debris.",2014-01-24,2014-02-14,Completed,Closed,10680 62ND AVE S,SEATTLE,WA,98178,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001272-14CP,47.50439583,-122.25572087,"10680 62ND AVE S
SEATTLE, WA 98178
(47.50439583, -122.25572087)"
1049012-VI,Notice of Violation,Case,"Emergency , Vacant Building",VB,2019-11-13,2019-11-08,Completed,Completed,4617 S AUSTIN ST,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1049012-VI,47.53445629,-122.2742988,"4617 S AUSTIN ST
(47.53445629, -122.2742988)"
008669-20CP,Complaint,Request,Weeds,"Business is not maintaining vegetation overflowing into sidewalk, sidewalk is nearly impassible at this point",2020-10-01,2020-11-04,Completed,Completed,7760 8TH AVE S,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008669-20CP,47.53278306,-122.32191537,"7760 8TH AVE S
SEATTLE, WA 98108
(47.53278306, -122.32191537)"
007730-20CP,Complaint,Request,LandLord/Tenant,"The property at this address owned by Cameron Johnston has been split up into two units: the house itself at ground floor, and the basement. I am a current resident in the house unit. We moved in 8/25/2020 and are now looking to vacate due to numerous issues at this property. The first issue we encountered is the fact that a standing piano is blocking the door to the laundry room. The handyman attempted to move it, as well as myself and the two other people I share the",2020-09-02,,,Closed,1011 NE 73RD ST,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007730-20CP,47.68140113,-122.31684229,"1011 NE 73RD ST
SEATTLE, WA 98115
(47.68140113, -122.31684229)"
009019-20CP,Complaint,Request,Noise,const working starting at 7am level at 90 decibels,2020-10-14,,,Completed,536 18TH AVE,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009019-20CP,47.60727544,-122.30862005,"536 18TH AVE
SEATTLE, WA 98122
(47.60727544, -122.30862005)"
006069-20CP,Complaint,Request,Noise,"6686291-CN7544 43RD AVE SCONTRACTOR: LNL BuildsCONTACT: Blake Lanz, (206) 715-6200, blake@lnlbuilds.comresidential construction activity consistently starting before 9:00am on weekends. This is in relation to ongoing construction activity starting before 7:00am on weekdays. Construction activity noise before allowable times include air compressors, nail guns, hammering, saws, waste material tossed from upper stories to ground, material deliveries, and tradesmen yel",2020-07-18,,,Completed,7544 43RD AVE S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006069-20CP,47.53394730,-122.27835751,"7544 43RD AVE S
SEATTLE, WA 98118
(47.5339473, -122.27835751)"
006074-20CP,Complaint,Request,Noise,"Project #6733929-ME on 3005 1st Ave is making an extraordinary loud noise from the early morning. I understand there is a lab and must be advancing research on the weekend, but the installation of that equipment there is illegal. There can't be such a massive piece of ME gear next to a residential area and worst if they run it all weekend. I understand you would let a proper construction site operate at a louder noise because the city progresses and construction creates jo",2020-07-19,,,Closed,2929 1ST AVE,SEATTLE,WA,98121,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006074-20CP,47.61733149,-122.35377814,"2929 1ST AVE
SEATTLE, WA 98121
(47.61733149, -122.35377814)"
009191-20CP,Complaint,Request,"Construction , ECA , Tree , Weeds","Resident is currently conducting a landscaping project in an ECA, marked as potential slide area.  This has involved the removal of vegetation, and addition of new shrubs/trees. I have not seen any plan filed with the SDCI for this work in a critical area.",2020-10-21,2020-11-04,Completed,Completed,2113 8TH AVE N,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009191-20CP,47.63832430,-122.34239319,"2113 8TH AVE N
SEATTLE, WA 98109
(47.6383243, -122.34239319)"
004191-20CP,Complaint,Request,Noise,Per CSB; Excessive noise coming from the air handling system currently being installed on the roof.,2020-05-22,,,Completed,3005 1ST AVE,SEATTLE,WA,98121,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004191-20CP,47.61770528,-122.35451112,"3005 1ST AVE
SEATTLE, WA 98121
(47.61770528, -122.35451112)"
009614-20CP,Complaint,Request,LandLord/Tenant,"POTARENT INCREASE,ENTRY WITHOUTPERMISSION, DAMAGINGPERSONAL BELONGINGSAND OTHER HARASSMENT",2020-11-05,,,Under Investigation,2721 4TH AVE,SEATTLE,WA,98121,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009614-20CP,47.61801280,-122.34895426,"2721 4TH AVE
SEATTLE, WA 98121
(47.6180128, -122.34895426)"
008063-20CP,Complaint,Request,Noise,"I live near the building located at 3005 1st Ave. and the HVAC system makes a tremendous amount of noise through the night.  In addition, there is construction-related work that goes on very early in the day that is extremely loud - on Wednesday, September 9 it sounded like a herd of chainsaws.  And workers are constantly throwing heavy metal objects into the steel trash bins making a horrendous racket.",2020-09-11,,,Closed,3005 1ST AVE,SEATTLE,WA,98121,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008063-20CP,47.61770528,-122.35451112,"3005 1ST AVE
SEATTLE, WA 98121
(47.61770528, -122.35451112)"
009182-20CP,Complaint,Request,Construction,"Per Online; Please direct to SDCI. The home at this address has recently cleared the slope and has provided no BMP measures to control the erosion onto the street. During the recent rain event, soil eroded down the slope, onto the street, and into the catch basins. Please see photos provided by Puget Sound Energy and SDOT inspections.",2020-10-16,2020-11-04,Completed,Completed,1232 NW 116TH ST,SEATTLE,WA,98177,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009182-20CP,47.71318941,-122.37296612,"1232 NW 116TH ST
SEATTLE, WA 98177
(47.71318941, -122.37296612)"
008888-20CP,Complaint,Request,Construction,"Per Online; Large land changes, construction and drilling",2020-10-09,2020-10-27,Completed,Completed,542 31st AVE,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008888-20CP,47.60743946,-122.29234893,"542 31st AVE
(47.60743946, -122.29234893)"
003319-20CP,Complaint,Request,Noise,"Per Online; Univera, at 3005 First Ave 98121, has installed a manufacturing HVAC system on their rooftop.  As of today, April 22, the HVAC equipment noise is the caliber of a jet engine.   The Concord Condos North Towers is directly adjacent to Univera and the noise the Univera HVAC is emitting is not tolerable nor anywhere within the city noise limits.  Has Univera applied for a noise waiver with the City of Seattle for this HVAC installation?  We need to have someone from Ci",2020-04-23,,,Completed,3005 1ST AVE,SEATTLE,WA,98121,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003319-20CP,47.61770528,-122.35451112,"3005 1ST AVE
SEATTLE, WA 98121
(47.61770528, -122.35451112)"
