SUMMONS NUMBER,SUMMONS DATE,VIOLATION TIME,VIOLATION DESCRIPTION,ORIGINAL FINE,VIOLATION ADDRESS NUMBER,VIOLATION STREET,VIOLATION FULL ADDRESS,CITY,STATE,LATITUDE,LONGITUDE,LOCATION,COUNCIL DISTRICT,POLICE DISTRICT,CENSUS TRACT,CENSUS BLOCK GROUP,CENSUS BLOCK
42392312,01/28/2020,0158P,NO STANDING,40,39,GOODRICH,39 GOODRICH,Buffalo,NY,42.90122788080439,-78.8677998534853,"(42.90122788080439, -78.8677998534853)",ELLICOTT,District B,31,4,4007
42392313,01/28/2020,0200P,NO PARKING,40,78,NORTH ST EAST,78 NORTH ST EAST,Buffalo,NY,42.90224288768672,-78.86597151264431,"(42.90224288768672, -78.86597151264431)",ELLICOTT,District B,31,4,4003
42392314,01/28/2020,0201P,NO PARKING,40,78,NORTH ST EAST,78 NORTH ST EAST,Buffalo,NY,42.90224288768672,-78.86597151264431,"(42.90224288768672, -78.86597151264431)",ELLICOTT,District B,31,4,4003
42381707,01/16/2020,0929A,ALTERNATE PARKING,40,353,HUDSON,353 HUDSON,Buffalo,NY,42.89944018706103,-78.88189170860531,"(42.89944018706103, -78.88189170860531)",FILLMORE,District B,68,3,3004
N0057536,07/10/2019,1050A,PARKING WITHOUT CONSENT (ALL),60,8652,N OAK STREET,8652 N OAK STREET,Buffalo,NY,,,,,,,,
42400485,02/18/2020,0715A,ALTERNATE PARKING,40,228,LEXINGTON,228 LEXINGTON,Buffalo,NY,42.913130452478505,-78.87845567090329,"(42.913130452478505, -78.87845567090329)",NIAGARA,District B,66.01,2,2009
42400484,02/13/2020,0257P,NO PARKING,40,126,ALSACE,126 ALSACE,Buffalo,NY,42.84806487570189,-78.81506463080912,"(42.84806487570189, -78.81506463080912)",SOUTH,District A,8,3,3005
M2403361,03/11/2020,0938A,ALTERNATE PARKING,40,77,WEAVER,77 WEAVER,Buffalo,NY,42.87395463711812,-78.80400396160567,"(42.87395463711812, -78.80400396160567)",LOVEJOY,District A,167,1,1007
M2403362,03/11/2020,0941A,ALTERNATE PARKING,40,56,CABLE,56 CABLE,Buffalo,NY,42.86652271590659,-78.8070043645356,"(42.86652271590659, -78.8070043645356)",LOVEJOY,District A,19,1,1008
M2403366,03/11/2020,1014A,ALTERNATE PARKING,40,105,ALDRICH,105 ALDRICH,Buffalo,NY,42.83284833603978,-78.8207700673241,"(42.83284833603978, -78.8207700673241)",SOUTH,District A,6,4,4008
M2403367,03/11/2020,1025A,ALTERNATE PARKING,40,104,SPAULDING,104 SPAULDING,Buffalo,NY,42.85340984906582,-78.82879978600585,"(42.85340984906582, -78.82879978600585)",LOVEJOY,District A,2,4,4006
38701618,01/14/2008,0953A,NO PARKING,35,,250LPGEORGIA,250LPGEORGIA,Buffalo,NY,,,,,,,,
42443050,09/08/2020,0849A,EXPIRED REGISTRATION STICKER,40,155,FILLMORE,155 FILLMORE,Buffalo,NY,42.87752684877307,-78.84061453991566,"(42.87752684877307, -78.84061453991566)",FILLMORE,District A,163,1,1002
42443051,09/08/2020,0850A,EXPIRED INSPECTION STICKER (ALL),40,155,FILLMORE,155 FILLMORE,Buffalo,NY,42.87752684877307,-78.84061453991566,"(42.87752684877307, -78.84061453991566)",FILLMORE,District A,163,1,1002
42443052,09/08/2020,0853A,VEHICLE PARKED ON UNPAVED PORTION OR,60,456,FILLMORE,456 FILLMORE,Buffalo,NY,42.88578455123666,-78.83930119979662,"(42.88578455123666, -78.83930119979662)",FILLMORE,District C,16,1,1010
N0063081,06/21/2019,0930A,PARKED IN HANDICAPPED AREA,110,202,PEARL,202 PEARL,Buffalo,NY,42.90074000082687,-78.87071713491906,"(42.90074000082687, -78.87071713491906)",FILLMORE,District B,68,2,2001
42443059,09/08/2020,0934A,PARKED LESS THAN 15 FT - FIRE HYDRANT,60,64,LORRAINE,64 LORRAINE,Buffalo,NY,42.84699709717764,-78.81506033852854,"(42.84699709717764, -78.81506033852854)",SOUTH,District A,8,3,3006
N0063254,06/21/2019,209PM,PARKED IN HANDICAPPED AREA,110,68,WEST EAGLE,68 WEST EAGLE,Buffalo,NY,42.88465210615822,-78.8771918913237,"(42.88465210615822, -78.8771918913237)",ELLICOTT,District B,165,1,1069
42387203,01/16/2020,1117A,ALTERNATE PARKING,40,155,PROSPECT,155 PROSPECT,Buffalo,NY,42.89327815645023,-78.88288660343183,"(42.89327815645023, -78.88288660343183)",FILLMORE,District B,71.02,3,3004
42387204,01/16/2020,1117A,EXPIRED REGISTRATION STICKER,40,155,PROSPECT,155 PROSPECT,Buffalo,NY,42.89327815645023,-78.88288660343183,"(42.89327815645023, -78.88288660343183)",FILLMORE,District B,71.02,3,3004
42387205,01/16/2020,1122A,ALTERNATE PARKING,40,493,PROSPECT,493 PROSPECT,Buffalo,NY,42.90111413643273,-78.89024534532226,"(42.90111413643273, -78.89024534532226)",NIAGARA,District B,69.02,4,4007
Q2317552,08/26/2019,0810P,ALTERNATE PARKING,40,56,HAGEN,56 HAGEN,Buffalo,NY,42.9165494029888,-78.80797480863217,"(42.9165494029888, -78.80797480863217)",LOVEJOY,District E,37,4,4007
42400715,02/18/2020,0925A,ALTERNATE PARKING,40,166,ASHLAND,166 ASHLAND,Buffalo,NY,42.9094144000393,-78.87878963759053,"(42.9094144000393, -78.87878963759053)",NIAGARA,District B,67.01,3,3001
42400716,02/18/2020,0925A,ALTERNATE PARKING,40,178,ASHLAND,178 ASHLAND,Buffalo,NY,42.90971205304228,-78.87878653122851,"(42.90971205304228, -78.87878653122851)",NIAGARA,District B,67.01,3,3001
42400717,02/18/2020,0928A,ALTERNATE PARKING,40,190,HODGE,190 HODGE,Buffalo,NY,42.90982374662865,-78.87742505150156,"(42.90982374662865, -78.87742505150156)",NIAGARA,District B,67.01,3,3003
42400719,02/18/2020,0944A,LESS THAN 20 FT FROM CROSSWALK,40,357,VERMONT,357 VERMONT,Buffalo,NY,42.90892986909361,-78.88606669058214,"(42.90892986909361, -78.88606669058214)",NIAGARA,District B,69.02,1,1000
52359904,11/29/2019,0416A,ALTERNATE PARKING,40,86,MILFORD,86 MILFORD,Buffalo,NY,42.85363172954248,-78.81562456593879,"(42.85363172954248, -78.81562456593879)",SOUTH,District A,9,2,2008
52359909,11/29/2019,0428A,ALTERNATE PARKING,40,4,PECONIC,4 PECONIC,Buffalo,NY,42.844836584435214,-78.80819583435827,"(42.844836584435214, -78.80819583435827)",SOUTH,District A,8,4,4003
52359910,11/29/2019,0432A,ALTERNATE PARKING,40,33,EDGEWOOD,33 EDGEWOOD,Buffalo,NY,42.84727975939324,-78.81740270956547,"(42.84727975939324, -78.81740270956547)",SOUTH,District A,8,3,3005
52359913,11/30/2019,1040P,NO PARKING,40,463,PORTER,463 PORTER,Buffalo,NY,42.90261312940118,-78.88544556208136,"(42.90261312940118, -78.88544556208136)",NIAGARA,District B,69.02,4,4005
52359914,11/30/2019,1040P,NO PARKING,40,463,PORTER,463 PORTER,Buffalo,NY,42.90261312940118,-78.88544556208136,"(42.90261312940118, -78.88544556208136)",NIAGARA,District B,69.02,4,4005
52359915,11/30/2019,1041P,NO PARKING,40,463,PORTER,463 PORTER,Buffalo,NY,42.90261312940118,-78.88544556208136,"(42.90261312940118, -78.88544556208136)",NIAGARA,District B,69.02,4,4005
52359916,11/30/2019,1043P,NO PARKING,40,487,PORTER,487 PORTER,Buffalo,NY,42.90253686772392,-78.88449829177007,"(42.90253686772392, -78.88449829177007)",NIAGARA,District B,69.02,1,1012
42443379,09/08/2020,0241P,ONE LICENSE PLATE MISSING (ALL),40,145,REIMAN,145 REIMAN,Buffalo,NY,42.894972649539454,-78.80372591669818,"(42.894972649539454, -78.80372591669818)",LOVEJOY,District C,24,6,6006
72235683,02/28/2019,0412P,METER OVERTIME,40,834,ELMWOOD,834 ELMWOOD,Buffalo,NY,42.9198347309033,-78.87709262249685,"(42.9198347309033, -78.87709262249685)",DELAWARE,District D,65.01,1,1000
72235684,02/28/2019,0412P,METER OVERTIME,40,834,ELMWOOD,834 ELMWOOD,Buffalo,NY,42.9198347309033,-78.87709262249685,"(42.9198347309033, -78.87709262249685)",DELAWARE,District D,65.01,1,1000
72235685,02/28/2019,0414P,METER OVERTIME,40,818,ELMWOOD,818 ELMWOOD,Buffalo,NY,42.9194355694349,-78.87709280994117,"(42.9194355694349, -78.87709280994117)",DELAWARE,District D,65.01,1,1000
72235686,02/28/2019,0415P,METER OVERTIME,40,818,ELMWOOD,818 ELMWOOD,Buffalo,NY,42.9194355694349,-78.87709280994117,"(42.9194355694349, -78.87709280994117)",DELAWARE,District D,65.01,1,1000
72235687,02/28/2019,0417P,EXPIRED INSPECTION STICKER (ALL),40,806,ELMWOOD,806 ELMWOOD,Buffalo,NY,42.91906430756842,-78.87709563757127,"(42.91906430756842, -78.87709563757127)",DELAWARE,District D,65.01,1,1000
72235688,02/28/2019,0419P,METER OVERTIME,40,807,ELMWOOD,807 ELMWOOD,Buffalo,NY,42.919116730526355,-78.87694590317274,"(42.919116730526355, -78.87694590317274)",DELAWARE,District D,169,1,1002
72235689,02/28/2019,0423P,METER OVERTIME,40,735,ELMWOOD,735 ELMWOOD,Buffalo,NY,42.91713083537026,-78.87696478343169,"(42.91713083537026, -78.87696478343169)",DELAWARE,District D,169,2,2002
72235690,02/28/2019,0424P,METER OVERTIME,40,731,ELMWOOD,731 ELMWOOD,Buffalo,NY,42.917046639941596,-78.87696573170955,"(42.917046639941596, -78.87696573170955)",DELAWARE,District D,169,2,2002
72235691,02/28/2019,0425P,METER OVERTIME,40,765,ELMWOOD,765 ELMWOOD,Buffalo,NY,42.91787798556318,-78.87695693657386,"(42.91787798556318, -78.87695693657386)",DELAWARE,District D,169,2,2001
72235692,02/28/2019,0426P,METER OVERTIME,40,711,ELMWOOD,711 ELMWOOD,Buffalo,NY,42.916566489698454,-78.87696873450969,"(42.916566489698454, -78.87696873450969)",DELAWARE,District D,169,2,2002
72235693,02/28/2019,0427P,METER OVERTIME,40,709,ELMWOOD,709 ELMWOOD,Buffalo,NY,42.91651784515174,-78.87696893335405,"(42.91651784515174, -78.87696893335405)",DELAWARE,District D,169,2,2002
72235694,02/28/2019,0428P,PARKED LESS THAN 15 FT - FIRE HYDRANT,60,709,ELMWOOD,709 ELMWOOD,Buffalo,NY,42.91651784515174,-78.87696893335405,"(42.91651784515174, -78.87696893335405)",DELAWARE,District D,169,2,2002
72235695,02/28/2019,0437P,PARKED IN HANDICAPPED AREA,110,724,ELMWOOD,724 ELMWOOD,Buffalo,NY,42.916801934651176,-78.87711709995558,"(42.916801934651176, -78.87711709995558)",DELAWARE,District D,65.01,1,1006
72235696,02/28/2019,0439P,METER OVERTIME,40,750,ELMWOOD,750 ELMWOOD,Buffalo,NY,42.91751062320508,-78.8771098399547,"(42.91751062320508, -78.8771098399547)",DELAWARE,District D,65.01,1,1005
72235697,02/28/2019,0442P,METER OVERTIME,40,750,ELMWOOD,750 ELMWOOD,Buffalo,NY,42.91751062320508,-78.8771098399547,"(42.91751062320508, -78.8771098399547)",DELAWARE,District D,65.01,1,1005
72235698,02/28/2019,0443P,METER OVERTIME,40,750,ELMWOOD,750 ELMWOOD,Buffalo,NY,42.91751062320508,-78.8771098399547,"(42.91751062320508, -78.8771098399547)",DELAWARE,District D,65.01,1,1005
72237106,02/28/2019,0445P,METER OVERTIME,40,750,ELMWOOD,750 ELMWOOD,Buffalo,NY,42.91751062320508,-78.8771098399547,"(42.91751062320508, -78.8771098399547)",DELAWARE,District D,65.01,1,1005
72237107,02/28/2019,0449P,METER OVERTIME,40,818,ELMWOOD,818 ELMWOOD,Buffalo,NY,42.9194355694349,-78.87709280994117,"(42.9194355694349, -78.87709280994117)",DELAWARE,District D,65.01,1,1000
72237108,02/28/2019,0450P,METER OVERTIME,40,818,ELMWOOD,818 ELMWOOD,Buffalo,NY,42.9194355694349,-78.87709280994117,"(42.9194355694349, -78.87709280994117)",DELAWARE,District D,65.01,1,1000
72237109,02/28/2019,0625P,ALTERNATE PARKING,40,19,GLENDALE,19 GLENDALE,Buffalo,NY,42.9266989431652,-78.85179567498237,"(42.9266989431652, -78.85179567498237)",MASTEN,District E,52.02,1,1002
72237110,02/28/2019,0626P,ALTERNATE PARKING,40,57,GLENDALE,57 GLENDALE,Buffalo,NY,42.92667267905074,-78.85080260419394,"(42.92667267905074, -78.85080260419394)",MASTEN,District E,52.02,1,1002
72237111,02/28/2019,0628P,ALTERNATE PARKING,40,117,LORING,117 LORING,Buffalo,NY,42.92527701951801,-78.84811705687993,"(42.92527701951801, -78.84811705687993)",MASTEN,District E,52.02,2,2012
72237112,02/28/2019,0629P,PARKED LESS THAN 15 FT - FIRE HYDRANT,60,117,LORING,117 LORING,Buffalo,NY,42.92527701951801,-78.84811705687993,"(42.92527701951801, -78.84811705687993)",MASTEN,District E,52.02,2,2012
72237113,02/28/2019,0632P,ALTERNATE PARKING,40,133,HUGHES,133 HUGHES,Buffalo,NY,42.92445763474083,-78.8494006735045,"(42.92445763474083, -78.8494006735045)",MASTEN,District E,52.02,2,2013
72237114,02/28/2019,0633P,ALTERNATE PARKING,40,81,HUGHES,81 HUGHES,Buffalo,NY,42.924485126394124,-78.85121493572726,"(42.924485126394124, -78.85121493572726)",MASTEN,District E,52.02,1,1005
72237115,02/28/2019,0635P,NO STANDING,40,42,HUGHES,42 HUGHES,Buffalo,NY,42.92461683537284,-78.85253477547558,"(42.92461683537284, -78.85253477547558)",MASTEN,District E,52.02,1,1003
72237116,02/28/2019,0638P,ALTERNATE PARKING,40,97,BLAINE,97 BLAINE,Buffalo,NY,42.92364984707939,-78.85037345302565,"(42.92364984707939, -78.85037345302565)",MASTEN,District E,52.02,1,1006
72237117,02/28/2019,0643P,ALTERNATE PARKING,40,223,BLAINE,223 BLAINE,Buffalo,NY,42.92317083990427,-78.84623927367555,"(42.92317083990427, -78.84623927367555)",MASTEN,District E,52.02,2,2017
72237118,02/28/2019,0646P,ALTERNATE PARKING,40,43,PANSY,43 PANSY,Buffalo,NY,42.9212198629095,-78.84684643251924,"(42.9212198629095, -78.84684643251924)",MASTEN,District E,33.01,2,2003
72237119,02/28/2019,0648P,ALTERNATE PARKING,40,273,NORTHLAND,273 NORTHLAND,Buffalo,NY,42.91920875559626,-78.84979412318049,"(42.91920875559626, -78.84979412318049)",MASTEN,District E,33.01,4,4000
72237120,02/28/2019,0650P,ALTERNATE PARKING,40,15,LONSDALE,15 LONSDALE,Buffalo,NY,42.91518608679147,-78.85216366348644,"(42.91518608679147, -78.85216366348644)",MASTEN,District E,33.01,3,3008
72237121,02/28/2019,0652P,ALTERNATE PARKING,40,101,DUPONT,101 DUPONT,Buffalo,NY,42.91403790363794,-78.85288917651903,"(42.91403790363794, -78.85288917651903)",MASTEN,District C,33.02,3,3003
72237122,02/28/2019,0654P,ALTERNATE PARKING,40,65,DUPONT,65 DUPONT,Buffalo,NY,42.91291514537123,-78.85288650513023,"(42.91291514537123, -78.85288650513023)",MASTEN,District C,33.02,3,3014
72237123,02/28/2019,0654P,ALTERNATE PARKING,40,61,DUPONT,61 DUPONT,Buffalo,NY,42.912816010726665,-78.85288613903063,"(42.912816010726665, -78.85288613903063)",MASTEN,District C,33.02,3,3014
72237124,02/28/2019,0654P,ALTERNATE PARKING,40,61,DUPONT,61 DUPONT,Buffalo,NY,42.912816010726665,-78.85288613903063,"(42.912816010726665, -78.85288613903063)",MASTEN,District C,33.02,3,3014
72237125,02/28/2019,0656P,ALTERNATE PARKING,40,13,DUPONT,13 DUPONT,Buffalo,NY,42.91149296121846,-78.85288301042935,"(42.91149296121846, -78.85288301042935)",ELLICOTT,District C,33.02,3,3016
72237126,02/28/2019,0706P,ALTERNATE PARKING,40,13,CHESTER,13 CHESTER,Buffalo,NY,42.91280184890087,-78.85851859415197,"(42.91280184890087, -78.85851859415197)",MASTEN,District E,168,4,4009
72237127,02/28/2019,0707P,ALTERNATE PARKING,40,29,CHESTER,29 CHESTER,Buffalo,NY,42.91326151276031,-78.8585082403834,"(42.91326151276031, -78.8585082403834)",MASTEN,District E,168,4,4009
72237128,02/28/2019,0707P,ALTERNATE PARKING,40,29,CHESTER,29 CHESTER,Buffalo,NY,42.91326151276031,-78.8585082403834,"(42.91326151276031, -78.8585082403834)",MASTEN,District E,168,4,4009
72237129,02/28/2019,0710P,ALTERNATE PARKING,40,183,CHESTER,183 CHESTER,Buffalo,NY,42.91695102844551,-78.85842224289841,"(42.91695102844551, -78.85842224289841)",MASTEN,District E,168,3,3007
72237130,02/28/2019,0712P,ALTERNATE PARKING,40,189,WAVERLY,189 WAVERLY,Buffalo,NY,42.91708498853818,-78.85753407140938,"(42.91708498853818, -78.85753407140938)",MASTEN,District E,168,3,3008
72237131,02/28/2019,0713P,ALTERNATE PARKING,40,189,WAVERLY,189 WAVERLY,Buffalo,NY,42.91708498853818,-78.85753407140938,"(42.91708498853818, -78.85753407140938)",MASTEN,District E,168,3,3008
72237132,02/28/2019,0745P,ALTERNATE PARKING,40,603,WYOMING,603 WYOMING,Buffalo,NY,42.931133983410746,-78.82420478460432,"(42.931133983410746, -78.82420478460432)",MASTEN,District E,39.01,1,1005
72237133,02/28/2019,0749P,ALTERNATE PARKING,40,137,BUTLER,137 BUTLER,Buffalo,NY,42.91613830202425,-78.84732147366582,"(42.91613830202425, -78.84732147366582)",MASTEN,District E,33.01,3,3004
72237134,02/28/2019,0749P,ALTERNATE PARKING,40,135,BUTLER,135 BUTLER,Buffalo,NY,42.9161387606727,-78.84736454408844,"(42.9161387606727, -78.84736454408844)",MASTEN,District E,33.01,3,3004
72237135,02/28/2019,0750P,ALTERNATE PARKING,40,125,BUTLER,125 BUTLER,Buffalo,NY,42.91614105367194,-78.84757989620988,"(42.91614105367194, -78.84757989620988)",MASTEN,District E,33.01,3,3004
72237136,02/28/2019,0752P,ALTERNATE PARKING,40,17,BUTLER,17 BUTLER,Buffalo,NY,42.91617883294632,-78.8515092707177,"(42.91617883294632, -78.8515092707177)",MASTEN,District E,33.01,3,3003
72237137,02/28/2019,0759P,ALTERNATE PARKING,40,241,ROEHRER,241 ROEHRER,Buffalo,NY,42.91054592954485,-78.84905273211021,"(42.91054592954485, -78.84905273211021)",ELLICOTT,District C,33.02,1,1004
72237138,02/28/2019,0802P,ALTERNATE PARKING,40,534,NORTHAMPTON,534 NORTHAMPTON,Buffalo,NY,42.907423657840006,-78.84712833356595,"(42.907423657840006, -78.84712833356595)",ELLICOTT,District C,33.02,2,2011
72237139,02/28/2019,0802P,ALTERNATE PARKING,40,534,NORTHAMPTON,534 NORTHAMPTON,Buffalo,NY,42.907423657840006,-78.84712833356595,"(42.907423657840006, -78.84712833356595)",ELLICOTT,District C,33.02,2,2011
72237140,02/28/2019,0831P,NO STANDING,40,202,PERRY,202 PERRY,Buffalo,NY,42.87478398361979,-78.86973143680262,"(42.87478398361979, -78.86973143680262)",FILLMORE,District A,164,1,1005
72237141,02/28/2019,0845P,ALTERNATE PARKING,40,51,DAISY,51 DAISY,Buffalo,NY,42.921301806834215,-78.84539448346698,"(42.921301806834215, -78.84539448346698)",MASTEN,District E,33.01,2,2002
72237142,02/28/2019,0846P,PERSISTEN VIOLATORS AND SCOFFLAWS,40,51,DAISY,51 DAISY,Buffalo,NY,42.921301806834215,-78.84539448346698,"(42.921301806834215, -78.84539448346698)",MASTEN,District E,33.01,2,2002
72237143,02/28/2019,1046P,ALTERNATE PARKING,40,113,REES,113 REES,Buffalo,NY,42.93091988233647,-78.88771023630142,"(42.93091988233647, -78.88771023630142)",NORTH,District D,171,5,5000
52354787,11/19/2019,0410A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,605,ELMWOOD,605 ELMWOOD,Buffalo,NY,42.913540039063925,-78.87698774254699,"(42.913540039063925, -78.87698774254699)",NIAGARA,District B,66.02,1,1001
38693704,05/27/2008,0857A,PARKED IN HANDICAPPED AREA,100,0,MARINE,MARINE,Buffalo,NY,,,,,,,,
52398554,02/07/2020,1228A,EXPIRED REGISTRATION STICKER,40,2,CHIPPEWA EAST,2 CHIPPEWA EAST,Buffalo,NY,42.89013586531297,-78.87290879581865,"(42.89013586531297, -78.87290879581865)",ELLICOTT,District B,165,1,1006
42387208,01/16/2020,1219P,ALTERNATE PARKING,40,619,COLUMBUS PKWY,619 COLUMBUS PKWY,Buffalo,NY,42.901246116257724,-78.89367175783048,"(42.901246116257724, -78.89367175783048)",NIAGARA,District B,70,2,2009
42387209,01/16/2020,1227P,ALTERNATE PARKING,40,845,PROSPECT,845 PROSPECT,Buffalo,NY,42.90890408241059,-78.89759476606001,"(42.90890408241059, -78.89759476606001)",NIAGARA,District B,70,1,1005
42387210,01/16/2020,1228P,ALTERNATE PARKING,40,24,SCHOOL,24 SCHOOL,Buffalo,NY,42.91090831486564,-78.89906987802262,"(42.91090831486564, -78.89906987802262)",NIAGARA,District B,70,1,1001
42387211,01/16/2020,1230P,ALTERNATE PARKING,40,444,FARGO,444 FARGO,Buffalo,NY,42.90798059124243,-78.89503245358722,"(42.90798059124243, -78.89503245358722)",NIAGARA,District B,70,1,1010
42387212,01/16/2020,1231P,ALTERNATE PARKING,40,380,FARGO,380 FARGO,Buffalo,NY,42.90653177609452,-78.89366730551056,"(42.90653177609452, -78.89366730551056)",NIAGARA,District B,70,3,3000
42387213,01/16/2020,0125P,PARKED LESS THAN 15 FT - FIRE HYDRANT,60,55,RAND,55 RAND,Buffalo,NY,42.942358481423575,-78.86655982836963,"(42.942358481423575, -78.86655982836963)",DELAWARE,District D,54,1,1001
42387214,01/16/2020,0127P,EXPIRED INSPECTION STICKER (ALL),40,87,RAND,87 RAND,Buffalo,NY,42.94235095218581,-78.86589488963932,"(42.94235095218581, -78.86589488963932)",DELAWARE,District D,54,1,1001
52401324,02/09/2020,0418A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,200,DELAWARE,200 DELAWARE,Buffalo,NY,42.88991330400974,-78.87708680213801,"(42.88991330400974, -78.87708680213801)",ELLICOTT,District B,165,1,1024
52401342,02/10/2020,0126A,NO PARKING,40,191,NORTH ST,191 NORTH ST,Buffalo,NY,42.902300643466184,-78.87624212925286,"(42.902300643466184, -78.87624212925286)",ELLICOTT,District B,67.02,2,2002
52353256,11/18/2019,0403A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,1248,LOVEJOY ST,1248 LOVEJOY ST,Buffalo,NY,42.88981686347162,-78.80202328261015,"(42.88981686347162, -78.80202328261015)",LOVEJOY,District C,24,3,3000
52413795,03/08/2020,0334A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,334,PEARL,334 PEARL,Buffalo,NY,42.88851594114861,-78.87473986320614,"(42.88851594114861, -78.87473986320614)",ELLICOTT,District B,165,1,1028
52413796,03/08/2020,0335A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,334,PEARL,334 PEARL,Buffalo,NY,42.88851594114861,-78.87473986320614,"(42.88851594114861, -78.87473986320614)",ELLICOTT,District B,165,1,1028
52413797,03/08/2020,0335A,EXPIRED REGISTRATION STICKER,40,334,PEARL,334 PEARL,Buffalo,NY,42.88851594114861,-78.87473986320614,"(42.88851594114861, -78.87473986320614)",ELLICOTT,District B,165,1,1028
M2405891,03/16/2020,0726P,ALTERNATE PARKING,40,153,COLUMBUS,153 COLUMBUS,Buffalo,NY,42.84784023381395,-78.81806524865283,"(42.84784023381395, -78.81806524865283)",SOUTH,District A,8,3,3004
M2405892,03/16/2020,0727P,ALTERNATE PARKING,40,17,KENEFICK,17 KENEFICK,Buffalo,NY,42.850428100847665,-78.8230076146435,"(42.850428100847665, -78.8230076146435)",SOUTH,District A,8,2,2009
A5578145,03/03/2007,1227P,NO STANDING,35,,425,425,Buffalo,NY,,,,,,,,
52369359,12/16/2019,0226A,EXPIRED INSPECTION STICKER (ALL),40,382,UTICA EAST,382 UTICA EAST,Buffalo,NY,42.911137969613684,-78.85156711692966,"(42.911137969613684, -78.85156711692966)",ELLICOTT,District C,33.02,3,3017
N0071680,06/21/2019,0504A,EXPIRED INSPECTION STICKER (ALL),40,490,CLINTON ST,490 CLINTON ST,Buffalo,NY,42.882258198394176,-78.8558910296971,"(42.882258198394176, -78.8558910296971)",ELLICOTT,District B,14.02,2,2002
32439544,08/17/2020,0641P,ALTERNATE PARKING,40,65,PAUL,65 PAUL,Buffalo,NY,42.858508891815305,-78.8152804618849,"(42.858508891815305, -78.8152804618849)",SOUTH,District A,10,4,4000
52356114,11/21/2019,0139A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,1865,CLINTON,1865 CLINTON,Buffalo,NY,42.87180088366897,-78.80753248710059,"(42.87180088366897, -78.80753248710059)",LOVEJOY,District A,19,3,3002
52356123,11/21/2019,0225A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,743,WASHINGTON,743 WASHINGTON,Buffalo,NY,42.894053511552364,-78.8704770105451,"(42.894053511552364, -78.8704770105451)",ELLICOTT,District B,25.02,1,1012
52356132,11/21/2019,0237A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,15,CLINTON,15 CLINTON,Buffalo,NY,42.88523796048207,-78.87347179541956,"(42.88523796048207, -78.87347179541956)",ELLICOTT,District B,165,1,1072
52356133,11/21/2019,0237A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,19,CLINTON,19 CLINTON,Buffalo,NY,42.88521676456995,-78.87335616973891,"(42.88521676456995, -78.87335616973891)",ELLICOTT,District B,165,1,1073
52356135,11/21/2019,0242A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,276,WASHINGTON,276 WASHINGTON,Buffalo,NY,42.88167013008754,-78.87466314492546,"(42.88167013008754, -78.87466314492546)",FILLMORE,District B,165,1,1114
52356138,11/21/2019,0244A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,268,WASHINGTON,268 WASHINGTON,Buffalo,NY,42.88141948117331,-78.87474713258754,"(42.88141948117331, -78.87474713258754)",FILLMORE,District B,165,1,1114
42423065,06/10/2020,0923A,NO STANDING,40,2,SWAN WEST,2 SWAN WEST,Buffalo,NY,42.881911581537175,-78.87556586203742,"(42.881911581537175, -78.87556586203742)",FILLMORE,District B,165,1,1100
42403132,02/18/2020,1102A,ALTERNATE PARKING,40,846,PROSPECT,846 PROSPECT,Buffalo,NY,42.90886430209048,-78.8977387341644,"(42.90886430209048, -78.8977387341644)",NIAGARA,District B,70,1,1006
42403133,02/18/2020,1106A,ALTERNATE PARKING,40,381,FARGO,381 FARGO,Buffalo,NY,42.906746568245275,-78.89368760578655,"(42.906746568245275, -78.89368760578655)",NIAGARA,District B,69.01,4,4003
42403134,02/18/2020,1107A,ALTERNATE PARKING,40,361,FARGO,361 FARGO,Buffalo,NY,42.906345422688496,-78.89331085790643,"(42.906345422688496, -78.89331085790643)",NIAGARA,District B,69.01,4,4003
42403135,02/18/2020,1108A,EXPIRED INSPECTION STICKER (ALL),40,234,FARGO,234 FARGO,Buffalo,NY,42.903073224380186,-78.89039555043419,"(42.903073224380186, -78.89039555043419)",NIAGARA,District B,70,3,3010
42403136,02/18/2020,1111A,ALTERNATE PARKING,40,88,FARGO,88 FARGO,Buffalo,NY,42.899991938483055,-78.88748470899255,"(42.899991938483055, -78.88748470899255)",NIAGARA,District B,69.02,2,2004
32435164,08/03/2020,0323P,BLOCKED DRIVEWAY (ALL),40,31,DART,31 DART,Buffalo,NY,42.92848182511548,-78.89168061503466,"(42.92848182511548, -78.89168061503466)",NORTH,District D,171,5,5007
