PermitNum,PermitClass,PermitClassMapped,PermitType,PermitTypeMapped,Description,EstProjectCost,AppliedDate,IssuedDate,ExpiresDate,CompletedDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ContractorCompanyName,Link,Latitude,Longitude,Location1
6672064-BP,Commercial,Non-Residential,Boiler-Pressure Vessel,Trade,HYATT REGENCY SEATTLEInstall STP-1 - Level P2 Surge Tank,29769.0000,,2018-06-06,2019-12-06,,Expired,808 HOWELL ST,,,,MACDONALD MILLER,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6672064-BP,47.61457019,-122.33400785,"808 HOWELL ST
(47.61457019, -122.33400785)"
6280530-BP,Institutional,Non-Residential,Boiler-Pressure Vessel,Trade,INSTALL (1) HYDROTHERM KN-20 BOILER,,2011-04-18,2011-04-18,2012-10-18,2011-12-14,Completed,901 12TH AVE,SEATTLE,WA,98122,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6280530-BP,47.61002062,-122.31721221,"901 12TH AVE
SEATTLE, WA 98122
(47.61002062, -122.31721221)"
6459902-FS,Commercial,Non-Residential,Fire Sprinkler,Trade,"Stand Alone Sprinkler only to add 54 (SSP) and 10 (SSU) on the 2nd floor, per plans.",,2015-02-18,2015-02-25,2016-08-25,2016-03-07,Completed,1200 12TH AVE S,SEATTLE,WA,98144,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6459902-FS,47.59280695,-122.31600169,"1200 12TH AVE S
SEATTLE, WA 98144
(47.59280695, -122.31600169)"
6740526-ME,Commercial,Non-Residential,Mechanical,Trade,"DEMO EXISTING EXHAUST FAN NREF-4. ADD NEW EXHAUST FAN NREF-4 WITH TRANSITION FITTINGS. ADD VFD TO EXHAUST FAN. CONNECT TO EXISTING CONTROLS, PER PLAN.",12000.0000,2019-10-03,2019-10-09,2021-04-09,,Issued,1301 5TH AVE,SEATTLE,WA,98101,MACDONALD MILLER,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6740526-ME,47.60896713,-122.33482136,"1301 5TH AVE
SEATTLE, WA 98101
(47.60896713, -122.33482136)"
6773919-ME,Commercial,Non-Residential,Mechanical,Trade,SHELL AND CORE UPGRADES: SUB SUB BASEMENT INSTALL (1) HEATING WATER PLANT SYSTEM W/STEAM HEAT EXCHANGER AND (2) VARIABLE FLOW PUMPS. RECONFIGURATION OF THE CENTRAL CHILLED WATER PLANT. SUB BASEMENT: INSTALL (4) NEW CHILLED WATER/STEAM VAV AIR HANDLERS WITH AIRSIDE ECONOMIZER FOR OFFICE TENANT AND EVENT SPACE. INSTALL (2) NEW CHILLED WATER/STEAM DEDICATED OUTDOOR AIR SYSTEM (DOAS) AIR HANDLERS FOR RETAIL SPACES. INSTALL (6) NEW SUPPLY AIR SILENCERS. INSTALL (6) NEW RETURN AIR SILENCERS. CHILLED,1542000.0000,2020-03-18,2020-09-05,2022-03-05,,Issued,300 PINE ST,SEATTLE,WA,98101,MACDONALD MILLER,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6773919-ME,47.61130513,-122.33845114,"300 PINE ST
SEATTLE, WA 98101
(47.61130513, -122.33845114)"
6750373-RF,Commercial,Non-Residential,Refrigeration,Trade,Installing a new Split system for Refrigeration Room. Job #117946-001,7950.0000,2019-09-26,2019-09-26,2021-03-26,2019-12-12,Completed,528 17TH AVE,SEATTLE,WA,98122,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6750373-RF,47.6070606,-122.30967102,"528 17TH AVE
SEATTLE, WA 98122
(47.6070606, -122.30967102)"
6740250-FS,Commercial,Non-Residential,Fire Sprinkler,Trade,Tenant Improvement involving 137 sprinkler heads for NW Mutual 25th Floor. Job #117841-001,0.0000,2019-07-30,2019-08-23,2021-02-23,,Completed,601 UNION ST,SEATTLE,WA,98101,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6740250-FS,47.610431,-122.33207692,"601 UNION ST
SEATTLE, WA 98101
(47.610431, -122.33207692)"
6392186-FS,Commercial,Non-Residential,Fire Sprinkler,Trade,"STAND ALONE SPRINKLER:MODIFICATION TO EXISTING SYSTEM FOR TENANT IMPROVEMENTS PLUG (89), ADD (72) AND RELOCATE (447) STD RESPONSE PENDANT AND UPRIGHT SPRINKLERS",1000.0000,2013-11-14,2013-12-18,2015-06-18,,Expired,1200 6TH AVE,SEATTLE,WA,98101,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6392186-FS,47.60909624,-122.33203189,"1200 6TH AVE
SEATTLE, WA 98101
(47.60909624, -122.33203189)"
6784890-ME,Commercial,Non-Residential,Mechanical,Trade,"Install (1) new series duct VAV unit, diffusers & grilles, and miscellaneous duct work, per plan.",4000.0000,2020-06-02,2020-06-03,2021-12-03,2020-09-22,Completed,837 N 34TH ST,SEATTLE,WA,98103,MACDONALD MILLER,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6784890-ME,47.64912742,-122.34824786,"837 N 34TH ST
SEATTLE, WA 98103
(47.64912742, -122.34824786)"
6216456-FS,Commercial,Non-Residential,Fire Sprinkler,Trade,"Add 5, relocate 11 and seal(Plug) 2 fire sprinkler heads",,2009-05-19,2009-05-28,2010-11-28,2009-07-07,Completed,1501 4TH AVE,SEATTLE,WA,98101,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6216456-FS,47.6102272,-122.3374679,"1501 4TH AVE
SEATTLE, WA 98101
(47.6102272, -122.3374679)"
6425263-FS,Commercial,Non-Residential,Fire Sprinkler,Trade,STAND ALONE: Fire Sprinkler only this permit. Add and/or relocate approx. 55 sprinkler heads to meet design of new Tenant Space. Work to be done on Level 1 in the South Tower.,,2014-07-01,2014-07-16,2016-01-16,2015-01-15,Completed,635 ELLIOTT AVE W,SEATTLE,WA,98119,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6425263-FS,47.62520732,-122.3673847,"635 ELLIOTT AVE W
SEATTLE, WA 98119
(47.62520732, -122.3673847)"
6671956-BP,Commercial,Non-Residential,Boiler-Pressure Vessel,Trade,HYATT REGENCY SEATTLEInstall HWT-2 Storage Tank for Domestic Water Boilers.,5429.0000,,2018-06-06,2019-12-06,2018-10-16,Completed,808 HOWELL ST,SEATTLE,WA,98101,MACDONALD MILLER,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6671956-BP,47.61457019,-122.33400785,"808 HOWELL ST
SEATTLE, WA 98101
(47.61457019, -122.33400785)"
6729659-ME,Commercial,Non-Residential,Mechanical,Trade,"HVAC system modifications for roof and atrium levels 5-7, with exhaust systems, per plan.",170277.0000,2019-07-18,2019-08-26,2021-02-26,,Issued,2323 ELLIOTT AVE,SEATTLE,WA,98121,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6729659-ME,47.6123424,-122.34897986,"2323 ELLIOTT AVE
SEATTLE, WA 98121
(47.6123424, -122.34897986)"
6110902-ME,Commercial,Non-Residential,Mechanical,Trade,Install an exhaust fan fot the building's electrical room.  Includes both a discharge louver with a fire/smoke damper and an intake louver with a fire/smoke damper.  Install a wall mounted electrical heater in the electrical room.,7000.0000,2006-08-29,2006-09-13,2008-03-13,2007-04-12,Completed,301 NE NORTHGATE WAY,SEATTLE,WA,98125,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6110902-ME,47.70619241,-122.32587611,"301 NE NORTHGATE WAY
SEATTLE, WA 98125
(47.70619241, -122.32587611)"
6777607-ME,Commercial,Non-Residential,Mechanical,Trade,"Replace existing water source heat pump and humidifier. Replace and relocate existing diffusers and grilles. Add new terminal unit. Add new diffusers and grilles, per plan.",65550.0000,2020-04-01,2020-05-11,2021-11-11,,Issued,1101 MADISON ST,SEATTLE,WA,98104,MACDONALD MILLER,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6777607-ME,47.60921169,-122.32426736,"1101 MADISON ST
SEATTLE, WA 98104
(47.60921169, -122.32426736)"
6087877-BP,Commercial,Non-Residential,Boiler-Pressure Vessel,Trade,WAMU TOWER TI - NEW CONSTRUCTION - PRESSURE VESSEL #EWH-15-W4,,2006-02-10,2006-02-10,2007-08-10,2006-05-17,Completed,1301 2ND AVE,SEATTLE,WA,98101,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6087877-BP,47.60740726,-122.3377828,"1301 2ND AVE
SEATTLE, WA 98101
(47.60740726, -122.3377828)"
6348824-BP,Commercial,Non-Residential,Boiler-Pressure Vessel,Trade,INSTALL BOOSTER PUMP 1 HYDRO TANK (expansion tank).,,2013-01-11,2013-01-11,2014-07-11,2013-02-20,Completed,501 8TH AVE N,SEATTLE,WA,,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6348824-BP,47.62388296,-122.34104964,"501 8TH AVE N
SEATTLE, WA
(47.62388296, -122.34104964)"
6314511-FS,Commercial,Non-Residential,Fire Sprinkler,Trade,Fire sprinkler modifications of existing system for tenant improvements level 1 add(5)ssp's add(4)ssu's and relocate (1) ssp quick response sprinklers,,2012-03-20,2012-03-23,2013-09-23,,Expired,905 NE 45TH ST,SEATTLE,WA,98105,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6314511-FS,47.66085639,-122.31847782,"905 NE 45TH ST
SEATTLE, WA 98105
(47.66085639, -122.31847782)"
6291145-ME,Commercial,Non-Residential,Mechanical,Trade,Install ten new VAV boxes with associated diffusers and ductwork; demolishing 13 fan coils and relocate five; install new chilled water piping per plan,39600.0000,2011-08-09,2011-08-16,2013-02-16,2011-12-09,Completed,351 ELLIOTT AVE W,SEATTLE,WA,98119,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6291145-ME,47.62175207,-122.36314305,"351 ELLIOTT AVE W
SEATTLE, WA 98119
(47.62175207, -122.36314305)"
6208367-BP,Commercial,Non-Residential,Boiler-Pressure Vessel,Trade,INSTALLING (1) EXPANSION TANK,,2009-02-17,2009-02-17,2010-08-17,2009-02-20,Completed,940 S HARNEY ST,SEATTLE,WA,98108,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6208367-BP,47.54853911,-122.31940751,"940 S HARNEY ST
SEATTLE, WA 98108
(47.54853911, -122.31940751)"
6708158-ME,Commercial,Non-Residential,Mechanical,Trade,"Relocate (2) rooftop exhaust fans, per plan.",3373.0000,2019-02-07,2019-02-26,2020-08-26,,Expired,719 2ND AVE,SEATTLE,WA,98104,MACDONALD MILLER,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6708158-ME,47.60331562,-122.33390674,"719 2ND AVE
SEATTLE, WA 98104
(47.60331562, -122.33390674)"
6744720-ME,Multifamily,Residential,Mechanical,Trade,"Replace one 7.5 ton RTU and one 10 ton RTU, per plan.",45220.0000,2019-09-26,2019-10-14,2021-04-14,,Issued,6900 37TH AVE S,SEATTLE,WA,98118,MACDONALD MILLER,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6744720-ME,47.54027365,-122.28552155,"6900 37TH AVE S
SEATTLE, WA 98118
(47.54027365, -122.28552155)"
6524679-FS,Commercial,Non-Residential,Fire Sprinkler,Trade,***Stand Alone Sprinker** Add/ Relocate 13 SSP in SUITE 510,,2016-03-18,2016-03-30,2017-09-30,,Expired,600 BROADWAY,SEATTLE,WA,98122,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6524679-FS,47.60779023,-122.32014769,"600 BROADWAY
SEATTLE, WA 98122
(47.60779023, -122.32014769)"
6457277-BP,Commercial,Non-Residential,Boiler-Pressure Vessel,Trade,INSTALLING BOILER FOR MEDICAL RESEARCH FACILITY. GHW-07-03  8/4/15 JCB; ADD AUTOMATIC CERTIFICATION.,,2015-02-03,2015-02-03,2016-08-03,2015-08-21,Completed,601 WESTLAKE AVE N,SEATTLE,WA,98109,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6457277-BP,47.62498079,-122.33884524,"601 WESTLAKE AVE N
SEATTLE, WA 98109
(47.62498079, -122.33884524)"
6209266-ME,Commercial,Non-Residential,Mechanical,Trade,"Install 1 Greenheck exhaust fan, STFI",1500.0000,2009-02-25,2009-02-25,2010-08-25,2009-03-03,Completed,701 N 34TH ST,SEATTLE,WA,98103,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6209266-ME,47.6488239,-122.34906542,"701 N 34TH ST
SEATTLE, WA 98103
(47.6488239, -122.34906542)"
6421368-ME,Commercial,Non-Residential,Mechanical,Trade,RELOCATE FOUR (4) DIFFUSERS AND INSTALL SIX (6) NEW RETURN AIR GRILLS.,1500.0000,2014-06-05,2014-06-05,2015-12-05,2014-06-11,Completed,9709 3RD AVE NE,SEATTLE,WA,98115,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6421368-ME,47.69917859,-122.32681835,"9709 3RD AVE NE
SEATTLE, WA 98115
(47.69917859, -122.32681835)"
6053660-RF,Commercial,Non-Residential,Refrigeration,Trade,INSTALL (8) NEW SPLIT SYSTEM ACU'S,,2005-03-11,2005-03-11,2006-09-11,2005-09-06,Completed,400 NE 45TH ST,SEATTLE,WA,98105,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6053660-RF,47.66160987,-122.32368434,"400 NE 45TH ST
SEATTLE, WA 98105
(47.66160987, -122.32368434)"
6580132-BP,Commercial,Non-Residential,Boiler-Pressure Vessel,Trade,INSTALLATION OF AIR SEPARATOR,,2017-02-08,2017-02-08,2018-08-08,2017-08-17,Completed,399 FAIRVIEW AVE N,SEATTLE,WA,98109,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6580132-BP,47.6217268,-122.33478989,"399 FAIRVIEW AVE N
SEATTLE, WA 98109
(47.6217268, -122.33478989)"
6526804-ME,Commercial,Non-Residential,Mechanical,Trade,"Install exhaust fan and louver installation for temporary ventilation of an interior interactive media/art area, per plan.",6433.0000,2016-04-19,2016-05-06,2017-11-06,2016-06-03,Completed,472 1ST AVE N,SEATTLE,WA,98109,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6526804-ME,47.62310047,-122.35504963,"472 1ST AVE N
SEATTLE, WA 98109
(47.62310047, -122.35504963)"
6726546-ME,Commercial,Non-Residential,Mechanical,Trade,"Tenant Improvement of existing VAV system, per plan.",48500.0000,2019-07-03,2019-07-08,2021-01-08,,Issued,1201 3RD AVE,SEATTLE,WA,98101,MACDONALD MILLER,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6726546-ME,47.60723772,-122.33612134,"1201 3RD AVE
SEATTLE, WA 98101
(47.60723772, -122.33612134)"
6368541-ME,Commercial,Non-Residential,Mechanical,Trade,"Installing two VAV boxes, per plan",35000.0000,2013-10-07,2013-10-14,2015-04-14,2014-01-08,Completed,530 FAIRVIEW AVE N,SEATTLE,WA,98109,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6368541-ME,47.62395546,-122.33393376,"530 FAIRVIEW AVE N
SEATTLE, WA 98109
(47.62395546, -122.33393376)"
6457274-BP,Commercial,Non-Residential,Boiler-Pressure Vessel,Trade,INSTALLING BOILER FOR MEDICAL RESEARCH FACILITY. SB-L7-02; 8/4/15 JLE ADD AUTO. CERT. CHANGED PRESS VESSEL TO BOILER. 11/12/15 JCB; OPENED PERMIT TO ADD MONITORING AND TO ALLOW FOR ANOTHER INSPECTION.,,2015-02-03,2015-02-03,2016-08-03,2016-03-02,Completed,601 WESTLAKE AVE N,SEATTLE,WA,98109,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6457274-BP,47.62498079,-122.33884524,"601 WESTLAKE AVE N
SEATTLE, WA 98109
(47.62498079, -122.33884524)"
6260286-FS,Commercial,Non-Residential,Fire Sprinkler,Trade,"Relocate (9) add (7) standard spray standard response, stand alone sprinklers",,2010-09-08,,,,Application Completed,601 UNION ST,SEATTLE,WA,98101,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6260286-FS,47.610431,-122.33207692,"601 UNION ST
SEATTLE, WA 98101
(47.610431, -122.33207692)"
6772868-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Replacing gas furnace like-for-like,0.0000,2020-02-21,2020-02-21,2021-08-21,2020-10-02,Completed,10314 Roosevelt WAY NE,,,,KINGS HEATING & AIR CONDITIONING,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6772868-FR,47.7035509,-122.3174714,"10314 Roosevelt WAY NE
(47.7035509, -122.3174714)"
6734215-FS,Commercial,Non-Residential,Fire Sprinkler,Trade,Tenant Improvement involving 244 heads for WeWork 4th Floor East. Job #117524-001,0.0000,2019-06-21,2019-06-28,2020-12-28,,Completed,1448 NW MARKET ST,SEATTLE,WA,98107,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6734215-FS,47.66896236,-122.37580319,"1448 NW MARKET ST
SEATTLE, WA 98107
(47.66896236, -122.37580319)"
6370207-RF,Commercial,Non-Residential,Refrigeration,Trade,INSTALL PIPING FOR DUCTLESS HEAT PUMP SYSTEM,,2013-06-18,2013-06-18,2014-12-18,2013-07-18,Completed,601 N 34TH ST,SEATTLE,WA,98103,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6370207-RF,47.64942787,-122.35025576,"601 N 34TH ST
SEATTLE, WA 98103
(47.64942787, -122.35025576)"
6803534-SS,Multifamily,Residential,Side Sewer,Trade,Townhomes: New storm connection to P.L. New sanitary connection to sanitary main located in Densmore Ave N. Shared connection with project (6754820-CN). Associated BP: 6741108-CN.,0.0000,2020-10-02,2020-10-02,2022-04-02,,Issued,1701 N 42nd ST,,,,INSIGNIA CONSTRUCTION LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803534-SS,47.65786441,-122.33726912,"1701 N 42nd ST
(47.65786441, -122.33726912)"
6760077-BP,Industrial,Non-Residential,Boiler-Pressure Vessel,Trade,"Install pressure Vessel Permit for Air Tank, per plan.",24000.0000,,2019-11-25,2021-05-25,,Issued,3701 S NORFOLK ST,SEATTLE,WA,98118,MACDONALD MILLER,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6760077-BP,47.51304726,-122.28395586,"3701 S NORFOLK ST
SEATTLE, WA 98118
(47.51304726, -122.28395586)"
6416089-ME,Commercial,Non-Residential,Mechanical,Trade,PIER 59 - Demo (2) existing Boilers and Replace with (2) new Condensing Gas Boilers serving existing Coral Reef Aquarium.,40400.0000,2014-05-09,2014-05-22,2015-11-22,2014-08-29,Completed,1483 ALASKAN WAY,SEATTLE,WA,98101,MACDONALD MILLER,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6416089-ME,47.60741658,-122.34264732,"1483 ALASKAN WAY
SEATTLE, WA 98101
(47.60741658, -122.34264732)"
6795777-FS,Commercial,Non-Residential,Fire Sprinkler,Trade,Tenant Improvement involving 29 Fire Sprinkler Heads. 9567-001,4500.0000,2020-08-13,2020-08-28,2022-02-28,,Issued,1200 5TH AVE,SEATTLE,WA,98101,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6795777-FS,47.60842584,-122.3330673,"1200 5TH AVE
SEATTLE, WA 98101
(47.60842584, -122.3330673)"
6774894-ME,Commercial,Non-Residential,Mechanical,Trade,"INSTALL (38) NEW DIFFUSERS AND GRILLES, RELOCATE (8) EXISTING DIFFUSERS AND GRILLES, AIR BALANCE (11) VAV UNITS, and MISC. DUCTWORK PER PLANS.MECH-STFI",14000.0000,2020-03-04,2020-03-05,2021-09-05,,Issued,1201 3RD AVE,SEATTLE,WA,98101,MACDONALD MILLER,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6774894-ME,47.60723772,-122.33612134,"1201 3RD AVE
SEATTLE, WA 98101
(47.60723772, -122.33612134)"
6408825-BP,Commercial,Non-Residential,Boiler-Pressure Vessel,Trade,INSTALL BOILER [B-R-1],,2014-03-17,2014-03-17,2015-09-17,2014-06-13,Completed,3400 STONE WAY N,SEATTLE,WA,98103,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6408825-BP,47.64868169,-122.3425554,"3400 STONE WAY N
SEATTLE, WA 98103
(47.64868169, -122.3425554)"
6218806-ME,Commercial,Non-Residential,Mechanical,Trade,"Demo (5) existing boilers & Replace with (4) new High efficiency condensing boilers. Demo (2) existing rooftop fans & replace with like units, per plan.",220000.0000,2009-06-17,2009-08-06,2011-02-06,2009-10-15,Completed,600 5TH AVE,SEATTLE,WA,98104,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6218806-ME,47.60421147,-122.32920318,"600 5TH AVE
SEATTLE, WA 98104
(47.60421147, -122.32920318)"
6381771-ME,Commercial,Non-Residential,Mechanical,Trade,"installing 1-new VAV box, relocating 3 existing VAV boxes, installing 3 inline exhaust fans, installing 3 new louvres, with motorized dampers to building exterior per plan (1st floor gym Google)",31900.0000,2013-09-23,2013-10-07,2015-04-07,2013-12-31,Completed,651 N 34TH ST,SEATTLE,WA,98103,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6381771-ME,47.64849525,-122.35042282,"651 N 34TH ST
SEATTLE, WA 98103
(47.64849525, -122.35042282)"
6158827-ME,Commercial,Non-Residential,Mechanical,Trade,INSTALL 4 ROOFTOP ACU'S ON EXISTING CURBS. WORK INCLUDES DUCT DROPS FOR SUPPLY AND RETURN AIR. PER PLANS,23700.0000,2007-10-25,2007-11-09,2009-05-09,2008-04-16,Completed,1218 E CHERRY ST,SEATTLE,WA,98122,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6158827-ME,47.60841811,-122.31587598,"1218 E CHERRY ST
SEATTLE, WA 98122
(47.60841811, -122.31587598)"
6385156-FS,Commercial,Non-Residential,Fire Sprinkler,Trade,"**Stand Alone** Fire sprinklers modifiy existing for TI on levels 7 and 8. Add 48, relocate 96 and plug 15.Al match existing standard sresponse, concealed type sprinklers, expansion plates required on heads.",,2013-09-30,2013-10-07,2015-04-07,,Expired,701 5TH AVE,SEATTLE,WA,98104,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6385156-FS,47.60454088,-122.33073506,"701 5TH AVE
SEATTLE, WA 98104
(47.60454088, -122.33073506)"
6803388-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Emergency Side Sewer Repair in ROW. Customer completely out of service. REVISED10/2/2020 SRA: PERMILINER ADDED.,0.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,1710 N 46TH ST,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803388-SS,47.66233779,-122.33710137,"1710 N 46TH ST
SEATTLE, WA 98103
(47.66233779, -122.33710137)"
6685824-SS,Institutional,Non-Residential,Side Sewer,Trade,"Demolition of existing former clinic structure to mitigate squatting, graffiti and drug use on site.",0.0000,,,,,Withdrawn,415 N 85TH ST,SEATTLE,WA,98103,MACDONALD MILLER,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6685824-SS,47.69041771,-122.35339031,"415 N 85TH ST
SEATTLE, WA 98103
(47.69041771, -122.35339031)"
6348823-BP,Commercial,Non-Residential,Boiler-Pressure Vessel,Trade,INSTALL RO STORAGE TANK FOR HUMIDIFIER (expansion tank.),,2013-01-11,2013-01-11,2014-07-11,2013-02-20,Completed,501 8TH AVE N,SEATTLE,WA,,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6348823-BP,47.62388296,-122.34104964,"501 8TH AVE N
SEATTLE, WA
(47.62388296, -122.34104964)"
6714713-FS,Commercial,Non-Residential,Fire Sprinkler,Trade,"***STANDALONE SPRINKLERS*** Add/relocate 36 heads, per plan.",0.0000,2019-02-28,2019-03-04,2020-09-04,,Expired,601 UNION ST,SEATTLE,WA,98101,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6714713-FS,47.610431,-122.33207692,"601 UNION ST
SEATTLE, WA 98101
(47.610431, -122.33207692)"
6803342-ME,Multifamily,Residential,Mechanical,Trade,Install new mini split system. Subject to Field Inspection (STFI),3000.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,7544 B 43RD AVE S,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803342-ME,47.53399801,-122.27832859,"7544 B 43RD AVE S
SEATTLE, WA 98118
(47.53399801, -122.27832859)"
6283821-FS,Commercial,Non-Residential,Fire Sprinkler,Trade,Add (3) and relocate (10) quick response,,2011-05-19,2011-06-06,2012-12-06,2011-07-07,Completed,501 ELLIOTT AVE W,SEATTLE,WA,98119,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6283821-FS,47.62302146,-122.36477796,"501 ELLIOTT AVE W
SEATTLE, WA 98119
(47.62302146, -122.36477796)"
6797791-RF,Single Family/Duplex,Residential,Refrigeration,Trade,install heat pump,6000.0000,2020-08-25,2020-08-25,2022-02-25,2020-10-02,Completed,4533 NE 106TH ST,SEATTLE,WA,98125,Evergreen Home Heating & Energy,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6797791-RF,47.70478064,-122.27845729,"4533 NE 106TH ST
SEATTLE, WA 98125
(47.70478064, -122.27845729)"
6071432-RF,Commercial,Non-Residential,Refrigeration,Trade,WASHINGTON MUTUAL TOWER; SEATTLE ART MUSEUM EXPANSION,,2005-09-06,2005-09-06,2007-03-06,2006-03-15,Completed,1301 2ND AVE,SEATTLE,WA,98101,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6071432-RF,47.60740726,-122.3377828,"1301 2ND AVE
SEATTLE, WA 98101
(47.60740726, -122.3377828)"
6540078-BP,Institutional,Non-Residential,Boiler-Pressure Vessel,Trade,INSTALL NEW WATER HEATER,,2016-06-13,2016-06-13,2017-12-13,2016-06-28,Completed,4500 40TH AVE NE,SEATTLE,WA,98105,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6540078-BP,47.66201754,-122.28387688,"4500 40TH AVE NE
SEATTLE, WA 98105
(47.66201754, -122.28387688)"
6637777-ME,Commercial,Non-Residential,Mechanical,Trade,"Install one (1) cooling only VAV box and one (1) in-line exhaust fan and associated duct work Subject-to-Field-Inspection (STFI), per plan.",14700.0000,2018-01-04,2018-01-04,2019-07-04,,Expired,400 FAIRVIEW AVE N,SEATTLE,WA,98109,McKinstry Co. LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6637777-ME,47.62251638,-122.33391663,"400 FAIRVIEW AVE N
SEATTLE, WA 98109
(47.62251638, -122.33391663)"
