UNIQUE KEY,TOW DATE,AGENCY,VEHICLE YEAR,VEHICLE MAKE,LICENSE PLATE,LICENSE STATE,TOW LOCATION,CITY,STATE,ZIP,TOW REASON,TOW DESCRIPTION,LOCATION,LATITUDE,LONGITUDE,COUNCIL DISTRICT,POLICE DISTRICT,CENSUS TRACT,CENSUS BLOCK GROUP,CENSUS BLOCK,NEIGHBORHOOD
2009042311DPE,04/23/2009,DPE,1996,DODG,,NY,305 BAILEY AVE,Buffalo,NY,14210,IL,ILLEGAL VEHICLE,"(42.862800435833, -78.825342240134)",42.862800435833314,-78.82534224013422,LOVEJOY,District A,11,3,3010,UNKNOWN
2009042312RIV,04/23/2009,RIV,2000,CHEV,,NY,207 W HURON,Buffalo,NY,14201,ST,STOLEN VEHICLE,"(42.889890451568, -78.880299549686)",42.889890451567794,-78.88029954968584,FILLMORE,District B,71.02,2,2006,UNKNOWN
200904231DPE,04/23/2009,DPE,1994,CADI,,NY,1847 SOUTH PARK,Buffalo,NY,14220,IL,ILLEGAL VEHICLE,"(42.848454363228, -78.823758859745)",42.84845436322756,-78.82375885974496,SOUTH,District A,2,3,3000,UNKNOWN
200904232DPE,04/23/2009,DPE,1995,CHEV,,OH,669 HERTEL AVE,Buffalo,NY,14207,IL,ILLEGAL VEHICLE,"(42.947664328573, -78.88392197576)",42.94766432857253,-78.88392197576046,NORTH,District D,56,3,3002,UNKNOWN
200904233RIV,04/23/2009,RIV,2000,CHEV,,NY,95 PHILADELPHIA,Buffalo,NY,14207,ST,STOLEN VEHICLE,"(42.957569075159, -78.897391392304)",42.95756907515864,-78.89739139230372,NORTH,District D,58.02,4,4003,UNKNOWN
200904234DPE,04/23/2009,DPE,1994,DODG,,NY,HAMBURG/MACKINAW,Buffalo,NY,14210,IL,ILLEGAL VEHICLE,"(42.868595981769, -78.859037965445)",42.86859598176901,-78.85903796544538,FILLMORE,District A,5,1,1016,UNKNOWN
200904235JMA,04/23/2009,JMA,2000,CHRY,,NY,1 BOTANICAL DR,Buffalo,NY,14220,IL,ILLEGAL VEHICLE,"(42.826170252277, -78.834055839734)",42.826170252276704,-78.83405583973402,SOUTH,District A,1.10,UNKNOWN,2003,UNKNOWN
200904236GAR,04/23/2009,GAR,1990,VOLV,,NY,286 BAYNES,Buffalo,NY,14213,IP,ILLEGALLY PARKED,"(42.923352144226, -78.885105187247)",42.923352144225525,-78.8851051872466,NIAGARA,District D,63.01,4,4004,UNKNOWN
200904237DPE,04/23/2009,DPE,2000,BUIC,,NY,1034 E FERRY,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.914517843092, -78.825661648058)",42.91451784309215,-78.82566164805807,MASTEN,District E,34,1,1005,UNKNOWN
200904239DPE,04/23/2009,DPE,2,CHEV,,NY,ELM / S DIVISION,Buffalo,NY,14203,IM,IMPOUNDED,"(42.881817003125, -78.870466030857)",42.8818170031247,-78.87046603085746,FILLMORE,District B,165,1,1103,UNKNOWN
200904241DPE,04/24/2009,DPE,0,OLDS,,OH,BAILEY/LANGFIELD,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.929858976455, -78.813647948771)",42.92985897645473,-78.8136479487713,UNIVERSITY,District E,44.02,2,2007,UNKNOWN
200904242DPE,04/24/2009,DPE,1996,PONT,,NY,REDJACKET/ABBOTT,Buffalo,NY,14220,AB,ABANDONED VEHICLE,"(42.846550999189, -78.81009005969)",42.846550999189255,-78.81009005969014,SOUTH,District A,10,3,3007,UNKNOWN
200904243JMA,04/24/2009,JMA,2003,BUIC,,NY,242 GUILFORD,Buffalo,NY,14211,IM,IMPOUNDED,"(42.898895669763, -78.843520366427)",42.8988956697629,-78.84352036642656,FILLMORE,District C,166,3,3002,UNKNOWN
200904244DPE,04/24/2009,DPE,1993,INFI,,NY,39 LISBON,Buffalo,NY,14214,IL,ILLEGAL VEHICLE,"(42.948379044066, -78.827121153373)",42.948379044065575,-78.82712115337262,UNIVERSITY,District E,47,4,4001,UNKNOWN
200904245DPE,04/24/2009,DPE,98,HOND,,NY,20 GARNER,Buffalo,NY,14213,IM,IMPOUNDED,"(42.924950675555, -78.893933818307)",42.92495067555534,-78.89393381830662,NIAGARA,District D,171,4,4000,UNKNOWN
200904246GAR,04/24/2009,GAR,99,JEEP,,NY,134 W EAGLE,Buffalo,NY,14202,IP,ILLEGALLY PARKED,"(42.885000161276, -78.879124877728)",42.885000161275535,-78.87912487772847,ELLICOTT,District B,165,1,1068,UNKNOWN
200904247DPE,04/24/2009,DPE,1998,CADI,,NY,335 MYSTIC,Buffalo,NY,14220,IM,IMPOUNDED,"(42.85440892471, -78.833904455755)",42.85440892470995,-78.83390445575539,SOUTH,District A,1.10,3,3028,UNKNOWN
200904248DPE,04/24/2009,DPE,0,MINI,,NY,METCALFE/LYMAN,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.881964044242, -78.834657023636)",42.881964044241926,-78.8346570236363,FILLMORE,District C,17,1,1015,UNKNOWN
200904249DPE,04/24/2009,DPE,0,MINI,,NY,ARKANSAS/SHERWOOD,Buffalo,NY,14213,AI,ACCIDENT,"(42.91419098299, -78.892248957581)",42.91419098298962,-78.89224895758079,NIAGARA,District B,61,3,3006,UNKNOWN
200904251DPE,04/25/2009,DPE,1996,INFI,,NY,130 GRANT,Buffalo,NY,14213,IL,ILLEGAL VEHICLE,"(42.917474503449, -78.890718246779)",42.917474503449334,-78.890718246779,NIAGARA,District D,61,4,4006,UNKNOWN
200904252JMA,04/25/2009,JMA,0,CHEV,,NY,312 WILLIAM,Buffalo,NY,14204,IM,IMPOUNDED,"(42.885103964566, -78.859921225579)",42.88510396456563,-78.859921225579,ELLICOTT,District B,14.02,4,4007,UNKNOWN
200904253JMA,04/25/2009,JMA,0,JEEP,,NY,372 WILLIAM,Buffalo,NY,14204,IM,IMPOUNDED,"(42.885149267744, -78.857588907323)",42.8851492677437,-78.85758890732295,ELLICOTT,District B,14.02,4,4004,UNKNOWN
200904254JMA,04/25/2009,JMA,0,JEEP,,NY,372 WILLIAM,Buffalo,NY,14204,IM,IMPOUNDED,"(42.885149267744, -78.857588907323)",42.8851492677437,-78.85758890732295,ELLICOTT,District B,14.02,4,4004,UNKNOWN
200904255DPE,04/25/2009,DPE,2000,CHEV,,NY,98 ORANGE,Buffalo,NY,14204,IL,ILLEGAL VEHICLE,"(42.897410682274, -78.858947219387)",42.8974106822744,-78.85894721938705,ELLICOTT,District B,31,2,2010,UNKNOWN
200904257DPE,04/25/2009,DPE,1997,MERC,,NY,429 AMHERST,Buffalo,NY,14215,IM,IMPOUNDED,"(42.940053493231, -78.821534565702)",42.940053493231126,-78.82153456570201,UNIVERSITY,District E,42,5,5002,UNKNOWN
200904258DPE,04/25/2009,DPE,1996,BUIC,,NY,147 MILLS,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.897699289811, -78.836539465288)",42.89769928981102,-78.83653946528784,FILLMORE,District C,27.02,4,4001,UNKNOWN
200904261DPE,04/26/2009,DPE,1999,FORD,,NY,SOUTH/VINCENNES,Buffalo,NY,14204,AI,ACCIDENT,"(42.864681973788, -78.863776973538)",42.864681973787626,-78.86377697353846,FILLMORE,District A,5,2,2012,UNKNOWN
200904262JMA,04/26/2009,JMA,2001,DODG,,NY,WEST/RHODEISLAND,Buffalo,NY,14213,AI,ACCIDENT,"(42.907784023216, -78.893084976467)",42.9077840232163,-78.89308497646724,NIAGARA,District B,69.01,4,4002,UNKNOWN
200904263DPE,04/26/2009,DPE,2002,NISS,,NY,22 WEYAND,Buffalo,NY,14210,IL,ILLEGAL VEHICLE,"(42.85607805935, -78.809451176175)",42.856078059349755,-78.80945117617486,SOUTH,District A,10,5,5008,UNKNOWN
2009042710DPE,04/27/2009,DPE,2001,CHEV,,NY,486 DOAT,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.909846719777, -78.802962851853)",42.90984671977691,-78.80296285185283,LOVEJOY,District C,38,3,3004,UNKNOWN
2009042711DPE,04/27/2009,DPE,1998,FORD,,NY,MAIN/UTICA,Buffalo,NY,14209,IL,ILLEGAL VEHICLE,"(42.9112489537, -78.865913038943)",42.91124895370046,-78.86591303894288,ELLICOTT,District E,66.02,3,3000,UNKNOWN
2009042712RIV,04/27/2009,RIV,2008,FORD,,NY,BURGARD/GENESEE,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.912202010205, -78.814786003795)",42.912202010205384,-78.8147860037952,FILLMORE,District C,36,1,1011,UNKNOWN
2009042713RIV,04/27/2009,RIV,1992,GMC,,NY,N OGDEN/BROADWAY,Buffalo,NY,14212,AB,ABANDONED VEHICLE,"(42.898227984768, -78.802413956773)",42.89822798476847,-78.80241395677254,LOVEJOY,District C,24,6,6003,UNKNOWN
200904271DPE,04/27/2009,DPE,1995,TOYO,,NY,469 W DELAVAN,Buffalo,NY,14213,IL,ILLEGAL VEHICLE,"(42.922094944192, -78.882476301873)",42.92209494419152,-78.88247630187303,NIAGARA,District D,63.01,3,3002,UNKNOWN
200904272DPE,04/27/2009,DPE,2007,DODG,,NY,1345 BAILEY AVE,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.890769583209, -78.814068785311)",42.89076958320947,-78.81406878531119,LOVEJOY,District C,24,5,5013,UNKNOWN
200904273DPE,04/27/2009,DPE,2000,CHEV,,NY,341 SENECA ST,Buffalo,NY,14204,IL,ILLEGAL VEHICLE,"(42.878453810596, -78.863984516202)",42.878453810596014,-78.86398451620197,ELLICOTT,District A,164,4,4012,UNKNOWN
200904274DPE,04/27/2009,DPE,2000,PONT,,NY,669 HERTEL AVE,Buffalo,NY,14207,IL,ILLEGAL VEHICLE,"(42.947664328573, -78.88392197576)",42.94766432857253,-78.88392197576046,NORTH,District D,56,3,3002,UNKNOWN
200904275DPE,04/27/2009,DPE,1990,MAZD,,NY,352 PLYMOUTH,Buffalo,NY,14213,ST,STOLEN VEHICLE,"(42.907024529547, -78.890793892231)",42.90702452954736,-78.89079389223113,NIAGARA,District B,69.01,4,4004,UNKNOWN
200904278GAR,04/27/2009,GAR,96,FORD,,NY,1043 TIFT,Buffalo,NY,14220,IP,ILLEGALLY PARKED,"(42.846880437265, -78.820788220074)",42.846880437265284,-78.82078822007385,SOUTH,District A,8,1,1001,UNKNOWN
200904279GAR,04/27/2009,GAR,99,CHRY,,NY,283 BENZINGER,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.892562610445, -78.806093200729)",42.892562610444706,-78.8060932007286,LOVEJOY,District C,24,4,4005,UNKNOWN
2009042810RIV,04/28/2009,RIV,93,BUIC,,NY,40 MASS,Buffalo,NY,14213,ST,STOLEN VEHICLE,"(42.907285562107, -78.898726801547)",42.907285562106715,-78.89872680154721,NIAGARA,District B,70,1,1007,UNKNOWN
200904281DPE,04/28/2009,DPE,2001,FORD,,NY,231 S OGDEN,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.867396832002, -78.802058672943)",42.867396832002136,-78.80205867294278,LOVEJOY,District A,19,2,2009,UNKNOWN
200904282DPE,04/28/2009,DPE,2004,PONT,,NY,217 SMITH,Buffalo,NY,14210,IL,ILLEGAL VEHICLE,"(42.867720206597, -78.846149023445)",42.86772020659699,-78.8461490234453,FILLMORE,District A,163,3,3019,UNKNOWN
200904283SBA,04/28/2009,SBA,2008,HYUN,,NY,422 POTOMAC,Buffalo,NY,14213,IL,ILLEGAL VEHICLE,"(42.924173134935, -78.883674524353)",42.92417313493496,-78.88367452435305,NIAGARA,District D,63.01,4,4007,UNKNOWN
200904284DPE,04/28/2009,DPE,1993,DODG,,NY,97 ISABELLE,Buffalo,NY,14207,IL,ILLEGAL VEHICLE,"(42.954943302585, -78.896386592184)",42.95494330258544,-78.89638659218423,NORTH,District D,57,1,1007,UNKNOWN
200904285SBA,04/28/2009,SBA,3,CHEV,,NY,382 POTOMAC,Buffalo,NY,14213,IP,ILLEGALLY PARKED,"(42.924157551577, -78.885059767555)",42.92415755157658,-78.88505976755492,NIAGARA,District D,63.01,4,4001,UNKNOWN
200904286SBA,04/28/2009,SBA,2000,TOYO,,NY,2575 BAILEY AVE,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.924763726929, -78.813586029627)",42.924763726928646,-78.81358602962695,UNIVERSITY,District E,41,3,3004,UNKNOWN
200904287RIV,04/28/2009,RIV,1996,CADI,,NY,201 WOLTZ,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.899295876999, -78.835455114502)",42.89929587699855,-78.83545511450191,FILLMORE,District C,27.02,2,2000,UNKNOWN
200904288DPE,04/28/2009,DPE,8,FORD,,NY,91 URBAN,Buffalo,NY,14211,IM,IMPOUNDED,"(42.909300939708, -78.835660443876)",42.909300939708494,-78.83566044387604,MASTEN,District C,35,4,4004,UNKNOWN
200904289RIV,04/28/2009,RIV,1,KIA,,NY,98 LAFAYETTE,Buffalo,NY,14213,IP,ILLEGALLY PARKED,"(42.920139610643, -78.894937107473)",42.92013961064337,-78.89493710747323,NIAGARA,District D,61,5,5000,UNKNOWN
200904291DPE,04/29/2009,DPE,1999,MAZD,,NY,971 ELMWOOD,Buffalo,NY,14222,IL,ILLEGAL VEHICLE,"(42.923772977296, -78.876936068526)",42.92377297729603,-78.87693606852551,DELAWARE,District D,63.02,2,2004,UNKNOWN
200904292DPE,04/29/2009,DPE,2001,DODG,,NY,54 REMOLINO,Buffalo,NY,14220,ST,STOLEN VEHICLE,"(42.854781191306, -78.825536391096)",42.85478119130582,-78.8255363910962,SOUTH,District A,2,1,1008,UNKNOWN
200904293RIV,04/29/2009,RIV,98,FORD,,NY,63 KOONS,Buffalo,NY,14212,ST,STOLEN VEHICLE,"(42.897932989277, -78.820895783457)",42.897932989277386,-78.82089578345739,FILLMORE,District C,28,2,2003,UNKNOWN
200904294DPE,04/29/2009,DPE,0,MITS,,NY,95 FAIRCHILD,Buffalo,NY,14216,IP,ILLEGALLY PARKED,"(42.946866152908, -78.864189244423)",42.94686615290838,-78.86418924442306,DELAWARE,District D,49,5,5002,UNKNOWN
200904295RIV,04/29/2009,RIV,1,FORD,,TN,74 COLONIAL CIR,Buffalo,NY,14213,IP,ILLEGALLY PARKED,"(42.920582004504, -78.88201596428)",42.92058200450381,-78.88201596428043,DELAWARE,District D,63.01,3,3004,UNKNOWN
200904296SBA,04/29/2009,SBA,98,PONT,,NY,190 FREUND,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.921019888167, -78.802316280829)",42.92101988816722,-78.80231628082879,LOVEJOY,District E,38,1,1003,UNKNOWN
200904297GAR,04/29/2009,GAR,0,DODG,,MI,78 WHEELOCK,Buffalo,NY,14206,ST,STOLEN VEHICLE,"(42.87293546154, -78.801018203615)",42.87293546153956,-78.8010182036146,LOVEJOY,District A,167,1,1005,UNKNOWN
200904298DPE,04/29/2009,DPE,2000,CHRY,,NY,341 SENECA ST,Buffalo,NY,14204,IL,ILLEGAL VEHICLE,"(42.878453810596, -78.863984516202)",42.878453810596014,-78.86398451620197,ELLICOTT,District A,164,4,4012,UNKNOWN
200904299RIV,04/29/2009,RIV,0,FORD,,NY,196 PHILADELPHIA,Buffalo,NY,14207,IM,IMPOUNDED,"(42.956491688982, -78.894946779634)",42.956491688982275,-78.8949467796344,NORTH,District D,57,1,1000,UNKNOWN
200904301JMA,04/30/2009,JMA,2000,CHEV,,NY,695 MAIN ST,Buffalo,NY,14203,IL,ILLEGAL VEHICLE,"(42.89284890703, -78.871960670975)",42.89284890703036,-78.87196067097543,ELLICOTT,District B,165,1,1006,UNKNOWN
200904303JMA,04/30/2009,JMA,0,JEEP,,NY,16 ALBERT,Buffalo,NY,14207,IM,IMPOUNDED,"(42.951817768872, -78.901077018505)",42.95181776887192,-78.9010770185052,NORTH,District D,57,3,3004,UNKNOWN
200904304DPE,04/30/2009,DPE,2003,NISS,,NY,118 NORWOOD,Buffalo,NY,14222,AI,ACCIDENT,"(42.907973808143, -78.880372471045)",42.90797380814311,-78.88037247104486,NIAGARA,District B,67.01,1,1001,UNKNOWN
200904306RIV,04/30/2009,RIV,97,BUIC,,NY,171 NORWOOD,Buffalo,NY,14222,ST,STOLEN VEHICLE,"(42.909480227917, -78.880232701983)",42.909480227916795,-78.88023270198339,NIAGARA,District B,67.01,3,3001,UNKNOWN
200905013DPE,05/01/2009,DPE,1999,OLDS,,NY,125 DUNDEE,Buffalo,NY,14220,IM,IMPOUNDED,"(42.838059372174, -78.802715271051)",42.838059372173674,-78.80271527105123,SOUTH,District A,7,2,2001,UNKNOWN
200905014GAR,05/01/2009,GAR,1988,FORD,,NY,444 FOREST,Buffalo,NY,14213,AB,ABANDONED VEHICLE,"(42.927890360797, -78.882360017144)",42.92789036079659,-78.88236001714398,NORTH,District D,171,5,5000,UNKNOWN
200905015DPE,05/01/2009,DPE,95,EAGL,,NY,77 E DELAVAN,Buffalo,NY,14208,IL,ILLEGAL VEHICLE,"(42.922072708656, -78.854025688605)",42.92207270865626,-78.85402568860503,MASTEN,District E,168,3,3000,UNKNOWN
200905016SBA,05/01/2009,SBA,2,FORD,,NY,633 BIRD,Buffalo,NY,14222,IP,ILLEGALLY PARKED,"(42.925951251598, -78.875272868343)",42.925951251598,-78.87527286834269,DELAWARE,District D,63.02,3,3005,UNKNOWN
200905017DPE,05/01/2009,DPE,99,FORD,,NY,1847 S PARK,Buffalo,NY,14220,IL,ILLEGAL VEHICLE,"(42.848454363228, -78.823758859745)",42.84845436322756,-78.82375885974496,SOUTH,District A,2,3,3000,UNKNOWN
200905024DPE,05/02/2009,DPE,4,GMC,,NY,33E AT FILLMORE,Buffalo,NY,14214,AI,ACCIDENT,"(42.926262972099, -78.839318020905)",42.92626297209941,-78.83931802090464,MASTEN,District E,170,2,2004,UNKNOWN
200905025DPE,05/02/2009,DPE,1,CHEV,,NY,151 EDISON,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.927094649727, -78.802062123829)",42.927094649727145,-78.80206212382856,UNIVERSITY,District E,41,4,4000,UNKNOWN
200905026DPE,05/02/2009,DPE,70,BUIC,,NY,117 PARKDALE,Buffalo,NY,14213,ST,STOLEN VEHICLE,"(42.918601930333, -78.888040959223)",42.91860193033337,-78.88804095922308,NIAGARA,District D,65.01,4,4001,UNKNOWN
200905028DPE,05/02/2009,DPE,0,FORD,,NY,53 GOODYEAR,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.897514762759, -78.821801874278)",42.89751476275887,-78.82180187427805,FILLMORE,District C,28,2,2005,UNKNOWN
200905031DPE,05/03/2009,DPE,2,MITS,,NJ,1143 ELMWOOD,Buffalo,NY,14222,AI,ACCIDENT,"(42.928328233495, -78.876935071311)",42.92832823349469,-78.87693507131107,DELAWARE,District D,63.02,1,1013,UNKNOWN
200905032DPE,05/03/2009,DPE,4,DODG,,OH,291 SMITH ST,Buffalo,NY,14210,AB,ABANDONED VEHICLE,"(42.8699384923, -78.845430555271)",42.869938492300065,-78.84543055527145,FILLMORE,District A,163,3,3011,UNKNOWN
200905033DPE,05/03/2009,DPE,99,CHEV,,NY,108 JEWITT,Buffalo,NY,14214,IL,ILLEGAL VEHICLE,"(42.935830679771, -78.847602049906)",42.935830679771286,-78.8476020499059,DELAWARE,District D,52.01,4,4004,UNKNOWN
200905034RIV,05/03/2009,RIV,1987,MEBE,,GA,626 WOODLAWN,Buffalo,NY,14211,AB,ABANDONED VEHICLE,"(42.913830805136, -78.84162337119)",42.91383080513601,-78.84162337118991,MASTEN,District C,35,2,2005,UNKNOWN
200905036DPE,05/03/2009,DPE,1996,DODG,,NY,CONNECTICUT/WEST,Buffalo,NY,14213,IL,ILLEGAL VEHICLE,"(42.904630029301, -78.89010696416)",42.90463002930131,-78.89010696416047,NIAGARA,District B,69.02,3,3004,UNKNOWN
200905037DPE,05/03/2009,DPE,1994,YAMA,,NY,381 ABBY,Buffalo,NY,14220,IL,ILLEGAL VEHICLE,"(42.856407688789, -78.837189262547)",42.85640768878948,-78.83718926254744,SOUTH,District A,1.10,3,3006,UNKNOWN
200905038RIV,05/03/2009,RIV,2000,DODG,,NY,HOWARD/FILLMORE,Buffalo,NY,14206,AI,ACCIDENT,"(42.88335503255, -78.839222948623)",42.88335503254963,-78.83922294862313,FILLMORE,District C,17,1,1012,UNKNOWN
200905039DPE,05/03/2009,DPE,1993,ACUR,,NY,452 LINCOLN,Buffalo,NY,14216,IL,ILLEGAL VEHICLE,"(42.941539191824, -78.872324568996)",42.94153919182414,-78.87232456899557,NORTH,District D,54,2,2002,UNKNOWN
200905041GAR,05/04/2009,GAR,1995,FORD,,NY,389 FOREST,Buffalo,NY,14213,AB,ABANDONED VEHICLE,"(42.927754878016, -78.884231732083)",42.927754878016,-78.88423173208322,NIAGARA,District D,63.01,5,5002,UNKNOWN
200905042RIV,05/04/2009,RIV,2009,SUBU,,NY,1345 BAILEY AVE,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.890769583209, -78.814068785311)",42.89076958320947,-78.81406878531119,LOVEJOY,District C,24,5,5013,UNKNOWN
200905043GAR,05/04/2009,GAR,92,DODG,,NY,14 - 19TH,Buffalo,NY,14213,ST,STOLEN VEHICLE,"(42.912498081959, -78.884738633173)",42.91249808195854,-78.88473863317314,NIAGARA,District B,66.01,3,3003,UNKNOWN
200905044DPE,05/04/2009,DPE,0,JEEP,,NY,610 NIAGARA,Buffalo,NY,14201,IL,ILLEGAL VEHICLE,"(42.900703276957, -78.891701566328)",42.90070327695726,-78.89170156632785,ELLICOTT,District B,70,2,2010,UNKNOWN
200905045RIV,05/04/2009,RIV,4,CHEV,,,431 TONAWANDA,Buffalo,NY,14207,AB,ABANDONED VEHICLE,"(42.940917085513, -78.899185005892)",42.94091708551285,-78.89918500589188,NORTH,District D,59,3,3002,UNKNOWN
200905046RIV,05/04/2009,RIV,0,CAD,,NY,466 KOONS,Buffalo,NY,14211,IM,IMPOUNDED,"(42.908839904271, -78.821359033553)",42.90883990427146,-78.82135903355265,FILLMORE,District C,29,3,3002,UNKNOWN
200905047RIV,05/04/2009,RIV,2001,YAMA,,NY,651 VIRGINIA,Buffalo,NY,14203,IM,IMPOUNDED,"(42.896752678945, -78.868894568227)",42.89675267894456,-78.86889456822743,ELLICOTT,District B,25.02,1,1008,UNKNOWN
200905048DPE,05/04/2009,DPE,2003,SUZU,,NY,1305 E DELAVAN,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.922652749029, -78.808505120149)",42.92265274902879,-78.80850512014919,LOVEJOY,District E,37,1,1002,UNKNOWN
200905049DPE,05/04/2009,DPE,1997,BUIC,,NY,1345 BAILEY AVE,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.890769583209, -78.814068785311)",42.89076958320947,-78.81406878531119,LOVEJOY,District C,24,5,5013,UNKNOWN
2009050510DPE,05/05/2009,DPE,99,CHRY,,NY,2745 BAILEY,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.92928614889, -78.81357868126)",42.92928614888971,-78.81357868126048,UNIVERSITY,District E,44.02,2,2007,UNKNOWN
2009050511DPE,05/05/2009,DPE,1986,KAWA,,NY,452 PLYMOUTH,Buffalo,NY,14213,IL,ILLEGAL VEHICLE,"(42.909161162851, -78.892816732588)",42.909161162851255,-78.89281673258753,NIAGARA,District B,69.01,4,4001,UNKNOWN
2009050512DPE,05/05/2009,DPE,0,LINC,,NY,120 ELMWOOD,Buffalo,NY,14201,IL,ILLEGAL VEHICLE,"(42.888169358832, -78.879291226237)",42.88816935883166,-78.87929122623694,FILLMORE,District B,71.02,2,2009,UNKNOWN
200905051DPE,05/05/2009,DPE,1998,CADI,,NY,693 E FERRY,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.914534429307, -78.836284156378)",42.91453442930668,-78.83628415637776,MASTEN,District C,34,4,4001,UNKNOWN
200905052DPE,05/05/2009,DPE,1994,LINC,,NY,20 HERKIMER,Buffalo,NY,14213,IL,ILLEGAL VEHICLE,"(42.913221030192, -78.893542397641)",42.91322103019234,-78.89354239764124,NIAGARA,District B,61,3,3012,UNKNOWN
200905053DPE,05/05/2009,DPE,1999,FORD,,NY,620 S DIVISION,Buffalo,NY,14210,IL,ILLEGAL VEHICLE,"(42.878745013033, -78.852563698964)",42.87874501303328,-78.85256369896422,ELLICOTT,District C,164,3,3004,UNKNOWN
200905054DPE,05/05/2009,DPE,3,CHEV,,NY,135 THEODORE,Buffalo,NY,14211,ST,STOLEN VEHICLE,"(42.913295850702, -78.808228901779)",42.913295850702234,-78.80822890177878,LOVEJOY,District C,37,2,2002,UNKNOWN
200905055JMA,05/05/2009,JMA,2,CHRY,,NY,35 ORLEANS,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.935451110743, -78.806660292098)",42.93545111074335,-78.80666029209794,UNIVERSITY,District E,44.01,3,3005,UNKNOWN
200905056RIV,05/05/2009,RIV,2000,MERC,,NY,457 ELMWOOD,Buffalo,NY,14201,IP,ILLEGALLY PARKED,"(42.896583607697, -78.876810716414)",42.89658360769693,-78.876810716414,FILLMORE,District B,68,2,2009,UNKNOWN
200905057RIV,05/05/2009,RIV,0,JEEP,,MI,134 NORWOOD,Buffalo,NY,14222,IP,ILLEGALLY PARKED,"(42.908398600235, -78.880375365557)",42.90839860023527,-78.88037536555717,NIAGARA,District B,67.01,1,1001,UNKNOWN
200905058GAR,05/05/2009,GAR,2005,DODG,,NY,113  MONTCLAIR,Buffalo,NY,14215,ST,STOLEN VEHICLE,"(42.935228901919, -78.827027046373)",42.93522890191895,-78.82702704637256,MASTEN,District E,39.01,1,1000,UNKNOWN
200905059RIV,05/05/2009,RIV,98,CHEV,,NY,28 APPENHEIMER,Buffalo,NY,14214,ST,STOLEN VEHICLE,"(42.92319454351, -78.838489889525)",42.92319454350985,-78.83848988952538,MASTEN,District E,170,2,2004,UNKNOWN
200905061DPE,05/06/2009,DPE,2009,CHRY,,NY,1345 BAILEY AVE,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.890769583209, -78.814068785311)",42.89076958320947,-78.81406878531119,LOVEJOY,District C,24,5,5013,UNKNOWN
200905062DPE,05/06/2009,DPE,1997,BUIC,,NY,713 MILITARY,Buffalo,NY,14216,IL,ILLEGAL VEHICLE,"(42.956797491553, -78.889453735768)",42.95679749155329,-78.88945373576833,NORTH,District D,56,1,1005,UNKNOWN
200905063DPE,05/06/2009,DPE,95,PLYM,,NY,535 HEWITT,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.942621058872, -78.804687914755)",42.94262105887193,-78.80468791475525,UNIVERSITY,District E,43,7,7003,UNKNOWN
200905064DPE,05/06/2009,DPE,1995,CHEV,,NY,541 W UTICA,Buffalo,NY,14213,IL,ILLEGAL VEHICLE,"(42.911378853235, -78.886702965242)",42.91137885323494,-78.88670296524151,NIAGARA,District B,69.01,1,1003,UNKNOWN
200905065RIV,05/06/2009,RIV,3,DODG,,OH,16 FARMER,Buffalo,NY,14207,IL,ILLEGAL VEHICLE,"(42.939835153199, -78.905076825014)",42.93983515319854,-78.905076825014,NORTH,District D,59,3,3010,UNKNOWN
200905066RIV,05/06/2009,RIV,1998,OLDS,,NY,410 CLINTON,Buffalo,NY,14204,AI,ACCIDENT,"(42.882814655006, -78.85909701854)",42.88281465500575,-78.85909701854011,ELLICOTT,District B,14.02,3,3000,UNKNOWN
200905067DPE,05/06/2009,DPE,1998,FORD,,NY,1847 SOUTH PARK,Buffalo,NY,14220,IL,ILLEGAL VEHICLE,"(42.848454363228, -78.823758859745)",42.84845436322756,-78.82375885974496,SOUTH,District A,2,3,3000,UNKNOWN
